"sample_ID","ionic_conductivity_final","fcomp_mat1","fcomp_mat2","fcomp_mat1_ratio","fcomp_mat2_ratio","fcomp_additive","fcomp_additive_wt_pct","fcomp_salt","fcomp_salt_wt_pct","fcomp_formulation","date_casted","cast_type","fab_method","area_cm2","spe_thickness_avg","print_type","flag_for_removal"
"KR_01",1.0582e-07,"PEGMEA","PEGDA",0.9,0.1,"Cab-O-Sil EH%",5,"none",0,"0.9 PEGMEA, 0.1 PEGDA, 5 Cab-O-Sil EH%",2023-05-09,"PCB print",0,0.0066,0.264,"PCB print",FALSE
"KR_02",2.8933e-07,"PEGMEA","PEGDA",0.9,0.1,"Cab-O-Sil EH%",4,"none",0,"0.9 PEGMEA, 0.1 PEGDA, 4 Cab-O-Sil EH%",2023-05-09,"PCB print",0,0.0276,1.102,"PCB print",FALSE
"KR_03",1.3652e-07,"PEGMEA","PEGDA",0.9,0.1,"Cab-O-Sil EH%",3,"none",0,"0.9 PEGMEA, 0.1 PEGDA, 3 Cab-O-Sil EH%",2023-05-09,"PCB print",0,0.0307,1.228,"PCB print",FALSE
"KR_04",1.362e-07,"PEGMEA","PEGDA",0.9,0.1,"Cab-O-Sil EH%",2,"none",0,"0.9 PEGMEA, 0.1 PEGDA, 2 Cab-O-Sil EH%",2023-05-09,"PCB print",0,0.0228,0.913,"PCB print",FALSE
"KR_05",9.0976e-08,"PEGMEA","PEGDA",0.9,0.1,"Cab-O-Sil EH%",1,"none",0,"0.9 PEGMEA, 0.1 PEGDA, 1 Cab-O-Sil EH%",2023-05-09,"PCB print",0,0.0342,1.369,"PCB print",FALSE
"KR_06",1.0563e-07,"PEGMEA","PEGDA",0.9,0.1,"Cab-O-Sil EH%",0,"none",0,"0.9 PEGMEA, 0.1 PEGDA, 0 Cab-O-Sil EH%",2023-05-09,"PCB print",0,0.0139,0.555,"PCB print",FALSE
"KR_07",4.9383e-08,"PEGMEA","PEGDA",0.9,0.1,"Cab-O-Sil EH%",5,"none",0,"0.9 PEGMEA, 0.1 PEGDA, 5 Cab-O-Sil EH%",2023-05-09,"PCB print",0,0.0436,1.744,"PCB print",FALSE
"KR_08",NA,"PEGMEA","PEGDA",0.9,0.1,"Cab-O-Sil EH%",4.67,"none",0,"0.9 PEGMEA, 0.1 PEGDA, 4.67 Cab-O-Sil EH%",2023-05-09,"PCB print",0,0.0196,0.785,"PCB print",FALSE
"KR_09",NA,"PEGMEA","PEGDA",0.9,0.1,"Cab-O-Sil EH%",4.33,"none",0,"0.9 PEGMEA, 0.1 PEGDA, 4.33 Cab-O-Sil EH%",2023-05-09,"PCB print",0,0.0208,0.834,"PCB print",FALSE
"KR_10",NA,"PEGMEA","PEGDA",0.9,0.1,"Cab-O-Sil EH%",4,"none",0,"0.9 PEGMEA, 0.1 PEGDA, 4 Cab-O-Sil EH%",2023-05-09,"PCB print",0,0.03,1.198,"PCB print",FALSE
"KR_100",1e-04,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",6.43,"LiTFSI",6.43,"0.9 PEGMEA, 0.1 PEGDA, 6.43 Aerosil 90, 6.43 LiTFSI",2023-07-19,"PCB print",0,0.0289,1.158,"PCB print",FALSE
"KR_100",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",6.43,"LiTFSI",6.43,"0.9 PEGMEA, 0.1 PEGDA, 6.43 Aerosil 90, 6.43 LiTFSI",2023-07-19,"PCB print",0,0.0289,1.158,"PCB print",FALSE
"KR_100",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",6.43,"LiTFSI",6.43,"0.9 PEGMEA, 0.1 PEGDA, 6.43 Aerosil 90, 6.43 LiTFSI",2023-07-19,"PCB print",0,0.0289,1.158,"PCB print",FALSE
"KR_101",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",4.29,"LiTFSI",4.29,"0.9 PEGMEA, 0.1 PEGDA, 4.29 Aerosil 90, 4.29 LiTFSI",2023-07-19,"PCB print",0,0.0237,0.9495,"PCB print",FALSE
"KR_101",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",4.29,"LiTFSI",4.29,"0.9 PEGMEA, 0.1 PEGDA, 4.29 Aerosil 90, 4.29 LiTFSI",2023-07-19,"PCB print",0,0.0237,0.9495,"PCB print",FALSE
"KR_101",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",4.29,"LiTFSI",4.29,"0.9 PEGMEA, 0.1 PEGDA, 4.29 Aerosil 90, 4.29 LiTFSI",2023-07-19,"PCB print",0,0.0237,0.9495,"PCB print",FALSE
"KR_102",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",2.14,"LiTFSI",2.14,"0.9 PEGMEA, 0.1 PEGDA, 2.14 Aerosil 90, 2.14 LiTFSI",2023-07-19,"PCB print",0,0.0322,1.2895,"PCB print",FALSE
"KR_102",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",2.14,"LiTFSI",2.14,"0.9 PEGMEA, 0.1 PEGDA, 2.14 Aerosil 90, 2.14 LiTFSI",2023-07-19,"PCB print",0,0.0322,1.2895,"PCB print",FALSE
"KR_102",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",2.14,"LiTFSI",2.14,"0.9 PEGMEA, 0.1 PEGDA, 2.14 Aerosil 90, 2.14 LiTFSI",2023-07-19,"PCB print",0,0.0322,1.2895,"PCB print",FALSE
"KR_103",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 Aerosil 90, 0 LiTFSI",2023-07-19,"PCB print",0,0.0249,0.997,"PCB print",FALSE
"KR_103",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 Aerosil 90, 0 LiTFSI",2023-07-19,"PCB print",0,0.0249,0.997,"PCB print",FALSE
"KR_103",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 Aerosil 90, 0 LiTFSI",2023-07-19,"PCB print",0,0.0249,0.997,"PCB print",FALSE
"KR_104",1e-04,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",15,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 15 Aerosil 90, 15 LiTFSI",2023-07-19,"PCB print",0,0.0352,1.4095,"PCB print",FALSE
"KR_104",1e-04,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",15,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 15 Aerosil 90, 15 LiTFSI",2023-07-19,"PCB print",0,0.0352,1.4095,"PCB print",FALSE
"KR_104",1e-04,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",15,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 15 Aerosil 90, 15 LiTFSI",2023-07-19,"PCB print",0,0.0352,1.4095,"PCB print",FALSE
"KR_105",1e-04,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",12.9,"LiTFSI",12.9,"0.9 PEGMEA, 0.1 PEGDA, 12.9 Aerosil 90, 12.9 LiTFSI",2023-07-19,"PCB print",0,0.0364,1.4555,"PCB print",FALSE
"KR_105",1e-04,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",12.9,"LiTFSI",12.9,"0.9 PEGMEA, 0.1 PEGDA, 12.9 Aerosil 90, 12.9 LiTFSI",2023-07-19,"PCB print",0,0.0364,1.4555,"PCB print",FALSE
"KR_105",1e-04,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",12.9,"LiTFSI",12.9,"0.9 PEGMEA, 0.1 PEGDA, 12.9 Aerosil 90, 12.9 LiTFSI",2023-07-19,"PCB print",0,0.0364,1.4555,"PCB print",FALSE
"KR_106",1e-04,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",10.7,"LiTFSI",10.7,"0.9 PEGMEA, 0.1 PEGDA, 10.7 Aerosil 90, 10.7 LiTFSI",2023-07-19,"PCB print",0,0.0346,1.384,"PCB print",FALSE
"KR_106",1e-04,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",10.7,"LiTFSI",10.7,"0.9 PEGMEA, 0.1 PEGDA, 10.7 Aerosil 90, 10.7 LiTFSI",2023-07-19,"PCB print",0,0.0346,1.384,"PCB print",FALSE
"KR_106",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",10.7,"LiTFSI",10.7,"0.9 PEGMEA, 0.1 PEGDA, 10.7 Aerosil 90, 10.7 LiTFSI",2023-07-19,"PCB print",0,0.0346,1.384,"PCB print",FALSE
"KR_107",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",8.57,"LiTFSI",8.57,"0.9 PEGMEA, 0.1 PEGDA, 8.57 Aerosil 90, 8.57 LiTFSI",2023-07-19,"PCB print",0,0.0209,0.8355,"PCB print",FALSE
"KR_107",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",8.57,"LiTFSI",8.57,"0.9 PEGMEA, 0.1 PEGDA, 8.57 Aerosil 90, 8.57 LiTFSI",2023-07-19,"PCB print",0,0.0209,0.8355,"PCB print",FALSE
"KR_107",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",8.57,"LiTFSI",8.57,"0.9 PEGMEA, 0.1 PEGDA, 8.57 Aerosil 90, 8.57 LiTFSI",2023-07-19,"PCB print",0,0.0209,0.8355,"PCB print",FALSE
"KR_108",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",6.43,"LiTFSI",6.43,"0.9 PEGMEA, 0.1 PEGDA, 6.43 Aerosil 90, 6.43 LiTFSI",2023-07-19,"PCB print",0,0.0323,1.293,"PCB print",FALSE
"KR_108",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",6.43,"LiTFSI",6.43,"0.9 PEGMEA, 0.1 PEGDA, 6.43 Aerosil 90, 6.43 LiTFSI",2023-07-19,"PCB print",0,0.0323,1.293,"PCB print",FALSE
"KR_108",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",6.43,"LiTFSI",6.43,"0.9 PEGMEA, 0.1 PEGDA, 6.43 Aerosil 90, 6.43 LiTFSI",2023-07-19,"PCB print",0,0.0323,1.293,"PCB print",FALSE
"KR_109",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",4.29,"LiTFSI",4.29,"0.9 PEGMEA, 0.1 PEGDA, 4.29 Aerosil 90, 4.29 LiTFSI",2023-07-19,"PCB print",0,0.0412,1.6485,"PCB print",FALSE
"KR_109",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",4.29,"LiTFSI",4.29,"0.9 PEGMEA, 0.1 PEGDA, 4.29 Aerosil 90, 4.29 LiTFSI",2023-07-19,"PCB print",0,0.0412,1.6485,"PCB print",FALSE
"KR_109",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",4.29,"LiTFSI",4.29,"0.9 PEGMEA, 0.1 PEGDA, 4.29 Aerosil 90, 4.29 LiTFSI",2023-07-19,"PCB print",0,0.0412,1.6485,"PCB print",FALSE
"KR_11",NA,"PEGMEA","PEGDA",0.9,0.1,"Cab-O-Sil EH%",3.67,"none",0,"0.9 PEGMEA, 0.1 PEGDA, 3.67 Cab-O-Sil EH%",2023-05-09,"PCB print",0,0.0314,1.257,"PCB print",FALSE
"KR_110",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",2.14,"LiTFSI",2.14,"0.9 PEGMEA, 0.1 PEGDA, 2.14 Aerosil 90, 2.14 LiTFSI",2023-07-19,"PCB print",0,0.0271,1.086,"PCB print",FALSE
"KR_110",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",2.14,"LiTFSI",2.14,"0.9 PEGMEA, 0.1 PEGDA, 2.14 Aerosil 90, 2.14 LiTFSI",2023-07-19,"PCB print",0,0.0271,1.086,"PCB print",FALSE
"KR_110",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",2.14,"LiTFSI",2.14,"0.9 PEGMEA, 0.1 PEGDA, 2.14 Aerosil 90, 2.14 LiTFSI",2023-07-19,"PCB print",0,0.0271,1.086,"PCB print",FALSE
"KR_111",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 Aerosil 90, 0 LiTFSI",2023-07-19,"PCB print",0,0.0203,0.8135,"PCB print",FALSE
"KR_111",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 Aerosil 90, 0 LiTFSI",2023-07-19,"PCB print",0,0.0203,0.8135,"PCB print",FALSE
"KR_111",0,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 90",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 Aerosil 90, 0 LiTFSI",2023-07-19,"PCB print",0,0.0203,0.8135,"PCB print",FALSE
"KR_112",8.1967e-07,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 TiO2, 0 LiTFSI",2023-07-25,"PCB print",0,0.0091,0.365,"PCB print",FALSE
"KR_112",7.5253e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 TiO2, 0 LiTFSI",2023-07-25,"PCB print",0,0.0091,0.365,"PCB print",FALSE
"KR_113",8.6393e-07,"PEGMEA","PEGDA",0.9,0.1,"TiO2",2.14,"LiTFSI",2.14,"0.9 PEGMEA, 0.1 PEGDA, 2.14 TiO2, 2.14 LiTFSI",2023-07-25,"PCB print",0,0.0413,1.651,"PCB print",FALSE
"KR_113",7.2158e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",2.14,"LiTFSI",2.14,"0.9 PEGMEA, 0.1 PEGDA, 2.14 TiO2, 2.14 LiTFSI",2023-07-25,"PCB print",0,0.0413,1.651,"PCB print",FALSE
"KR_114",8.5106e-07,"PEGMEA","PEGDA",0.9,0.1,"TiO2",4.29,"LiTFSI",4.29,"0.9 PEGMEA, 0.1 PEGDA, 4.29 TiO2, 4.29 LiTFSI",2023-07-25,"PCB print",0,0.0233,0.9305,"PCB print",FALSE
"KR_114",7.1441e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",4.29,"LiTFSI",4.29,"0.9 PEGMEA, 0.1 PEGDA, 4.29 TiO2, 4.29 LiTFSI",2023-07-25,"PCB print",0,0.0233,0.9305,"PCB print",FALSE
"KR_115",8.2988e-07,"PEGMEA","PEGDA",0.9,0.1,"TiO2",6.43,"LiTFSI",6.43,"0.9 PEGMEA, 0.1 PEGDA, 6.43 TiO2, 6.43 LiTFSI",2023-07-25,"PCB print",0,0.0455,1.821,"PCB print",FALSE
"KR_115",7.2242e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",6.43,"LiTFSI",6.43,"0.9 PEGMEA, 0.1 PEGDA, 6.43 TiO2, 6.43 LiTFSI",2023-07-25,"PCB print",0,0.0455,1.821,"PCB print",FALSE
"KR_116",8.2136e-07,"PEGMEA","PEGDA",0.9,0.1,"TiO2",8.57,"LiTFSI",8.57,"0.9 PEGMEA, 0.1 PEGDA, 8.57 TiO2, 8.57 LiTFSI",2023-07-25,"PCB print",0,0.0486,1.9435,"PCB print",FALSE
"KR_116",8.128e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",8.57,"LiTFSI",8.57,"0.9 PEGMEA, 0.1 PEGDA, 8.57 TiO2, 8.57 LiTFSI",2023-07-25,"PCB print",0,0.0486,1.9435,"PCB print",FALSE
"KR_117",8.1136e-07,"PEGMEA","PEGDA",0.9,0.1,"TiO2",10.7,"LiTFSI",10.7,"0.9 PEGMEA, 0.1 PEGDA, 10.7 TiO2, 10.7 LiTFSI",2023-07-25,"PCB print",0,0.055,2.198,"PCB print",FALSE
"KR_117",7.1364e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",10.7,"LiTFSI",10.7,"0.9 PEGMEA, 0.1 PEGDA, 10.7 TiO2, 10.7 LiTFSI",2023-07-25,"PCB print",0,0.055,2.198,"PCB print",FALSE
"KR_118",7.4627e-07,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 TiO2, 0 LiTFSI",2023-07-25,"PCB print",0,0.0377,1.5095,"PCB print",FALSE
"KR_118",6.4373e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 TiO2, 0 LiTFSI",2023-07-25,"PCB print",0,0.0377,1.5095,"PCB print",FALSE
"KR_119",2e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",2.14,"LiTFSI",2.14,"0.9 PEGMEA, 0.1 PEGDA, 2.14 TiO2, 2.14 LiTFSI",2023-07-25,"PCB print",0,0.0657,2.627,"PCB print",FALSE
"KR_12",NA,"PEGMEA","PEGDA",0.9,0.1,"Cab-O-Sil EH%",3.33,"none",0,"0.9 PEGMEA, 0.1 PEGDA, 3.33 Cab-O-Sil EH%",2023-05-09,"PCB print",0,0.025,1,"PCB print",FALSE
"KR_120",2e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",4.29,"LiTFSI",4.29,"0.9 PEGMEA, 0.1 PEGDA, 4.29 TiO2, 4.29 LiTFSI",2023-07-25,"PCB print",0,0.0533,2.131,"PCB print",FALSE
"KR_121",3e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",6.43,"LiTFSI",6.43,"0.9 PEGMEA, 0.1 PEGDA, 6.43 TiO2, 6.43 LiTFSI",2023-07-25,"PCB print",0,0.0388,1.55,"PCB print",FALSE
"KR_122",3e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",8.57,"LiTFSI",8.57,"0.9 PEGMEA, 0.1 PEGDA, 8.57 TiO2, 8.57 LiTFSI",2023-07-25,"PCB print",0,0.031,1.239,"PCB print",FALSE
"KR_123",6e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",10.7,"LiTFSI",10.7,"0.9 PEGMEA, 0.1 PEGDA, 10.7 TiO2, 10.7 LiTFSI",2023-07-25,"PCB print",0,0.0562,2.246,"PCB print",FALSE
"KR_124",7e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",12.9,"LiTFSI",12.9,"0.9 PEGMEA, 0.1 PEGDA, 12.9 TiO2, 12.9 LiTFSI",2023-07-25,"PCB print",0,0.0444,1.7775,"PCB print",FALSE
"KR_125",8e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",15,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 15 TiO2, 15 LiTFSI",2023-07-25,"PCB print",0,0.0352,1.4065,"PCB print",FALSE
"KR_126",0,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 0 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0262,1.0485,"PCB print",FALSE
"KR_126",0,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 0 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0262,1.0485,"PCB print",FALSE
"KR_126",2.0212e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 0 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0262,1.0485,"PCB print",FALSE
"KR_127",5e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",3.57,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 3.57 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0604,2.416,"PCB print",FALSE
"KR_127",5e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",3.57,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 3.57 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0604,2.416,"PCB print",FALSE
"KR_127",5e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",3.57,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 3.57 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0604,2.416,"PCB print",FALSE
"KR_128",5e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",7.14,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 7.14 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0647,2.5885,"PCB print",FALSE
"KR_128",4.1459e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",7.14,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 7.14 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0647,2.5885,"PCB print",FALSE
"KR_128",5e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",7.14,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 7.14 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0647,2.5885,"PCB print",FALSE
"KR_129",5e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",10.7,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 10.7 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0736,2.944,"PCB print",FALSE
"KR_129",6e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",10.7,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 10.7 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0736,2.944,"PCB print",FALSE
"KR_129",7e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",10.7,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 10.7 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0736,2.944,"PCB print",FALSE
"KR_13",NA,"PEGMEA","PEGDA",0.9,0.1,"Cab-O-Sil EH%",3,"none",0,"0.9 PEGMEA, 0.1 PEGDA, 3 Cab-O-Sil EH%",2023-05-09,"PCB print",0,0.0234,0.936,"PCB print",FALSE
"KR_130",3e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",14.3,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 14.3 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0377,1.5075,"PCB print",FALSE
"KR_130",2e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",14.3,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 14.3 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0377,1.5075,"PCB print",FALSE
"KR_130",2e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",14.3,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 14.3 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0377,1.5075,"PCB print",FALSE
"KR_131",1e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",17.9,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 17.9 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0349,1.3965,"PCB print",FALSE
"KR_131",5e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",17.9,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 17.9 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0349,1.3965,"PCB print",FALSE
"KR_131",6e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",17.9,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 17.9 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0349,1.3965,"PCB print",FALSE
"KR_132",3e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",21.4,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 21.4 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0712,2.846,"PCB print",FALSE
"KR_132",3e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",21.4,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 21.4 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0712,2.846,"PCB print",FALSE
"KR_132",3e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",21.4,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 21.4 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0712,2.846,"PCB print",FALSE
"KR_133",2.0833e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",25,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 25 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0534,2.136,"PCB print",FALSE
"KR_133",1e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",25,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 25 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0534,2.136,"PCB print",FALSE
"KR_133",1e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",25,"LiTFSI",15,"0.9 PEGMEA, 0.1 PEGDA, 25 TiO2, 15 LiTFSI",2023-08-04,"PCB print",0,0.0534,2.136,"PCB print",FALSE
"KR_134",5.4381e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA TiO2, NA LiTFSI",2023-04-05,"coin cell",0,1.77,0.11,"Coin cell",FALSE
"KR_135",4.117e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA TiO2, NA LiTFSI",2023-04-05,"coin cell",0,1.77,0.11,"Coin cell",FALSE
"KR_136",8.711e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA TiO2, NA LiTFSI",2023-04-05,"coin cell",0,1.77,0.112,"Coin cell",FALSE
"KR_137",0,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA TiO2, NA LiTFSI",2023-04-05,"coin cell",0,1.77,0.112,"Coin cell",FALSE
"KR_138",1e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA TiO2, NA LiTFSI",2023-04-05,"coin cell",0,1.77,0.119,"Coin cell",FALSE
"KR_139",1e-04,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA TiO2, NA LiTFSI",2023-04-05,"coin cell",0,1.77,0.119,"Coin cell",FALSE
"KR_14",NA,"PEGMEA","PEGDA",0.9,0.1,"Cab-O-Sil EH%",2.67,"none",0,"0.9 PEGMEA, 0.1 PEGDA, 2.67 Cab-O-Sil EH%",2023-05-09,"PCB print",0,0.0254,1.018,"PCB print",FALSE
"KR_140",0,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA TiO2, NA LiTFSI",2023-04-05,"coin cell",0,1.77,0.115,"Coin cell",FALSE
"KR_141",8.5813e-06,"PEGMEA","PEGDA",0.9,0.1,"TiO2",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, NA TiO2, NA LiTFSI",2023-04-05,"coin cell",0,1.77,0.115,"Coin cell",FALSE
