"sample_ID","ionic_conductivity_final","fcomp_mat1","fcomp_mat2","fcomp_mat1_ratio","fcomp_mat2_ratio","fcomp_additive","fcomp_additive_wt_pct","fcomp_salt","fcomp_salt_wt_pct","fcomp_formulation","date_casted","cast_type","fab_method","area_cm2","spe_thickness_avg","print_type","flag_for_removal"
"SS_356",1.2187e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.205,"Coin cell",FALSE
"SS_357",7.5472e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.28,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_357",4.3057e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.28,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_357",2.7211e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.28,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_357",8.2851e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.28,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_357",8.1753e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.28,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_357",8.1166e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.28,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_358",1.4493e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.2,"Coin cell",FALSE
"SS_358",2.2727e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.2,"Coin cell",FALSE
"SS_358",1.4925e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.2,"Coin cell",FALSE
"SS_358",6.3194e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.2,"Coin cell",FALSE
"SS_358",6.301e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.2,"Coin cell",FALSE
"SS_358",6.2904e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.2,"Coin cell",FALSE
"SS_359",8.9485e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.199,"Coin cell",FALSE
"SS_359",8.9087e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.199,"Coin cell",FALSE
"SS_359",9.2807e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.199,"Coin cell",FALSE
"SS_359",1.9906e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.199,"Coin cell",FALSE
"SS_359",1.9918e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.199,"Coin cell",FALSE
"SS_359",1.9718e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.199,"Coin cell",FALSE
"SS_36",2.5974e-06,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.29,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 10 LiTFSI",2023-11-16,"PCB print",2,0.028,1.7867,"PCB print",FALSE
"SS_360",3.8835e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.198,"Coin cell",FALSE
"SS_360",7.3394e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.198,"Coin cell",FALSE
"SS_360",1.6194e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.198,"Coin cell",FALSE
"SS_360",2.8968e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.198,"Coin cell",FALSE
"SS_360",2.8414e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.198,"Coin cell",FALSE
"SS_360",2.8204e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.198,"Coin cell",FALSE
"SS_361",1.7937e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.8,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.205,"Coin cell",FALSE
"SS_361",1.8433e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.8,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.205,"Coin cell",FALSE
"SS_361",1.8957e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.8,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.205,"Coin cell",FALSE
"SS_361",5.1052e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.8,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.205,"Coin cell",FALSE
"SS_361",4.9552e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.8,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.205,"Coin cell",FALSE
"SS_361",4.9483e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.8,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.205,"Coin cell",FALSE
"SS_362",1.4134e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.203,"Coin cell",FALSE
"SS_362",9.4118e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.203,"Coin cell",FALSE
"SS_362",1.6194e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.203,"Coin cell",FALSE
"SS_362",2.6602e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.203,"Coin cell",FALSE
"SS_362",2.5847e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.203,"Coin cell",FALSE
"SS_362",2.5514e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.203,"Coin cell",FALSE
"SS_363",3.3898e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.56,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.197,"Coin cell",FALSE
"SS_363",6.0514e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.56,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.197,"Coin cell",FALSE
"SS_363",2.8369e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.56,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.197,"Coin cell",FALSE
"SS_363",5.7042e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.56,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.197,"Coin cell",FALSE
"SS_363",5.6959e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.56,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.197,"Coin cell",FALSE
"SS_363",5.671e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.56,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.197,"Coin cell",FALSE
"SS_364",5.1746e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.22,"Coin cell",FALSE
"SS_364",6.0241e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.22,"Coin cell",FALSE
"SS_364",1.5094e-07,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.22,"Coin cell",FALSE
"SS_364",1.4278e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.22,"Coin cell",FALSE
"SS_364",1.396e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.22,"Coin cell",FALSE
"SS_364",1.3823e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.22,"Coin cell",FALSE
"SS_365",3.7736e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.28,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.235,"Coin cell",FALSE
"SS_365",3.3613e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.28,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.235,"Coin cell",FALSE
"SS_365",6.079e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.28,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.235,"Coin cell",FALSE
"SS_365",1.1207e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.28,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.235,"Coin cell",FALSE
"SS_365",1.0816e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.28,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.235,"Coin cell",FALSE
"SS_365",1.0692e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",4.28,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 4.29 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.235,"Coin cell",FALSE
"SS_366",2.5157e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.198,"Coin cell",FALSE
"SS_366",2.8777e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.198,"Coin cell",FALSE
"SS_366",2.4096e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.198,"Coin cell",FALSE
"SS_366",6.6922e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.198,"Coin cell",FALSE
"SS_366",6.5336e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.198,"Coin cell",FALSE
"SS_366",6.4822e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.198,"Coin cell",FALSE
"SS_367",3.4188e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.21,"Coin cell",FALSE
"SS_367",2.6144e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.21,"Coin cell",FALSE
"SS_367",3.3613e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.21,"Coin cell",FALSE
"SS_367",8.6771e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.21,"Coin cell",FALSE
"SS_367",8.4936e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.21,"Coin cell",FALSE
"SS_367",8.42e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",0,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 0 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.21,"Coin cell",FALSE
"SS_368",3.4188e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.2,"Coin cell",FALSE
"SS_368",4.2918e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.2,"Coin cell",FALSE
"SS_368",5.9613e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.2,"Coin cell",FALSE
"SS_368",7.754e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.2,"Coin cell",FALSE
"SS_368",7.6068e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.2,"Coin cell",FALSE
"SS_368",7.5392e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",15,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 15 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.2,"Coin cell",FALSE
"SS_369",3.6036e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.8,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.201,"Coin cell",FALSE
"SS_369",6.0332e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.8,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.201,"Coin cell",FALSE
"SS_369",3.3613e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.8,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.201,"Coin cell",FALSE
"SS_369",9.2972e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.8,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.201,"Coin cell",FALSE
"SS_369",9.3822e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.8,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.201,"Coin cell",FALSE
"SS_369",9.5766e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",12.8,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 12.8 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.201,"Coin cell",FALSE
"SS_37",1e-04,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",2.14,"LiTFSI",10,"0.9 PEGMEA, 0.1 PEGDA, 2.14 aerosil 380, 10 LiTFSI",2023-11-16,"PCB print",2,0.028,1.29,"PCB print",FALSE
"SS_370",3.7037e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_370",3.5088e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_370",6.6667e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_370",1.1158e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_370",1.0611e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_370",1.043e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",10.7,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 10.7 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_371",7.2993e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.56,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.205,"Coin cell",FALSE
"SS_371",7.0175e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.56,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.205,"Coin cell",FALSE
"SS_371",6.734e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.56,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.205,"Coin cell",FALSE
"SS_371",1.8979e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.56,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.205,"Coin cell",FALSE
"SS_371",1.8596e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.56,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.205,"Coin cell",FALSE
"SS_371",1.8435e-09,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",8.56,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 8.56 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.205,"Coin cell",FALSE
"SS_372",1.9417e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_372",1.8605e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_372",1.8265e-08,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_372",5.8008e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_372",5.6828e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
"SS_372",5.6038e-10,"PEGMEA","PEGDA",0.9,0.1,"Aerosil 380",6.42,"LiTFSI",0,"0.9 PEGMEA, 0.1 PEGDA, 6.42 aerosil 380, 0 LiTFSI",2024-08-20,"Coin cell",2,1.89,0.23,"Coin cell",FALSE
