top_percent,AF_low,AF_high
0.0,,
0.002,,
0.004,0.07998720204767237,0.07998720204767237
0.006,0.11997120691034152,0.11997120691034152
0.008,0.1599488163787588,0.1599488163787588
0.01,0.1999200319872051,0.1999200319872051
0.012,0.23988485526947065,0.23988485526947065
0.013999999999999999,0.27984328775885503,0.27984328775885503
0.016,0.3197953309881676,0.3197953309881676
0.018,0.3597409864897274,0.3597409864897274
0.019999999999999997,0.3996802557953637,0.3996802557953637
0.022,0.439613140436416,0.439613140436416
0.024,0.479539641943734,0.479539641943734
0.026000000000000002,0.5194597618476784,0.5194597618476784
0.028000000000000004,0.5593735016781205,0.5593735016781205
0.030000000000000006,0.5992808629644426,0.5992808629644426
0.03200000000000001,0.6391818472355385,0.6391818472355385
0.03400000000000001,0.679076456019813,0.679076456019813
0.03600000000000001,0.7189646908451829,0.7189646908451829
0.03800000000000001,0.7588465532390766,0.7588465532390766
0.04000000000000001,0.7987220447284346,0.7987220447284346
0.04200000000000001,0.8385911668397092,0.8385911668397092
0.04400000000000001,0.878453921098866,0.878453921098866
0.04600000000000001,0.9183103090313823,0.9183103090313823
0.048000000000000015,0.9581603321622485,0.9581603321622485
0.05000000000000002,0.998003992015968,0.998003992015968
0.05200000000000002,1.0378412901165577,1.0378412901165577
0.05400000000000002,1.077672227987547,1.077672227987547
0.05600000000000002,1.1174968071519795,1.1174968071519795
0.058000000000000024,1.1573150291324128,1.1573150291324128
0.060000000000000026,1.1971268954509178,1.1971268954509178
0.06200000000000003,1.2369324076290797,1.2369324076290797
0.06400000000000003,1.2767315671879986,1.2767315671879986
0.06600000000000003,1.3165243756482885,1.3165243756482885
0.06800000000000003,1.356310834530078,1.356310834530078
0.07000000000000003,1.3960909453530115,1.3960909453530115
0.07200000000000004,1.4358647096362476,1.4358647096362476
0.07400000000000004,1.4756321288984604,1.4756321288984604
0.07600000000000004,1.5153932046578402,1.5153932046578402
0.07800000000000004,1.5551479384320919,1.5551479384320919
0.08000000000000003,1.594896331738437,1.594896331738437
0.08200000000000003,1.634638386093613,1.634638386093613
0.08400000000000002,1.6743741030138735,1.6743741030138735
0.08600000000000002,1.7141034840149885,1.7141034840149885
0.08800000000000001,1.753826530612245,1.753826530612245
0.09,1.7935432443204464,1.7935432443204464
0.092,1.8332536266539137,1.8332536266539137
0.09399999999999999,1.8729576791264844,1.8729576791264844
0.09599999999999997,1.9126554032515142,1.9126554032515142
0.09799999999999998,1.9523468005418758,1.9523468005418758
0.09999999999999996,1.99203187250996,1.99203187250996
0.10199999999999995,2.031710620667676,2.031710620667676
0.10399999999999995,2.0713830465264502,2.0713830465264502
0.10599999999999994,2.1110491515972276,2.1110491515972276
0.10799999999999993,2.150708937390473,2.150708937390473
0.10999999999999993,2.190362405416169,2.190362405416169
0.11199999999999992,2.2300095571838168,2.2300095571838168
0.11399999999999992,2.269650394202437,2.269650394202437
0.11599999999999991,2.30928491798057,2.30928491798057
0.1179999999999999,2.348913130026276,2.348913130026276
0.1199999999999999,2.3885350318471334,2.3885350318471334
0.12199999999999989,2.4281506249502427,2.4281506249502427
0.12399999999999987,2.4677599108422226,2.4677599108422226
0.12599999999999986,2.5073628910292127,2.5073628910292127
0.12799999999999986,2.5469595670168736,2.5469595670168736
0.12999999999999987,2.586549940310386,2.586549940310386
0.13199999999999984,2.6261340124144517,2.6261340124144517
0.13399999999999984,2.6657117848332934,2.6657117848332934
0.13599999999999984,2.7052832590706557,2.7052832590706557
0.13799999999999982,2.7448484366298036,2.7448484366298036
0.13999999999999982,2.7844073190135243,2.7844073190135243
0.14199999999999982,2.823959907724127,2.823959907724127
0.1439999999999998,2.8635062042634427,2.8635062042634427
0.1459999999999998,2.9030462101328243,2.9030462101328243
0.1479999999999998,2.942579926833148,2.942579926833148
0.1499999999999998,2.9821073558648115,2.9821073558648115
0.15199999999999977,3.0216284987277353,3.0216284987277353
0.15399999999999978,3.0611433569213644,3.0611433569213644
0.15599999999999978,3.1006519319446655,3.1006519319446655
0.15799999999999975,3.1401542252961283,3.1401542252961283
0.15999999999999975,3.179650238473768,3.179650238473768
0.16199999999999976,3.2191399729751216,3.2191399729751216
0.16399999999999973,3.25862343029725,3.25862343029725
0.16599999999999973,3.29810061193674,3.29810061193674
0.16799999999999973,3.337571519389701,3.337571519389701
0.1699999999999997,3.377036154151768,3.377036154151768
0.1719999999999997,3.416494517718099,3.416494517718099
0.1739999999999997,3.45594661158338,3.45594661158338
0.17599999999999968,3.4953924372418177,3.4953924372418177
0.1779999999999997,3.5348319961871475,3.5348319961871475
0.1799999999999997,3.574265289912629,3.574265289912629
0.18199999999999966,3.613692319911048,3.613692319911048
0.18399999999999966,3.653113087674714,3.653113087674714
0.18599999999999967,3.692527594695466,3.692527594695466
0.18799999999999964,3.731935842464666,3.731935842464666
0.18999999999999964,3.7713378324732036,3.7713378324732036
