Filename	10-23-23-pegda-pegmea-0a380-0litfsi
Instrument name	DSC2A-01583 (172.23.160.11)
Operator	JJS
rundate	10/7/2024
Sample name	10-23-23-pegda-pegmea-0a380-0litfsi
proceduresegments	Ramp 5.00 °C/min to 120.00 °C; Ramp 5.00 °C/min to -100.00 °C; Ramp 5.00 °C/min to 120.00 °C; Ramp 5.00 °C/min to -100.00 °C; Ramp 5.00 °C/min to 120.00 °C
[step]
Ramp 5.00 °C/min to -100.00 °C
Time	Temperature	Heat Flow (Normalized)
167.82	-16.55	-0.176	-2.274
167.82	-16.51	-0.176	-2.274
167.83	-16.49	-0.176	-2.274
167.83	-16.49	-0.176	-2.274
167.83	-16.48	-0.176	-2.274
167.83	-16.47	-0.176	-2.274
167.83	-16.50	-0.176	-2.274
167.82	-16.51	-0.176	-2.274
167.83	-16.49	-0.176	-2.274
167.83	-16.49	-0.176	-2.274
167.83	-16.48	-0.176	-2.274
167.83	-16.47	-0.176	-2.274
167.83	-16.50	-0.176	-2.274
167.83	-16.46	-0.176	-2.274
167.84	-16.44	-0.176	-2.274
167.84	-16.44	-0.176	-2.274
167.84	-16.43	-0.176	-2.274
167.84	-16.42	-0.176	-2.274
167.83	-16.45	-0.176	-2.274
167.83	-16.46	-0.176	-2.274
167.84	-16.44	-0.176	-2.274
167.84	-16.44	-0.176	-2.274
167.84	-16.43	-0.176	-2.274
167.84	-16.42	-0.176	-2.274
167.84	-16.41	-0.176	-2.274
167.83	-16.45	-0.176	-2.274
167.84	-16.41	-0.176	-2.274
167.85	-16.40	-0.176	-2.274
167.85	-16.39	-0.176	-2.274
167.85	-16.38	-0.176	-2.274
167.85	-16.40	-0.176	-2.274
167.85	-16.40	-0.176	-2.274
167.85	-16.39	-0.176	-2.274
167.85	-16.38	-0.176	-2.274
167.85	-16.37	-0.176	-2.274
167.85	-16.40	-0.176	-2.274
167.85	-16.37	-0.176	-2.274
167.85	-16.35	-0.176	-2.274
167.86	-16.35	-0.176	-2.274
167.86	-16.34	-0.176	-2.274
167.86	-16.33	-0.176	-2.274
167.86	-16.32	-0.176	-2.274
167.85	-16.36	-0.176	-2.274
167.85	-16.36	-0.176	-2.274
167.86	-16.35	-0.176	-2.274
167.86	-16.34	-0.176	-2.274
167.86	-16.33	-0.176	-2.274
167.86	-16.32	-0.176	-2.274
167.86	-16.31	-0.176	-2.274
167.85	-16.35	-0.176	-2.274
167.87	-16.30	-0.176	-2.274
167.87	-16.30	-0.176	-2.274
167.87	-16.29	-0.176	-2.274
167.87	-16.28	-0.176	-2.274
167.87	-16.27	-0.176	-2.274
167.87	-16.26	-0.176	-2.274
167.86	-16.31	-0.176	-2.274
167.87	-16.30	-0.176	-2.274
167.87	-16.29	-0.176	-2.274
167.87	-16.28	-0.176	-2.274
167.87	-16.27	-0.176	-2.274
167.87	-16.26	-0.176	-2.274
167.88	-16.25	-0.176	-2.274
167.87	-16.30	-0.176	-2.274
167.88	-16.25	-0.176	-2.274
167.88	-16.24	-0.176	-2.274
167.88	-16.23	-0.176	-2.274
167.88	-16.22	-0.176	-2.274
167.88	-16.21	-0.176	-2.274
167.88	-16.20	-0.176	-2.274
167.89	-16.20	-0.176	-2.274
167.88	-16.25	-0.176	-2.274
167.88	-16.24	-0.176	-2.274
167.88	-16.23	-0.176	-2.274
167.88	-16.22	-0.176	-2.274
167.88	-16.21	-0.176	-2.274
167.88	-16.20	-0.176	-2.274
167.89	-16.20	-0.176	-2.274
167.88	-16.25	-0.176	-2.274
167.89	-16.19	-0.176	-2.274
167.89	-16.17	-0.176	-2.274
167.89	-16.16	-0.176	-2.274
167.90	-16.15	-0.176	-2.274
167.90	-16.14	-0.176	-2.274
167.90	-16.14	-0.176	-2.274
167.90	-16.13	-0.176	-2.274
167.90	-16.12	-0.176	-2.274
167.90	-16.11	-0.176	-2.274
167.90	-16.10	-0.176	-2.274
167.91	-16.09	-0.176	-2.274
167.91	-16.09	-0.176	-2.274
167.89	-16.18	-0.176	-2.274
167.89	-16.19	-0.176	-2.274
167.89	-16.17	-0.176	-2.274
167.89	-16.16	-0.176	-2.274
167.90	-16.15	-0.176	-2.274
167.90	-16.14	-0.176	-2.274
167.90	-16.14	-0.176	-2.274
167.90	-16.13	-0.176	-2.274
167.90	-16.12	-0.176	-2.274
167.90	-16.11	-0.176	-2.274
167.90	-16.10	-0.176	-2.274
167.91	-16.09	-0.176	-2.274
167.91	-16.09	-0.176	-2.274
167.91	-16.08	-0.176	-2.274
167.89	-16.18	-0.176	-2.274
167.91	-16.08	-0.176	-2.274
167.91	-16.06	-0.176	-2.274
167.92	-16.05	-0.176	-2.274
167.92	-16.04	-0.176	-2.274
167.92	-16.04	-0.176	-2.274
167.92	-16.03	-0.176	-2.274
167.92	-16.02	-0.176	-2.274
167.91	-16.07	-0.176	-2.274
167.91	-16.07	-0.176	-2.274
167.92	-16.05	-0.176	-2.274
167.92	-16.04	-0.176	-2.274
167.92	-16.04	-0.176	-2.274
167.92	-16.03	-0.176	-2.274
167.92	-16.02	-0.176	-2.274
167.92	-16.01	-0.176	-2.274
167.91	-16.06	-0.176	-2.274
167.92	-16.01	-0.176	-2.274
167.93	-15.99	-0.176	-2.274
167.93	-15.99	-0.176	-2.274
167.93	-15.98	-0.176	-2.274
167.93	-15.97	-0.176	-2.274
167.93	-15.96	-0.176	-2.274
167.93	-16.00	-0.176	-2.274
167.93	-16.00	-0.176	-2.274
167.93	-15.99	-0.176	-2.274
167.93	-15.98	-0.176	-2.274
167.93	-15.97	-0.176	-2.274
167.93	-15.96	-0.176	-2.274
167.93	-15.95	-0.176	-2.274
167.93	-15.99	-0.176	-2.274
167.93	-15.95	-0.176	-2.274
167.94	-15.94	-0.176	-2.274
167.94	-15.93	-0.176	-2.274
167.94	-15.92	-0.176	-2.274
167.94	-15.91	-0.176	-2.274
167.95	-15.90	-0.176	-2.274
167.94	-15.94	-0.176	-2.274
167.94	-15.94	-0.176	-2.274
167.94	-15.93	-0.176	-2.274
167.94	-15.92	-0.176	-2.274
167.94	-15.91	-0.176	-2.274
167.95	-15.90	-0.176	-2.274
167.95	-15.90	-0.176	-2.274
167.94	-15.94	-0.176	-2.274
167.95	-15.90	-0.176	-2.274
167.95	-15.88	-0.176	-2.274
167.95	-15.87	-0.176	-2.274
167.95	-15.86	-0.176	-2.274
167.95	-15.85	-0.176	-2.274
167.95	-15.89	-0.176	-2.274
167.95	-15.89	-0.176	-2.274
167.95	-15.87	-0.176	-2.274
167.95	-15.86	-0.176	-2.274
167.95	-15.85	-0.176	-2.274
167.96	-15.84	-0.176	-2.274
167.95	-15.88	-0.176	-2.274
167.96	-15.84	-0.176	-2.274
167.96	-15.83	-0.176	-2.274
167.96	-15.82	-0.176	-2.274
167.96	-15.81	-0.176	-2.274
167.97	-15.80	-0.176	-2.274
167.97	-15.79	-0.176	-2.274
167.96	-15.84	-0.176	-2.274
167.96	-15.83	-0.176	-2.274
167.96	-15.82	-0.176	-2.274
167.96	-15.81	-0.176	-2.274
167.97	-15.80	-0.176	-2.274
167.97	-15.79	-0.176	-2.274
167.97	-15.79	-0.176	-2.274
167.96	-15.84	-0.176	-2.274
167.97	-15.79	-0.176	-2.274
167.97	-15.77	-0.176	-2.274
167.97	-15.76	-0.176	-2.274
167.98	-15.75	-0.176	-2.274
167.97	-15.78	-0.176	-2.274
167.97	-15.78	-0.176	-2.274
167.97	-15.76	-0.176	-2.274
167.98	-15.75	-0.176	-2.274
167.98	-15.74	-0.176	-2.274
167.98	-15.74	-0.176	-2.274
167.97	-15.77	-0.176	-2.274
167.98	-15.74	-0.176	-2.274
167.98	-15.73	-0.176	-2.274
167.98	-15.72	-0.176	-2.274
167.98	-15.71	-0.176	-2.274
167.98	-15.70	-0.176	-2.274
167.98	-15.74	-0.176	-2.274
167.98	-15.73	-0.176	-2.274
167.98	-15.71	-0.176	-2.274
167.98	-15.70	-0.176	-2.274
167.99	-15.69	-0.176	-2.274
167.99	-15.69	-0.176	-2.274
167.99	-15.68	-0.176	-2.274
167.99	-15.67	-0.176	-2.274
167.98	-15.72	-0.176	-2.274
167.99	-15.69	-0.176	-2.274
167.99	-15.68	-0.176	-2.274
167.99	-15.67	-0.176	-2.274
167.99	-15.66	-0.176	-2.274
168.00	-15.65	-0.176	-2.274
167.99	-15.69	-0.176	-2.274
167.99	-15.66	-0.176	-2.274
168.00	-15.64	-0.176	-2.274
168.00	-15.64	-0.176	-2.274
168.00	-15.63	-0.176	-2.274
168.00	-15.62	-0.176	-2.274
168.00	-15.61	-0.176	-2.274
168.00	-15.65	-0.176	-2.274
168.00	-15.64	-0.176	-2.274
168.00	-15.63	-0.176	-2.274
168.00	-15.62	-0.176	-2.274
168.00	-15.61	-0.176	-2.274
168.00	-15.60	-0.176	-2.274
168.01	-15.59	-0.176	-2.274
168.00	-15.64	-0.176	-2.274
168.00	-15.60	-0.176	-2.274
168.01	-15.59	-0.176	-2.274
168.01	-15.58	-0.176	-2.274
168.01	-15.57	-0.176	-2.274
168.01	-15.56	-0.176	-2.274
168.02	-15.55	-0.176	-2.274
168.01	-15.59	-0.176	-2.274
168.01	-15.59	-0.176	-2.274
168.01	-15.57	-0.176	-2.274
168.01	-15.56	-0.176	-2.274
168.02	-15.55	-0.176	-2.274
168.02	-15.54	-0.176	-2.274
168.01	-15.58	-0.176	-2.274
168.02	-15.54	-0.176	-2.274
168.02	-15.53	-0.176	-2.273
168.02	-15.52	-0.176	-2.273
168.02	-15.51	-0.176	-2.273
168.03	-15.50	-0.176	-2.273
168.02	-15.54	-0.176	-2.274
168.02	-15.54	-0.176	-2.274
168.02	-15.52	-0.176	-2.273
168.02	-15.51	-0.176	-2.273
168.03	-15.50	-0.176	-2.273
168.02	-15.53	-0.176	-2.273
168.03	-15.49	-0.176	-2.273
168.03	-15.48	-0.176	-2.273
168.03	-15.47	-0.176	-2.273
168.03	-15.46	-0.176	-2.273
168.03	-15.45	-0.176	-2.273
168.04	-15.44	-0.176	-2.273
168.03	-15.49	-0.176	-2.273
168.03	-15.49	-0.176	-2.273
168.03	-15.48	-0.176	-2.273
168.03	-15.47	-0.176	-2.273
168.03	-15.46	-0.176	-2.273
168.03	-15.45	-0.176	-2.273
168.04	-15.44	-0.176	-2.273
168.03	-15.49	-0.176	-2.273
168.04	-15.44	-0.176	-2.273
168.04	-15.42	-0.176	-2.273
168.04	-15.41	-0.176	-2.273
168.05	-15.40	-0.176	-2.273
168.04	-15.43	-0.176	-2.273
168.04	-15.44	-0.176	-2.273
168.04	-15.42	-0.176	-2.273
168.04	-15.41	-0.176	-2.273
168.05	-15.40	-0.176	-2.273
168.04	-15.43	-0.176	-2.273
168.05	-15.40	-0.176	-2.273
168.05	-15.38	-0.176	-2.273
168.05	-15.37	-0.176	-2.273
168.05	-15.36	-0.176	-2.273
168.05	-15.35	-0.176	-2.273
168.06	-15.35	-0.176	-2.273
168.06	-15.34	-0.176	-2.273
168.06	-15.33	-0.176	-2.273
168.05	-15.39	-0.176	-2.273
168.05	-15.40	-0.176	-2.273
168.05	-15.38	-0.176	-2.273
168.05	-15.37	-0.176	-2.273
168.05	-15.36	-0.176	-2.273
168.05	-15.35	-0.176	-2.273
168.06	-15.35	-0.176	-2.273
168.06	-15.34	-0.176	-2.273
168.06	-15.33	-0.176	-2.273
168.05	-15.39	-0.176	-2.273
168.06	-15.32	-0.176	-2.273
168.07	-15.30	-0.176	-2.273
168.07	-15.29	-0.176	-2.273
168.07	-15.29	-0.176	-2.273
168.07	-15.28	-0.176	-2.273
168.07	-15.27	-0.176	-2.273
168.07	-15.26	-0.176	-2.273
168.08	-15.25	-0.176	-2.273
168.08	-15.24	-0.176	-2.273
168.08	-15.23	-0.176	-2.273
168.06	-15.31	-0.176	-2.273
168.06	-15.32	-0.176	-2.273
168.07	-15.30	-0.176	-2.273
168.07	-15.29	-0.176	-2.273
168.07	-15.29	-0.176	-2.273
168.07	-15.28	-0.176	-2.273
168.07	-15.27	-0.176	-2.273
168.07	-15.26	-0.176	-2.273
168.08	-15.25	-0.176	-2.273
168.08	-15.24	-0.176	-2.273
168.08	-15.23	-0.176	-2.273
168.08	-15.23	-0.176	-2.273
168.06	-15.31	-0.176	-2.273
168.08	-15.23	-0.176	-2.273
168.08	-15.21	-0.176	-2.273
168.08	-15.20	-0.176	-2.273
168.09	-15.19	-0.176	-2.273
168.09	-15.19	-0.176	-2.273
168.08	-15.22	-0.176	-2.273
168.08	-15.22	-0.176	-2.273
168.08	-15.20	-0.176	-2.273
168.09	-15.19	-0.176	-2.273
168.09	-15.19	-0.176	-2.273
168.09	-15.18	-0.176	-2.273
168.08	-15.21	-0.176	-2.273
168.09	-15.18	-0.176	-2.273
168.09	-15.16	-0.176	-2.273
168.10	-15.15	-0.176	-2.273
168.10	-15.14	-0.176	-2.273
168.10	-15.13	-0.176	-2.273
168.10	-15.13	-0.176	-2.273
168.09	-15.17	-0.176	-2.273
168.09	-15.16	-0.176	-2.273
168.10	-15.15	-0.176	-2.273
168.10	-15.14	-0.176	-2.273
168.10	-15.13	-0.176	-2.273
168.10	-15.13	-0.176	-2.273
168.10	-15.12	-0.176	-2.273
168.09	-15.17	-0.176	-2.273
168.10	-15.12	-0.176	-2.273
168.10	-15.10	-0.176	-2.273
168.11	-15.09	-0.176	-2.273
168.11	-15.09	-0.176	-2.273
168.11	-15.08	-0.176	-2.273
168.10	-15.11	-0.176	-2.273
168.10	-15.11	-0.176	-2.273
168.11	-15.09	-0.176	-2.273
168.11	-15.09	-0.176	-2.273
168.11	-15.08	-0.176	-2.273
168.11	-15.07	-0.176	-2.273
168.10	-15.10	-0.176	-2.273
168.11	-15.07	-0.176	-2.273
168.12	-15.05	-0.176	-2.273
168.12	-15.04	-0.176	-2.273
168.11	-15.06	-0.176	-2.273
168.11	-15.06	-0.176	-2.273
168.12	-15.04	-0.176	-2.273
168.12	-15.03	-0.176	-2.273
168.12	-15.05	-0.176	-2.273
168.12	-15.03	-0.176	-2.273
168.12	-15.02	-0.176	-2.273
168.12	-15.01	-0.176	-2.273
168.13	-15.00	-0.176	-2.273
168.13	-14.99	-0.176	-2.273
168.12	-15.03	-0.176	-2.273
168.12	-15.03	-0.176	-2.273
168.12	-15.01	-0.176	-2.273
168.13	-15.00	-0.176	-2.273
168.13	-14.99	-0.176	-2.273
168.13	-14.98	-0.176	-2.273
168.12	-15.02	-0.176	-2.273
168.13	-14.98	-0.176	-2.273
168.13	-14.97	-0.176	-2.273
168.13	-14.96	-0.176	-2.273
168.13	-14.95	-0.176	-2.273
168.14	-14.94	-0.176	-2.273
168.14	-14.94	-0.176	-2.273
168.13	-14.98	-0.176	-2.273
168.13	-14.98	-0.176	-2.273
168.13	-14.96	-0.176	-2.273
168.13	-14.95	-0.176	-2.273
168.14	-14.94	-0.176	-2.273
168.14	-14.94	-0.176	-2.273
168.14	-14.93	-0.176	-2.273
168.13	-14.97	-0.176	-2.273
168.14	-14.93	-0.176	-2.273
168.14	-14.91	-0.176	-2.273
168.15	-14.90	-0.176	-2.273
168.15	-14.89	-0.176	-2.273
168.15	-14.88	-0.176	-2.273
168.15	-14.88	-0.176	-2.273
168.15	-14.87	-0.176	-2.273
168.14	-14.92	-0.176	-2.273
168.14	-14.92	-0.176	-2.273
168.15	-14.90	-0.176	-2.273
168.15	-14.89	-0.176	-2.273
168.15	-14.88	-0.176	-2.273
168.15	-14.88	-0.176	-2.273
168.15	-14.87	-0.176	-2.273
168.15	-14.86	-0.176	-2.273
168.14	-14.91	-0.176	-2.273
168.15	-14.86	-0.176	-2.273
168.16	-14.84	-0.176	-2.273
168.16	-14.84	-0.176	-2.273
168.16	-14.83	-0.176	-2.273
168.16	-14.82	-0.176	-2.273
168.16	-14.81	-0.176	-2.273
168.17	-14.80	-0.176	-2.273
168.15	-14.85	-0.176	-2.273
168.15	-14.85	-0.176	-2.273
168.16	-14.84	-0.176	-2.273
168.16	-14.83	-0.176	-2.273
168.16	-14.82	-0.176	-2.273
168.16	-14.81	-0.176	-2.273
168.17	-14.80	-0.176	-2.273
168.16	-14.84	-0.176	-2.273
168.17	-14.79	-0.176	-2.273
168.17	-14.78	-0.176	-2.273
168.17	-14.77	-0.176	-2.273
168.17	-14.76	-0.176	-2.273
168.17	-14.79	-0.176	-2.273
168.17	-14.79	-0.176	-2.273
168.17	-14.78	-0.176	-2.273
168.17	-14.77	-0.176	-2.273
168.17	-14.76	-0.176	-2.273
168.18	-14.75	-0.176	-2.273
168.17	-14.79	-0.176	-2.273
168.18	-14.75	-0.176	-2.273
168.18	-14.73	-0.176	-2.273
168.18	-14.73	-0.176	-2.273
168.18	-14.74	-0.176	-2.273
168.18	-14.74	-0.176	-2.273
168.18	-14.73	-0.176	-2.273
168.18	-14.72	-0.176	-2.273
168.18	-14.73	-0.176	-2.273
168.18	-14.71	-0.176	-2.273
168.18	-14.70	-0.176	-2.273
168.19	-14.69	-0.176	-2.272
168.19	-14.69	-0.176	-2.272
168.19	-14.68	-0.176	-2.272
168.18	-14.72	-0.176	-2.273
168.18	-14.71	-0.176	-2.273
168.19	-14.69	-0.176	-2.272
168.19	-14.69	-0.176	-2.272
168.19	-14.68	-0.176	-2.272
168.19	-14.67	-0.176	-2.272
168.19	-14.66	-0.176	-2.272
168.18	-14.70	-0.176	-2.273
168.19	-14.67	-0.176	-2.272
168.20	-14.65	-0.176	-2.272
168.20	-14.64	-0.176	-2.272
168.20	-14.64	-0.176	-2.272
168.19	-14.66	-0.176	-2.272
168.20	-14.65	-0.176	-2.272
168.20	-14.64	-0.176	-2.272
168.20	-14.63	-0.176	-2.272
168.20	-14.62	-0.176	-2.272
168.20	-14.61	-0.176	-2.272
168.20	-14.64	-0.176	-2.272
168.20	-14.63	-0.176	-2.272
168.20	-14.61	-0.176	-2.272
168.20	-14.60	-0.176	-2.272
168.21	-14.59	-0.176	-2.272
168.21	-14.59	-0.176	-2.272
168.20	-14.62	-0.176	-2.272
168.21	-14.58	-0.176	-2.272
168.21	-14.56	-0.176	-2.272
168.22	-14.55	-0.176	-2.272
168.22	-14.54	-0.176	-2.272
168.22	-14.54	-0.176	-2.272
168.22	-14.53	-0.176	-2.272
168.22	-14.52	-0.176	-2.272
168.22	-14.51	-0.176	-2.272
168.21	-14.57	-0.176	-2.272
168.20	-14.60	-0.176	-2.272
168.21	-14.59	-0.176	-2.272
168.21	-14.58	-0.176	-2.272
168.21	-14.57	-0.176	-2.272
168.21	-14.56	-0.176	-2.272
168.22	-14.55	-0.176	-2.272
168.22	-14.54	-0.176	-2.272
168.22	-14.54	-0.176	-2.272
168.22	-14.53	-0.176	-2.272
168.22	-14.52	-0.176	-2.272
168.22	-14.51	-0.176	-2.272
168.23	-14.50	-0.176	-2.272
168.21	-14.59	-0.176	-2.272
168.23	-14.50	-0.176	-2.272
168.23	-14.48	-0.176	-2.272
168.23	-14.48	-0.176	-2.272
168.23	-14.47	-0.176	-2.272
168.23	-14.46	-0.176	-2.272
168.23	-14.45	-0.176	-2.272
168.24	-14.44	-0.176	-2.272
168.24	-14.44	-0.176	-2.272
168.24	-14.43	-0.176	-2.272
168.24	-14.42	-0.176	-2.272
168.24	-14.41	-0.176	-2.272
168.25	-14.40	-0.176	-2.272
168.25	-14.39	-0.176	-2.272
168.25	-14.38	-0.176	-2.272
168.23	-14.49	-0.176	-2.272
168.23	-14.49	-0.176	-2.272
168.23	-14.48	-0.176	-2.272
168.23	-14.47	-0.176	-2.272
168.23	-14.46	-0.176	-2.272
168.23	-14.45	-0.176	-2.272
168.24	-14.44	-0.176	-2.272
168.24	-14.44	-0.176	-2.272
168.24	-14.43	-0.176	-2.272
168.24	-14.42	-0.176	-2.272
168.24	-14.41	-0.176	-2.272
168.25	-14.40	-0.176	-2.272
168.25	-14.39	-0.176	-2.272
168.25	-14.38	-0.176	-2.272
168.25	-14.38	-0.176	-2.272
168.23	-14.48	-0.176	-2.272
168.25	-14.38	-0.176	-2.272
168.25	-14.36	-0.176	-2.272
168.25	-14.35	-0.176	-2.272
168.26	-14.34	-0.176	-2.272
168.26	-14.34	-0.176	-2.272
168.26	-14.33	-0.176	-2.272
168.25	-14.37	-0.176	-2.272
168.25	-14.37	-0.176	-2.272
168.25	-14.35	-0.176	-2.272
168.26	-14.34	-0.176	-2.272
168.26	-14.34	-0.176	-2.272
168.26	-14.33	-0.176	-2.272
168.26	-14.32	-0.176	-2.272
168.25	-14.36	-0.176	-2.272
168.26	-14.32	-0.176	-2.272
168.27	-14.30	-0.176	-2.272
168.27	-14.29	-0.176	-2.272
168.27	-14.29	-0.176	-2.272
168.27	-14.28	-0.176	-2.272
168.26	-14.31	-0.176	-2.272
168.26	-14.31	-0.176	-2.272
168.27	-14.29	-0.176	-2.272
168.27	-14.29	-0.176	-2.272
168.27	-14.28	-0.176	-2.272
168.27	-14.27	-0.176	-2.272
168.27	-14.30	-0.176	-2.272
168.27	-14.27	-0.176	-2.272
168.28	-14.25	-0.176	-2.272
168.28	-14.24	-0.176	-2.272
168.28	-14.24	-0.176	-2.272
168.28	-14.23	-0.176	-2.272
168.28	-14.22	-0.176	-2.272
168.28	-14.21	-0.176	-2.272
168.28	-14.20	-0.176	-2.272
168.27	-14.26	-0.176	-2.272
168.27	-14.26	-0.176	-2.272
168.28	-14.24	-0.176	-2.272
168.28	-14.24	-0.176	-2.272
168.28	-14.23	-0.176	-2.272
168.28	-14.22	-0.176	-2.272
168.28	-14.21	-0.176	-2.272
168.28	-14.20	-0.176	-2.272
168.29	-14.19	-0.176	-2.272
168.28	-14.25	-0.176	-2.272
168.29	-14.19	-0.176	-2.272
168.29	-14.18	-0.176	-2.272
168.29	-14.17	-0.176	-2.272
168.29	-14.16	-0.176	-2.272
168.30	-14.15	-0.176	-2.272
168.30	-14.14	-0.176	-2.272
168.29	-14.18	-0.176	-2.272
168.29	-14.18	-0.176	-2.272
168.29	-14.17	-0.176	-2.272
168.29	-14.16	-0.176	-2.272
168.30	-14.15	-0.176	-2.272
168.30	-14.14	-0.176	-2.272
168.30	-14.13	-0.176	-2.272
168.29	-14.18	-0.176	-2.272
168.30	-14.13	-0.176	-2.272
168.30	-14.12	-0.176	-2.272
168.30	-14.11	-0.176	-2.272
168.30	-14.10	-0.176	-2.272
168.31	-14.09	-0.176	-2.272
168.31	-14.09	-0.176	-2.272
168.30	-14.13	-0.176	-2.272
168.30	-14.12	-0.176	-2.272
168.30	-14.11	-0.176	-2.272
168.30	-14.10	-0.176	-2.272
168.31	-14.09	-0.176	-2.272
168.31	-14.09	-0.176	-2.272
168.31	-14.08	-0.176	-2.272
168.31	-14.07	-0.176	-2.272
168.31	-14.06	-0.176	-2.272
168.30	-14.13	-0.176	-2.272
168.31	-14.08	-0.176	-2.272
168.31	-14.06	-0.176	-2.272
168.32	-14.05	-0.176	-2.272
168.32	-14.04	-0.176	-2.272
168.32	-14.03	-0.176	-2.272
168.31	-14.07	-0.176	-2.272
168.32	-14.05	-0.176	-2.272
168.32	-14.03	-0.176	-2.272
168.32	-14.03	-0.176	-2.272
168.32	-14.02	-0.176	-2.272
168.32	-14.04	-0.176	-2.272
168.32	-14.03	-0.176	-2.272
168.32	-14.01	-0.176	-2.272
168.33	-14.00	-0.176	-2.272
168.33	-13.99	-0.176	-2.272
168.33	-13.98	-0.176	-2.272
168.32	-14.02	-0.176	-2.272
168.32	-14.01	-0.176	-2.272
168.33	-13.99	-0.176	-2.272
168.33	-13.98	-0.176	-2.272
168.33	-13.98	-0.176	-2.272
168.33	-13.97	-0.176	-2.272
168.33	-14.00	-0.176	-2.272
168.33	-13.98	-0.176	-2.272
168.33	-13.96	-0.176	-2.272
168.33	-13.95	-0.176	-2.272
168.34	-13.94	-0.176	-2.272
168.33	-13.97	-0.176	-2.272
168.33	-13.96	-0.176	-2.272
168.34	-13.94	-0.176	-2.272
168.34	-13.93	-0.176	-2.272
168.34	-13.93	-0.176	-2.272
168.33	-13.95	-0.176	-2.272
168.34	-13.93	-0.176	-2.272
168.34	-13.92	-0.176	-2.272
168.34	-13.91	-0.176	-2.272
168.35	-13.90	-0.176	-2.272
168.35	-13.89	-0.176	-2.272
168.34	-13.93	-0.176	-2.272
168.34	-13.92	-0.176	-2.272
168.35	-13.90	-0.176	-2.272
168.35	-13.89	-0.176	-2.272
168.35	-13.88	-0.176	-2.272
168.35	-13.87	-0.176	-2.272
168.35	-13.87	-0.176	-2.272
168.35	-13.86	-0.176	-2.272
168.34	-13.91	-0.176	-2.272
168.35	-13.88	-0.176	-2.272
168.35	-13.87	-0.176	-2.272
168.35	-13.86	-0.176	-2.272
168.35	-13.85	-0.176	-2.272
168.36	-13.84	-0.176	-2.272
168.36	-13.83	-0.176	-2.272
168.36	-13.83	-0.176	-2.272
168.35	-13.87	-0.176	-2.272
168.35	-13.85	-0.176	-2.272
168.36	-13.83	-0.176	-2.272
168.36	-13.83	-0.176	-2.272
168.36	-13.82	-0.176	-2.272
168.36	-13.81	-0.176	-2.272
168.37	-13.80	-0.176	-2.272
168.37	-13.79	-0.176	-2.272
168.36	-13.84	-0.176	-2.272
168.36	-13.82	-0.176	-2.272
168.37	-13.80	-0.176	-2.272
168.37	-13.79	-0.176	-2.272
168.37	-13.78	-0.176	-2.272
168.37	-13.78	-0.176	-2.272
168.37	-13.77	-0.176	-2.272
168.36	-13.81	-0.176	-2.272
168.37	-13.78	-0.176	-2.272
168.37	-13.77	-0.176	-2.272
168.37	-13.76	-0.176	-2.272
168.38	-13.75	-0.176	-2.272
168.38	-13.74	-0.176	-2.272
168.38	-13.73	-0.176	-2.272
168.37	-13.78	-0.176	-2.272
168.38	-13.75	-0.176	-2.272
168.38	-13.74	-0.176	-2.272
168.38	-13.73	-0.176	-2.272
168.38	-13.73	-0.176	-2.272
168.38	-13.72	-0.176	-2.272
168.38	-13.71	-0.176	-2.272
168.37	-13.76	-0.176	-2.272
168.38	-13.73	-0.176	-2.272
168.38	-13.71	-0.176	-2.272
168.38	-13.70	-0.176	-2.272
168.39	-13.69	-0.176	-2.272
168.39	-13.68	-0.176	-2.272
168.39	-13.68	-0.176	-2.272
168.39	-13.67	-0.176	-2.272
168.39	-13.66	-0.176	-2.272
168.40	-13.65	-0.176	-2.272
168.40	-13.64	-0.176	-2.272
168.40	-13.64	-0.176	-2.272
168.40	-13.63	-0.176	-2.272
168.38	-13.72	-0.176	-2.272
168.38	-13.70	-0.176	-2.272
168.39	-13.68	-0.176	-2.272
168.39	-13.68	-0.176	-2.272
168.39	-13.67	-0.176	-2.272
168.39	-13.66	-0.176	-2.272
168.40	-13.65	-0.176	-2.272
168.40	-13.64	-0.176	-2.272
168.40	-13.64	-0.176	-2.272
168.40	-13.63	-0.176	-2.272
168.40	-13.62	-0.176	-2.272
168.39	-13.69	-0.176	-2.272
168.40	-13.61	-0.176	-2.272
168.41	-13.59	-0.176	-2.272
168.41	-13.58	-0.176	-2.272
168.41	-13.58	-0.176	-2.272
168.41	-13.57	-0.176	-2.272
168.41	-13.56	-0.176	-2.271
168.42	-13.55	-0.176	-2.271
168.42	-13.54	-0.176	-2.271
168.42	-13.53	-0.176	-2.271
168.40	-13.60	-0.176	-2.272
168.40	-13.62	-0.176	-2.272
168.40	-13.60	-0.176	-2.272
168.41	-13.59	-0.176	-2.272
168.41	-13.58	-0.176	-2.272
168.41	-13.58	-0.176	-2.272
168.41	-13.57	-0.176	-2.272
168.41	-13.56	-0.176	-2.271
168.42	-13.55	-0.176	-2.271
168.42	-13.54	-0.176	-2.271
168.42	-13.53	-0.176	-2.271
168.42	-13.53	-0.176	-2.271
168.40	-13.61	-0.176	-2.272
168.42	-13.53	-0.176	-2.271
168.42	-13.51	-0.176	-2.271
168.43	-13.50	-0.176	-2.271
168.43	-13.49	-0.176	-2.271
