"","print_type","material","fcomp_additive_wt_pct","fcomp_salt_wt_pct","ionic_conductivity_final"
"758","PCB print","LiTFSI",11,10,3.77358490566038e-06
"759","PCB print","LiTFSI",13,10,4.29645542427497e-06
"760","PCB print","LiTFSI",13,10,4.54545454545455e-06
"761","PCB print","LiTFSI",13,10,7.25952813067151e-06
"762","PCB print","LiTFSI",13,10,4.54029511918275e-06
"763","PCB print","LiTFSI",15,10,1.35135135135135e-06
"764","PCB print","LiTFSI",15,10,1.60642570281125e-06
"765","PCB print","LiTFSI",15,10,2.66666666666667e-06
"766","PCB print","LiTFSI",0,10,1.36986301369863e-06
"767","PCB print","LiTFSI",6.4,10,1.48698884758364e-06
"768","PCB print","LiTFSI",8.6,10,1e-06
"769","PCB print","LiTFSI",15,10,9.97506234413965e-07
"770","PCB print","LiTFSI",2.1,10,1.53846153846154e-06
"771","PCB print","LiTFSI",4.3,10,1.86915887850467e-06
"772","PCB print","LiTFSI",6.4,10,1.77777777777778e-06
"773","PCB print","LiTFSI",8.6,10,2.3121387283237e-06
"774","PCB print","LiTFSI",11,10,1.32013201320132e-06
"775","PCB print","LiTFSI",13,10,1.0230179028133e-06
"776","PCB print","LiTFSI",15,10,1.3986013986014e-06
"777","PCB print","LiTFSI",0,10,1.99004975124378e-06
"778","PCB print","LiTFSI",2.1,10,1.95121951219512e-06
"779","PCB print","LiTFSI",4.3,10,1.8957345971564e-06
"780","PCB print","LiTFSI",6.4,10,1.8348623853211e-06
"781","PCB print","LiTFSI",8.6,10,2.63157894736842e-06
"782","PCB print","LiTFSI",11,10,1.68067226890756e-06
"783","PCB print","LiTFSI",13,10,2.72108843537415e-06
"784","PCB print","LiTFSI",15,10,2.7972027972028e-06
