filepath,error
C:\Users\jimenez45\OneDrive - LLNL\General - High-Throughput Polymer Electrolytes DIW\Database of polymer electrolytes\mpr_new_files_converted\07052023_9_PEGMEA_1_PEGDA_0_Aerosil380_15_LiTFSI_1_C16_RUN_1.csv,index 0 is out of bounds for axis 0 with size 0
