True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,THD_I,NSD_I,NSR_I,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
0,0,7000018.5,120.41556,1555.7848,1560.4379,-85.57421,2.4764941442699637,-0.17723244,-4.9044456e-07,1.4614079e-05,1.4527053e-05,1.0,40,0.009329583,5.9788235e-06,0,9.26143152099712e-09,7.8485427,0.67189527,35.964252,66.87912,2.879881,454.04053,0.00020468389,8.172881e-05,0.000245852,0.00064601045,6.260978e-05,7.092244e-05,8.7663875e-07,3.0382438e-07,5.145333e-07,3.7370776e-06,5.0172474e-07,7.1410204e-07,1.0
1,1,4766293.0,151.6543,2276.9517,2281.9966,-86.18949,4.362484287150437,-0.17725016,6.5237064e-06,1.4665118e-05,1.4600349e-05,1.0,40,0.02195674,9.621724e-06,0,1.1824439609351126e-08,5.2555003,0.4321806,14.74331,39.777252,3.9328966,172.16493,0.0010866837,0.00017572203,8.083688e-05,4.2184576e-05,0.00029086092,0.00015930519,3.0601964e-06,8.4802645e-07,7.546166e-07,3.8216007e-07,1.7061625e-06,9.2559964e-07,1.0
2,2,3245370.0,223.87091,3348.8345,3356.309,-86.175446,5.349480014032451,-0.17730537,1.8077633e-05,1.4644084e-05,1.4578931e-05,1.0,40,0.01920737,5.7227653e-06,0,1.3188176680399819e-08,2.7237613,0.34206688,17.688873,31.225653,2.9382124,218.8044,0.00050645776,3.165002e-05,0.00011281682,3.282394e-05,2.2924536e-05,3.147096e-05,1.6329949e-06,1.9251999e-07,2.9563222e-07,4.102704e-07,2.2864218e-07,3.0646498e-07,1.0
3,3,2209768.5,269.7901,4892.1016,4899.535,-86.843445,6.2005030411237385,-0.1772742,-8.509456e-06,1.4722375e-05,1.4677736e-05,1.0,40,0.020860786,4.257707e-06,0,1.0000695691840317e-08,0.9171967,0.14790136,18.735176,27.959698,2.0930731,227.66434,0.00013752104,5.5811717e-05,0.000101270016,3.1695676e-05,1.7414091e-05,4.834294e-05,1.3730862e-07,4.4843532e-07,9.772806e-07,2.1708864e-07,1.0809533e-07,3.7320254e-07,1.0
4,4,1504630.0,246.79695,7218.552,7222.7695,-88.04186,7.217484316119226,-0.17731115,4.7790485e-07,1.4653466e-05,1.4636356e-05,1.0,41,0.02037795,2.8213485e-06,0,6.237126021220421e-09,0.6080811,0.28222767,19.459087,11.790944,1.7780484,176.2058,6.3307954e-05,7.2130046e-05,3.2111824e-05,2.5750147e-05,4.9592523e-05,2.3739442e-05,3.9482835e-08,2.3509936e-07,1.4290814e-07,1.8629896e-07,8.520138e-08,1.545116e-07,1.0
5,5,1024504.5,64.42234,10487.305,10487.503,-89.64804,8.068483609851683,-0.17728637,1.3754901e-06,1.4812978e-05,1.4812418e-05,1.0,41,0.021333652,2.0341975e-06,0,6.0450175909328625e-09,0.6576234,0.27446213,22.435303,22.864061,1.471853,200.93156,4.933786e-05,4.0736333e-05,3.3466848e-05,6.981521e-05,5.730139e-05,5.4349854e-05,1.1177169e-07,7.466795e-08,1.1255677e-07,1.9135466e-07,4.0857063e-07,2.3694079e-07,1.0
6,6,697585.75,110.64539,15481.821,15482.217,-89.59052,8.919502663629828,-0.17736615,9.1221555e-06,1.4736708e-05,1.4735955e-05,1.0,41,0.021323962,1.3773197e-06,0,7.3983979198130905e-09,0.6271002,0.21800177,18.167618,27.03362,1.3776225,189.54121,2.0251628e-05,2.0257374e-05,0.00011921285,1.8066123e-05,4.0475254e-05,1.5276495e-05,1.9339032e-08,6.1950615e-08,3.4075697e-07,7.0713384e-08,6.200698e-08,2.998398e-08,1.0
7,7,474985.16,46.262,22924.074,22924.121,-89.88438,9.770494330703514,-0.17724787,-3.6523948e-06,1.4616664e-05,1.4616605e-05,1.0,41,0.021293359,9.288626e-07,0,8.04067429180893e-09,0.6403219,0.20147298,21.12909,20.897522,1.6745734,227.32002,9.696617e-05,3.136577e-05,1.9036552e-05,5.2598847e-05,4.087193e-05,3.607286e-05,2.720356e-08,5.4197116e-08,4.9943733e-08,7.6991604e-08,1.1957027e-07,8.1453145e-08,1.0
8,8,323420.8,531.2443,33591.965,33596.164,-89.09396,10.62149197110557,-0.17735761,7.75904e-06,1.4649297e-05,1.4645634e-05,1.0,41,0.021439781,6.381616e-07,0,7.68433925805804e-09,0.41873723,0.3974501,17.326572,10.91282,1.6882616,129.65916,1.5773328e-05,6.283154e-05,2.63038e-05,2.9263141e-05,1.5994054e-05,4.1681786e-05,1.4246903e-08,1.6669734e-08,4.7538922e-08,3.2396958e-08,3.3315043e-08,7.154021e-08,1.0
9,9,220216.0,370.59787,49748.137,49749.516,-89.57318,11.472490731539438,-0.17733747,6.894988e-06,1.452762e-05,1.4526814e-05,1.0,41,0.02121768,4.2649017e-07,0,7.88015027310962e-09,0.4233608,0.35739943,17.93825,12.842071,2.2498515,112.788086,3.3206106e-05,2.806739e-05,2.6759839e-05,1.5730586e-05,3.0584844e-05,6.33456e-05,5.8757306e-09,1.7539733e-08,2.0716307e-08,2.8518407e-08,2.704056e-08,8.6929134e-08,1.0
