True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,THD_I,NSD_I,NSR_I,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
48,48,7000018.5,144.22014,1657.5775,1663.8397,-85.02741,163.91350391876767,-0.29122844,4.003209e-05,1.371662e-05,1.3613564e-05,2.0,40,0.00989843,5.9491485e-06,0,-1.3447856988385353e-08,8.111183,0.54966885,32.283966,74.05828,3.247975,438.85034,0.00021005177,7.180959e-05,0.00030726305,0.00070072996,2.994183e-05,8.3211075e-05,8.681375e-07,5.2338726e-07,9.528642e-07,3.871441e-06,1.3991628e-07,1.5690099e-06,2.0
49,49,4766293.0,83.07461,2386.8342,2388.2795,-88.00661,165.9354866281792,-0.2911895,1.2570449e-05,1.3989981e-05,1.3973054e-05,2.0,40,0.021595674,9.0423555e-06,0,-1.9799746898850718e-08,3.4541318,0.23074971,14.105279,24.95841,2.9757512,167.91702,0.0007320133,0.00010355612,3.5504876e-05,2.737944e-05,7.3224845e-05,3.779949e-05,2.0771613e-06,5.7366526e-07,3.8012422e-07,1.5895822e-07,4.137898e-07,2.6061366e-07,2.0
50,50,3245370.0,182.23845,3488.3274,3493.0845,-87.00945,166.7864981618768,-0.29123718,1.8766035e-05,1.4058489e-05,1.4020224e-05,2.0,40,0.020218972,5.788286e-06,0,-2.988497387298376e-08,2.1395047,0.13537078,15.117069,21.293589,1.4091498,189.9872,0.00040970644,5.9601618e-05,0.00010773021,2.6236847e-05,4.5967725e-05,9.778419e-06,1.0955516e-06,1.9426882e-07,3.0081935e-07,2.641151e-07,2.2508542e-07,9.748695e-08,2.0
51,51,2209768.5,225.61795,5066.6978,5071.7188,-87.450325,167.63749390901648,-0.2912968,1.4189117e-05,1.4215048e-05,1.4186917e-05,2.0,40,0.021783348,4.2950624e-06,0,-3.6041152107428964e-08,1.0121945,0.11923867,13.896916,28.699436,1.2857605,175.6074,0.00016294753,3.9564737e-05,0.00013931848,1.4795944e-05,1.4385047e-05,1.9764282e-05,7.680072e-08,2.2583716e-07,1.1943392e-06,3.5771738e-08,8.770073e-08,1.66812e-07,2.0
52,52,1504630.0,130.73715,7510.203,7511.341,-89.0027,168.65549022398773,-0.29121733,-4.093746e-06,1.4084412e-05,1.4080147e-05,2.0,41,0.020046936,2.6688892e-06,0,-3.793155187561976e-08,0.62690365,0.3377398,17.433466,12.853346,3.1538959,161.60497,6.185944e-05,5.1625677e-05,2.2103008e-05,6.788039e-05,4.823888e-05,3.7791597e-05,5.728105e-08,1.5534253e-07,1.401474e-07,2.9968362e-07,1.2219147e-07,1.0494894e-07,2.0
53,53,1024504.5,-48.083588,11078.548,11078.652,-90.24867,169.50649746440467,-0.2912662,1.0105015e-06,1.4022436e-05,1.402217e-05,2.0,41,0.021215307,1.9149718e-06,0,-3.758221343866097e-08,0.49711692,0.29697627,16.302786,11.389888,1.1115743,154.67639,5.4312215e-05,5.896387e-05,1.8698302e-05,4.3295666e-05,1.9256266e-05,4.03599e-05,1.4989998e-07,4.7204104e-08,9.842135e-09,1.1421463e-07,1.1060024e-07,1.1287138e-07,2.0
54,54,697585.75,153.47443,16328.507,16329.229,-89.46149,170.35749577151728,-0.29125312,8.2987015e-07,1.3972562e-05,1.39713275e-05,2.0,41,0.021468583,1.3147335e-06,0,-3.648455456682361e-08,1.706246,0.18504167,15.932829,98.393166,1.7386762,179.06075,1.3160734e-05,1.755951e-05,0.00036178148,2.822153e-05,3.2439493e-05,1.8469585e-05,2.987601e-08,4.4831165e-08,1.2745716e-06,8.26559e-08,1.0827568e-07,1.5593741e-07,2.0
55,55,474985.16,350.59808,23834.748,23837.326,-89.157265,171.20849887860822,-0.29118177,-3.1663672e-06,1.4058194e-05,1.4055153e-05,2.0,41,0.021145595,8.870791e-07,0,-3.7906661254561966e-08,0.5682223,0.20831726,17.08448,19.900623,1.3158464,197.01816,3.3430988e-05,4.012531e-05,3.704486e-05,7.851996e-05,3.9561477e-05,3.1410687e-05,2.920682e-08,2.983339e-08,5.7750885e-08,5.0273123e-08,1.1874762e-07,9.0393485e-08,2.0
56,56,323420.8,774.552,34737.98,34746.613,-88.72269,172.05948825235828,-0.29120654,-1.0602417e-06,1.4166011e-05,1.41589735e-05,2.0,41,0.021523569,6.1944365e-07,0,-3.828822355802133e-08,0.49682394,0.52767587,16.234316,8.743759,1.1715688,123.14227,1.45617805e-05,8.135859e-05,2.8002578e-05,4.478866e-05,1.0089031e-05,2.1947235e-05,6.8161436e-09,3.202531e-08,3.492907e-08,1.3846189e-08,4.098357e-08,4.6854925e-08,2.0
57,57,220216.0,342.828,51108.52,51109.668,-89.61568,172.91050109275966,-0.29124674,3.3419487e-06,1.4140931e-05,1.4140295e-05,2.0,41,0.021086508,4.1257377e-07,0,-3.830611693190081e-08,0.4812374,0.29239872,17.015255,12.054968,1.7804095,107.10448,1.0719798e-05,3.5325185e-05,2.8154891e-05,2.762711e-05,6.4271706e-05,5.455822e-05,1.1657817e-08,3.3182644e-08,8.988902e-09,1.4705138e-08,1.623073e-08,8.047014e-08,2.0
