True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,THD_I,NSD_I,NSR_I,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
42,42,7000018.5,11.92564,574.195,574.31885,-88.81017,129.98148548041354,-0.13771895,3.202936e-05,3.9596933e-05,3.957986e-05,2.0,40,0.014978323,2.6080153e-05,0,1.6485628571514453e-06,2.8058462,0.107062,5.8402133,11.256324,0.4068716,25.620937,6.4654916e-05,1.2246536e-05,0.00013800366,0.00039113112,1.01445185e-05,8.945019e-06,4.7919855e-07,7.024991e-08,3.8913421e-07,2.8658872e-06,8.5492e-08,6.9485125e-08,2.0
43,43,4765894.0,104.19857,541.8676,551.7951,-79.11516,132.05549512561993,-0.13761975,0.0001933746,6.1628634e-05,5.943103e-05,2.0,40,0.019739628,3.5773475e-05,0,1.7622111665336762e-06,6.657014,0.10662522,4.450358,11.773815,0.21784234,11.04741,0.0013003882,4.6716857e-05,9.659269e-06,3.4892568e-05,4.57516e-05,0.000172212,3.9712277e-06,5.14377e-07,1.303208e-07,2.1648418e-07,2.978076e-07,1.2415005e-06,2.0
44,44,3244822.5,149.40997,634.7088,652.0572,-76.75377,134.7285006925522,-0.13775656,0.00019188257,7.727778e-05,7.3220435e-05,2.0,40,0.01985971,3.0457008e-05,0,1.9046900348978145e-06,8.654025,0.05990865,4.2965364,17.964884,0.21236044,9.144402,0.0017108492,0.00016070399,1.28836955e-05,6.8994827e-06,2.3374994e-05,4.2733686e-06,5.455537e-06,2.8390113e-07,1.12205015e-07,6.37922e-08,2.3492372e-07,6.2740355e-08,2.0
45,45,2209211.8,220.15497,825.9662,854.8031,-75.07523,136.99350442682044,-0.1377871,0.00019619083,8.722089e-05,8.143533e-05,2.0,40,0.020231422,2.3667932e-05,0,2.0129379397429575e-06,1.7129486,0.07374165,9.302988,2.893679,0.1480101,8.918464,0.00028875706,0.00018857361,3.1292355e-05,5.412056e-06,5.0488056e-06,6.9845114e-06,5.021922e-07,4.2182862e-07,1.0815381e-07,6.131482e-08,1.05485306e-07,7.313748e-08,2.0
46,46,1504119.6,347.36722,1100.8746,1154.3782,-72.487564,139.25849770774948,-0.13779213,0.00019348651,9.6116935e-05,8.741368e-05,2.0,40,0.020657655,1.789505e-05,0,2.1503215778788558e-06,0.36082754,0.06667378,10.09587,1.0763854,0.120059125,8.909059,6.396477e-05,2.6276219e-05,1.6311902e-05,1.8624363e-05,6.8574404e-06,6.838767e-06,8.401424e-08,4.4378243e-08,9.014145e-08,1.12182995e-07,7.270381e-08,6.659144e-08,2.0
47,47,1024068.44,558.7167,1458.8531,1562.1833,-69.04398,141.52249786860193,-0.13780473,0.00019611622,0.00010653187,9.290492e-05,2.0,40,0.020991487,1.3437275e-05,0,2.277658095287734e-06,2.5446076,0.07404318,5.360097,16.166042,0.1318715,7.1816797,2.7449263e-05,1.8892191e-05,8.2169245e-06,1.4515449e-05,7.273691e-06,0.00051706843,3.8611233e-08,3.6864755e-08,3.9072177e-08,7.808879e-08,4.7872067e-08,2.2971162e-06,2.0
48,48,697233.1,880.82733,1895.3906,2090.0627,-65.07473,143.78650565611315,-0.13780852,0.00019070762,0.00012043242,9.9042634e-05,2.0,40,0.02089218,9.995958e-06,0,2.4139411781261892e-06,0.12756807,0.12667543,5.8408756,1.0353959,0.208228,8.175996,1.6478529e-05,1.2900023e-05,7.2162097e-06,9.15258e-06,4.6958908e-06,8.157668e-06,2.2973198e-08,1.8411024e-08,2.924152e-08,3.183891e-08,5.970274e-08,5.8637827e-08,2.0
49,49,474706.8,1324.3857,2467.3928,2800.3616,-61.775093,146.05050904364907,-0.1378157,0.00020152483,0.00013588027,0.00010548841,2.0,40,0.02108989,7.5311304e-06,0,2.548051823794986e-06,0.11529176,0.20969652,6.7444844,0.83884853,0.33407435,9.26522,1.3318946e-05,8.48394e-06,9.90449e-06,7.33247e-06,9.572059e-06,5.549647e-06,1.3415634e-08,1.3485923e-08,1.5623666e-08,2.445468e-08,3.8931375e-08,2.8651984e-08,2.0
50,50,323198.12,2242.4382,2821.1077,3603.7727,-51.51956,148.31450875118026,-0.13781379,0.00020145021,0.00017455473,0.00010696857,2.0,40,0.020938506,5.8101627e-06,0,2.6581129315820184e-06,0.10214217,0.23070484,5.2267776,0.5921916,0.23061362,7.624411,7.435152e-06,1.1770673e-05,5.7741468e-06,5.321812e-06,9.308622e-06,7.0272504e-06,9.663443e-09,9.053156e-09,1.7394571e-08,1.2543545e-08,1.3051264e-08,2.0547175e-08,2.0
51,51,220049.0,2908.908,3732.383,4732.064,-52.06821,150.57849352541962,-0.13780753,0.00019924945,0.0001937825,0.00012055514,2.0,40,0.020605732,4.3544915e-06,0,2.781125752651115e-06,0.113717906,0.07295532,4.877156,0.7197846,0.17431085,8.240859,8.871867e-06,1.0118961e-05,6.0807142e-06,1.31978095e-05,5.7608745e-06,5.8862547e-06,8.768858e-09,9.437837e-09,6.8586163e-09,1.8783373e-08,1.7539971e-08,1.7134258e-08,2.0
52,52,149820.0,4921.504,4440.6646,6628.7783,-42.059883,153.00949073422817,-0.13781317,3.9703253e-05,0.00023922269,0.000107357235,2.0,41,0.020235967,3.0527447e-06,0,2.826215223716771e-06,0.10322234,0.06976634,5.004682,0.44020322,0.065184504,7.264034,1.3624526e-05,9.765159e-06,2.5938543e-06,7.255049e-06,4.884828e-06,6.004177e-06,4.3592254e-09,3.8699626e-09,2.9215392e-09,7.1948167e-09,5.2862545e-09,5.244091e-09,2.0
53,53,101998.59,6461.088,4216.9727,7715.4727,-33.13137,155.27448745511356,-0.13780649,2.3309118e-05,0.00037001996,0.00011053547,2.0,41,0.020401426,2.6442224e-06,0,2.8381876897093057e-06,0.11221455,0.036091007,4.543406,0.38087782,0.04109277,5.923008,8.501401e-06,1.1552845e-05,8.976793e-06,9.766009e-06,6.826684e-06,7.277074e-06,1.5936727e-09,2.8947555e-09,1.4771459e-09,5.396109e-09,3.1501879e-09,5.2674847e-09,2.0
