True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,THD_I,NSD_I,NSR_I,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
0,0,7000018.5,117.0148,1128.8127,1134.8616,-84.08176,2.7664795180608053,0.20997587,-3.9504408e-05,2.0141837e-05,1.9927696e-05,1.0,40,0.011983056,1.0559046e-05,0,-1.3090947499121183e-08,6.654325,0.20959747,5.22926,0.00025663586,5.2363535e-05,0.00029813754,0.00069125707,7.812461e-06,1.6460765e-05,37.638885,0.74762505,31.55273,9.77998e-07,1.6678119e-07,6.720555e-07,3.7852776e-06,1.0168273e-07,1.0235525e-07,1.0
1,1,4765894.0,256.53082,1607.0753,1627.421,-80.930626,4.072486246732296,0.21000929,-4.1833577e-05,2.0779711e-05,2.0263391e-05,1.0,40,0.0217723,1.3378407e-05,0,-2.632872538785907e-08,2.7723877,0.08825875,1.6224408,0.00059115095,8.47783e-05,5.0907e-06,7.14111e-06,7.901219e-05,3.6603273e-05,13.3824625,0.30271775,13.80987,1.7042311e-06,3.8563547e-07,8.678881e-08,5.833242e-08,3.197491e-07,1.5077478e-07,1.0
2,2,3244822.5,349.09048,2345.9866,2371.8174,-81.53631,4.8864898053871,0.2099663,-4.7964182e-05,2.0907573e-05,2.0454656e-05,1.0,40,0.020752871,8.7497765e-06,0,-3.580691648042173e-08,3.5919297,0.06106847,1.6645049,0.00072898116,0.00015467551,1.1378687e-05,1.1268578e-05,5.0361705e-06,4.4059257e-06,18.665638,0.3226029,14.648771,1.6048152e-06,2.762955e-07,8.2796674e-08,4.7565255e-08,3.663582e-08,3.5607968e-08,1.0
3,3,2209211.8,555.5445,3323.9758,3370.0808,-80.51171,5.700498590740608,0.20994012,-4.5690827e-05,2.1673293e-05,2.108434e-05,1.0,40,0.021589518,6.4062315e-06,0,-4.7231492226930846e-08,2.1467228,0.05001779,1.5576502,0.00040310057,0.00021741743,6.80181e-05,1.7411168e-05,3.7298732e-06,3.4687828e-06,6.88164,0.35665193,13.802651,2.4236175e-07,2.3143664e-07,2.1724841e-07,9.700514e-08,1.02427165e-07,7.842237e-08,1.0
4,4,1504119.6,873.651,4703.288,4783.7417,-79.47706,6.514484016079223,0.20992878,-4.6827503e-05,2.24976e-05,2.1747228e-05,1.0,40,0.020941135,4.377564e-06,0,-6.341242502507308e-08,1.1599902,0.112470426,1.6169851,0.0001952394,0.000106101645,9.362692e-05,2.0897929e-05,1.8980289e-05,6.0633647e-06,3.1214254,0.23460786,8.506004,7.313254e-08,1.4351451e-07,6.057921e-08,8.074211e-08,8.438968e-08,5.1976418e-08,1.0
5,5,1024068.44,1490.2654,6895.1304,7054.34,-77.804085,7.494487555959495,0.20992844,-5.5591136e-06,2.2539727e-05,2.153381e-05,1.0,41,0.019975241,2.8316244e-06,0,-6.859208413735493e-08,0.7679556,0.07780509,1.6499819,0.0001262018,5.0554885e-05,5.8504746e-05,1.8688163e-05,3.475316e-05,5.3114304e-06,2.8466089,0.3169886,7.9963384,3.7925528e-08,1.9319568e-08,3.755197e-08,2.656694e-08,3.55918e-08,3.3072904e-08,1.0
6,6,697233.1,2521.764,9561.3,9888.263,-75.22488,8.308490127936238,0.20993358,-5.7661155e-06,2.3873998e-05,2.2321277e-05,1.0,41,0.021284638,2.1525154e-06,0,-6.921088199088545e-08,0.4895151,0.091170914,1.5341791,9.036403e-05,3.174765e-05,3.327159e-05,7.830124e-06,1.9902986e-05,4.773948e-06,1.9250113,0.12375452,7.540777,2.2224338e-08,1.0830297e-08,3.1550027e-09,9.66262e-09,2.3898334e-08,1.8415019e-08,1.0
7,7,474706.8,4253.2207,13103.626,13776.607,-72.017426,9.122499259916367,0.20993696,-5.8313844e-06,2.5586049e-05,2.3147368e-05,1.0,41,0.021196885,1.5386142e-06,0,-7.020751179793352e-08,0.32790866,0.04807154,1.5471964,6.186707e-05,1.839453e-05,1.7497394e-05,5.9262675e-06,1.4458731e-05,8.148487e-06,2.4461493,0.21200845,7.245125,9.884553e-09,9.836661e-09,8.900849e-09,1.3689973e-08,1.8410699e-08,2.273103e-08,1.0
8,8,323198.12,7021.9414,17547.357,18900.195,-68.19015,9.936480205244152,0.20992878,-5.9693834e-06,2.8063354e-05,2.4189698e-05,1.0,41,0.021465955,1.1357531e-06,0,-7.234372031504676e-08,0.26581985,0.057064477,1.5101017,4.50168e-05,1.8837287e-05,2.4688703e-05,8.529735e-06,5.02701e-06,8.232615e-06,1.5274637,0.11681263,6.35832,3.6829013e-09,8.105266e-09,6.1559624e-09,4.728536e-09,1.2175653e-08,5.916826e-09,1.0
9,9,220049.0,11489.51,22868.975,25592.945,-63.324776,10.749496937234653,0.20992933,-5.9208983e-06,3.162671e-05,2.5252646e-05,1.0,41,0.021102266,8.245345e-07,0,-7.236396816842078e-08,0.20621751,0.06990793,1.543512,3.6652946e-05,9.5965825e-06,1.32267905e-05,1.4345193e-05,6.151213e-06,4.6122286e-06,1.4224633,0.20286913,5.895446,5.5216387e-09,4.234376e-09,2.9017126e-09,3.4078238e-09,5.640502e-09,7.529692e-09,1.0
