True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,THD_I,NSD_I,NSR_I,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
42,42,7000018.5,113.05501,176.70744,209.77835,-57.389442,49.784483857947635,-0.019446211,-0.00094409677,0.00012866668,9.129657e-05,2.0,39,0.01015353,4.840123e-05,0,-2.471500339454792e-06,7.4561033,0.16065633,5.823938,0.00011398581,1.988135e-05,0.00022037936,0.0007147638,1.1419078e-05,1.0794943e-05,14.219001,0.3404326,9.454365,7.9334944e-07,2.2487609e-07,9.914431e-07,6.7587594e-06,4.461592e-08,1.0278684e-07,2.0
43,43,4765894.0,166.04039,216.08269,272.50897,-52.46092,51.76549816536135,-0.019408515,-0.001187662,0.00015454528,9.717043e-05,2.0,39,0.018855318,6.919155e-05,0,-2.932878156668557e-06,2.92105,0.0928185,1.7487736,0.0005465275,2.632965e-05,6.47033e-06,1.0783456e-05,5.7433925e-05,1.9874815e-05,5.3647294,0.18100956,4.2619743,3.6641063e-06,2.6574554e-07,1.1540891e-07,6.318125e-08,4.7096222e-07,2.0218185e-07,2.0
44,44,3244822.5,237.1671,252.64676,346.52362,-46.810123,52.44448459762498,-0.019470438,-0.0012083474,0.00019414019,0.00010319941,2.0,39,0.019069543,5.5031007e-05,0,-3.197530229397709e-06,3.5603552,0.07150761,1.6819209,0.000669589,0.0001101814,1.1586949e-05,1.0940382e-05,7.740322e-06,1.1329157e-05,7.4312396,0.11300372,4.579913,4.049064e-06,5.473368e-07,4.4872635e-08,6.712025e-08,1.1548121e-07,5.1298088e-08,2.0
45,45,2209211.8,323.44568,275.04077,424.5757,-40.37605,53.25649050282664,-0.019478777,-0.0012413316,0.00026193028,0.00010991819,2.0,39,0.020702679,4.8760863e-05,0,-3.4778670105248718e-06,1.6978947,0.033185046,1.5584003,0.0003116323,0.00015777588,3.5611894e-05,1.4508077e-05,4.8001552e-06,2.3819218e-06,2.7194786,0.14785187,4.3763876,1.0405289e-06,7.6672256e-07,2.476473e-07,1.0825738e-07,9.04422e-08,4.5745395e-08,2.0
46,46,1504119.6,417.8376,275.41794,500.44308,-33.390903,54.070501954847714,-0.019483514,-0.0012288463,0.00038418954,0.00011636453,2.0,39,0.020818794,4.1600724e-05,0,-3.782439335060379e-06,0.8809499,0.110699184,1.5112319,0.00014915473,7.6935656e-05,6.769503e-05,2.820452e-05,4.8485813e-06,5.718519e-06,1.3496737,0.15546162,4.274252,4.090762e-07,3.7946302e-07,1.7197131e-07,1.7994714e-07,5.0260773e-08,7.733225e-08,2.0
47,47,1024068.44,504.9535,247.82332,562.4895,-26.141087,55.18550019446411,-0.019489763,-0.00012786643,0.0006271176,0.000121731915,2.0,40,0.018643465,3.3144555e-05,0,-3.910262916528861e-06,0.64521694,0.0703224,1.6356214,9.97982e-05,4.401617e-05,4.3695203e-05,1.4825517e-05,1.9731428e-05,2.1449177e-06,0.98364043,0.06634025,1.6020128,2.0360422e-07,1.05286e-07,1.3755914e-07,6.114408e-08,1.084447e-07,7.826009e-08,2.0
48,48,697233.1,572.5051,208.18787,609.1833,-19.983477,55.99948977978784,-0.019480307,-0.00013137034,0.0010964447,0.00012805648,2.0,40,0.020521505,3.3686913e-05,0,-3.972976021020511e-06,0.47763562,0.064712085,1.4875977,8.309008e-05,3.3026186e-05,2.7189926e-05,2.2162594e-05,1.3786731e-05,7.886934e-06,0.64531094,0.046410885,1.125391,1.4030438e-07,8.274e-08,1.1532895e-07,5.1788966e-08,5.0126e-08,3.960528e-08,2.0
49,49,474706.8,620.23785,164.12376,641.5852,-14.821573,56.81350296511664,-0.019471651,-0.00013539623,0.0020427876,0.00013367724,2.0,40,0.020641543,3.2172724e-05,0,-3.943545301253001e-06,0.3315723,0.053112853,1.4708768,6.0545208e-05,1.8797493e-05,1.9546855e-05,1.2650643e-05,2.5132933e-06,8.339234e-06,0.39612943,0.033159837,0.9392861,8.9703235e-08,4.021774e-08,3.636171e-08,4.975713e-08,2.8663768e-08,3.745284e-08,2.0
50,50,323198.12,649.72345,124.518684,661.5478,-10.849114,57.62750412381138,-0.019476837,-0.00013442695,0.0039547295,0.00014010814,2.0,40,0.020851085,3.1518637e-05,0,-3.945198175822927e-06,0.23683734,0.061374895,1.4331338,3.881428e-05,1.2441233e-05,2.0616146e-05,1.1464039e-05,1.1670619e-05,8.408155e-06,0.28288782,0.060841095,0.82666266,5.9564798e-08,2.177064e-08,2.9618455e-08,3.3637384e-08,1.6655264e-08,3.3060754e-08,2.0
51,51,220049.0,667.5429,91.91096,673.8406,-7.8395057,58.441478695807746,-0.01946639,-0.00012333681,0.007869252,0.00014640426,2.0,40,0.020892197,3.100466e-05,0,-3.983531229073252e-06,0.15765712,0.0774908,1.4565403,2.6292113e-05,9.638528e-06,1.0976163e-05,7.2991375e-06,7.050829e-06,6.069261e-06,0.18979044,0.062040832,0.7542914,3.735902e-08,1.836504e-08,1.9466942e-08,1.9046213e-08,1.6741549e-08,1.9018424e-08,2.0
52,52,149820.0,677.1262,68.49289,680.5815,-5.7759557,59.25549041447812,-0.019471651,-0.00012721369,0.015509753,0.0001570853,2.0,40,0.02089692,3.070451e-05,0,-4.062274885296953e-06,0.15809144,0.06712191,1.4340767,2.300659e-05,8.269292e-06,1.463574e-05,1.1147949e-05,9.820283e-06,2.3259547e-06,0.1035894,0.042665068,0.72362155,2.5291873e-08,7.9391e-09,4.103391e-09,8.771607e-09,1.1155482e-08,7.724932e-09,2.0
53,53,101998.59,682.82983,52.336765,684.83264,-4.3829722,60.06948407980963,-0.019486517,-0.00012449244,0.029813917,0.00017412612,2.0,40,0.02099046,3.0650495e-05,0,-4.123868431483641e-06,0.11059083,0.05190342,1.4237205,1.5960293e-05,7.1381737e-06,7.75192e-06,5.8448345e-06,7.784444e-06,5.3634644e-06,0.09155251,0.013097752,0.7006521,1.38831995e-08,1.6706757e-08,7.988941e-09,1.1354394e-08,9.9386535e-09,4.157035e-09,2.0
