True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,THD_I,NSD_I,NSR_I,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
84,84,7000018.5,161.90689,967.07355,980.5331,-80.49572,89.86347829495207,0.11928741,-9.249969e-05,2.3510478e-05,2.2869463e-05,3.0,40,0.011853833,1.2089172e-05,0,-3.3758518230445783e-07,6.6335855,0.10300474,5.2535763,0.00026420178,4.568509e-05,0.00027667155,0.0006850441,7.0856995e-06,1.9228599e-05,31.59396,1.0899322,27.082634,9.432381e-07,1.4945216e-07,5.8715545e-07,3.6442316e-06,1.2459542e-07,1.2646089e-07,3.0
85,85,4765894.0,326.27975,1340.1628,1379.3096,-76.31682,91.30347998996149,0.119295016,-8.765474e-05,2.4918285e-05,2.3523926e-05,3.0,40,0.018432796,1.3363785e-05,0,-3.7733673562765563e-07,2.6432505,0.083707504,1.8871074,0.0004809856,5.0706236e-05,5.289628e-06,1.8920342e-05,4.710737e-05,2.8883294e-05,11.205468,0.54921037,13.679391,1.4461988e-06,2.4028583e-07,1.2999385e-07,1.045444e-07,2.0707537e-07,1.2275981e-07,3.0
86,86,3244822.5,493.41943,1912.416,1975.0437,-75.53272,91.98250111556263,0.11925958,-8.463603e-05,2.5647605e-05,2.4046845e-05,3.0,40,0.020368284,1.0312827e-05,0,-3.9176933430112136e-07,3.6431613,0.090598114,1.6642932,0.0007226818,0.000166793,1.2706993e-05,1.097668e-05,7.194387e-06,1.31618035e-05,17.092297,0.33310643,12.333432,1.7332246e-06,2.7676802e-07,2.7608744e-08,6.787378e-08,1.1127437e-07,8.4257195e-08,3.0
87,87,2209211.8,779.27313,2622.6733,2735.9976,-73.451775,92.79749518094468,0.11924424,-9.1027505e-05,2.746873e-05,2.5240362e-05,3.0,40,0.021832857,7.979853e-06,0,-4.146660270184523e-07,2.205654,0.03961602,1.5403585,0.00040881516,0.0002382819,8.6512024e-05,1.8935618e-05,5.869091e-06,6.998422e-06,5.617455,0.26633587,10.993251,2.7758793e-07,2.6691336e-07,1.692764e-07,1.0077005e-07,4.7414257e-08,1.00510555e-07,3.0
88,88,1504119.6,1212.9086,3556.8977,3758.014,-71.17053,93.61150020625792,0.119251564,-9.1493355e-05,2.974859e-05,2.6649703e-05,3.0,40,0.021001192,5.588375e-06,0,-4.277627472197499e-07,1.1697334,0.035429507,1.5527393,0.00019406447,0.00010370515,0.00010086581,2.8428625e-05,2.6441456e-05,1.0983108e-05,2.6607342,0.14899226,7.8647475,1.11705845e-07,1.4245998e-07,2.914878e-08,3.3839314e-08,6.238442e-08,3.037996e-08,3.0
89,89,1024068.44,1882.0631,4751.6045,5110.7637,-68.391975,94.42549229829456,0.11924882,-9.626367e-05,3.2707765e-05,2.8272214e-05,3.0,40,0.021347573,4.176983e-06,0,-4.4482800035555986e-07,0.71994746,0.04349999,1.5301471,0.00012302725,5.52877e-05,6.0252984e-05,1.5316271e-05,3.86565e-05,7.0416327e-06,3.262842,0.17596564,7.391093,8.950959e-08,7.4855386e-08,7.729861e-08,7.445629e-08,6.3918705e-08,6.82051e-08,3.0
90,90,697233.1,3048.963,6396.217,7085.7437,-64.513695,95.40449394474854,0.11924881,-1.0607255e-05,3.568773e-05,2.9080002e-05,3.0,41,0.01915922,2.703911e-06,0,-4.568230931348454e-07,0.459309,0.06618707,1.6844155,6.721536e-05,3.893808e-05,3.3513243e-05,1.3024056e-05,1.4645421e-05,8.087015e-06,1.9380372,0.26232886,5.980061,2.4194218e-08,2.3682182e-08,2.0887569e-08,8.609503e-09,2.6564132e-08,1.4812445e-08,3.0
91,91,474706.8,4637.08,8155.9727,9382.025,-60.379597,96.2184836101078,0.119260475,-1.05158815e-05,4.1107294e-05,3.106542e-05,3.0,41,0.02120578,2.260256e-06,0,-4.5925369491343794e-07,0.3592518,0.05612882,1.5079966,6.223397e-05,3.0974326e-05,2.1217962e-05,9.104736e-06,1.5847063e-05,9.690062e-06,1.2222407,0.16993368,4.9199457,1.4490716e-08,4.8141597e-09,6.044901e-09,1.1072955e-08,1.5115017e-08,1.0959956e-08,3.0
92,92,323198.12,6845.962,10094.854,12197.265,-55.85631,97.03248628877918,0.119256616,-1.0245477e-05,4.8781065e-05,3.3413842e-05,3.0,41,0.021221774,1.7398797e-06,0,-4.613679579819695e-07,0.2559422,0.059199814,1.4984841,3.9110833e-05,2.3395567e-05,2.4323714e-05,1.23670425e-05,9.441535e-06,4.1382564e-06,1.0733932,0.14768083,4.6162806,6.8870083e-09,6.283261e-09,4.3968655e-09,5.6315006e-09,8.99631e-09,8.4383975e-09,3.0
93,93,220049.0,9987.555,12048.011,15649.467,-50.341965,97.84649142078706,0.11926636,-1.07079595e-05,6.003236e-05,3.5580906e-05,3.0,41,0.020982806,1.3408e-06,0,-4.6431900058059407e-07,0.18625382,0.06631063,1.5225357,2.5887528e-05,2.0872783e-05,1.1911942e-05,7.21712e-06,5.5900496e-06,1.3010685e-05,1.0075386,0.16998236,4.1711907,4.757591e-09,2.2882702e-09,3.2429668e-09,5.745353e-09,5.096502e-09,6.872156e-09,3.0
94,94,149820.0,14065.38,13458.291,19466.908,-43.736435,98.66049775274587,0.11925618,-1.1161117e-05,7.8933335e-05,3.772648e-05,3.0,41,0.021237465,1.0909521e-06,0,-4.6752470797572856e-07,0.14679559,0.035622828,1.5250566,1.7232074e-05,1.7179957e-05,1.4552106e-05,9.657199e-06,5.141544e-06,5.022113e-06,0.74767244,0.123592995,3.7608783,1.9885034e-09,3.738914e-09,2.4760627e-09,2.7213378e-09,5.3102136e-09,1.8945139e-09,3.0
95,95,101998.59,18887.02,13807.575,23395.91,-36.169106,99.47450008473243,0.11926579,-1.04450155e-05,0.00011300783,3.936076e-05,3.0,41,0.020734843,8.862593e-07,0,-4.698382258001238e-07,0.12604596,0.053442925,1.5692314,9.279984e-06,1.3516041e-05,1.2637038e-05,1.401183e-05,5.1948464e-06,4.1576304e-06,1.0469207,0.15616828,3.5116534,1.593025e-09,2.4986138e-09,2.4394127e-09,4.5897286e-09,1.1477455e-09,6.236843e-09,3.0
96,96,69449.59,23500.73,12673.942,26700.434,-28.337982,100.28849716341938,0.11925766,-1.0307017e-05,0.00018081677,4.0740422e-05,3.0,41,0.02051222,7.6823545e-07,0,-4.7085552851835483e-07,0.12550116,0.073046595,1.5667233,1.086785e-05,7.994653e-06,1.5175634e-05,9.670917e-06,4.248483e-06,1.0358761e-05,0.49622345,0.099310905,3.39811,5.6435756e-10,1.1994844e-09,1.3270973e-09,1.400227e-09,2.6957265e-09,1.1000802e-09,3.0
97,97,47283.254,27081.81,10514.04,29051.152,-21.217833,101.10249242876307,0.11926936,-9.760618e-06,0.00032014237,4.1932977e-05,3.0,41,0.020239921,6.9669943e-07,0,-4.733607511772233e-07,0.121788435,0.07199728,1.6044385,1.27890635e-05,4.9737573e-06,1.08493705e-05,1.2811302e-05,7.260627e-06,6.845246e-06,0.36309373,0.116588704,3.368169,6.3213834e-10,5.1244553e-10,1.5142866e-09,1.0993361e-09,7.94337e-10,7.294795e-10,3.0
98,98,32196.41,29396.559,8165.552,30509.57,-15.523823,101.78248323439038,0.11925663,-1.0238018e-05,0.00060537865,4.336367e-05,3.0,41,0.021069922,6.906004e-07,0,-4.7481248651757664e-07,0.11111879,0.07002546,1.5399942,7.714583e-06,1.41095115e-05,9.582032e-06,5.7076813e-06,6.45258e-06,7.25707e-06,0.45609343,0.11246716,3.1422691,5.8585814e-10,2.4768474e-09,5.2585203e-10,1.0023654e-09,8.0061113e-10,9.098787e-10,3.0
99,99,21915.822,30720.168,6136.2847,31327.03,-11.296035,102.46150521331583,0.119257525,-1.0502827e-05,0.001183469,4.5407694e-05,3.0,41,0.02121275,6.7713887e-07,0,-4.769783144818941e-07,0.124693505,0.06879865,1.5208312,1.2291123e-05,7.388673e-06,7.3019723e-06,1.7043587e-05,5.4952925e-06,5.2347314e-06,0.23682396,0.1271085,3.1458406,3.3624464e-10,2.7284772e-10,5.1696664e-10,7.7038415e-10,8.5195345e-10,8.030277e-10,3.0
100,100,14919.832,31486.814,4696.949,31835.213,-8.484361,103.14049847223214,0.119258724,-1.0487909e-05,0.0022711214,4.9437505e-05,3.0,41,0.020739311,6.514582e-07,0,-4.788279482269155e-07,0.16349319,0.046324115,1.5788269,1.0249786e-05,1.49586e-05,2.077637e-05,1.7111437e-05,7.4156187e-06,3.9194374e-06,0.27437007,0.06775925,3.287105,5.718186e-10,7.029511e-10,5.3411153e-10,9.75745e-10,6.2872646e-10,4.7715387e-10,3.0
101,101,10159.962,31887.996,3664.711,32097.889,-6.555925,103.81949647780857,0.11926539,-1.0620314e-05,0.00427453,5.572048e-05,3.0,41,0.019540828,6.087886e-07,0,-4.810522635101569e-07,0.15928462,0.028780518,1.6800352,7.7903205e-06,2.0830135e-05,1.69859e-05,8.86372e-06,7.590601e-06,2.1561573e-06,0.23230097,0.071506046,3.4180913,4.2259166e-10,5.809492e-10,5.096777e-10,6.7539185e-10,5.9171945e-10,4.1206097e-10,3.0
102,102,6916.754,32170.197,3031.5977,32312.725,-5.3834395,104.7132109735685,0.11919372,-1.1608682e-05,0.0075900783,6.681011e-05,3.0,41,0.020211453,6.2549515e-07,0,-4.840558707393131e-07,0.12466176,0.074122466,1.5883427,4.0897203e-06,9.5606365e-06,5.142516e-06,1.8993676e-05,5.767435e-06,7.979193e-06,0.17350018,0.13357188,3.3485198,4.4438225e-10,2.608189e-10,5.891868e-10,5.1544957e-10,2.4028304e-10,4.308123e-10,3.0
103,103,4708.491,32391.49,2856.5098,32517.2,-5.039708,105.4778422366071,0.119168274,-1.0527071e-05,0.011833212,9.13162e-05,3.0,41,0.020234143,6.2225973e-07,0,-4.859892301735e-07,0.14050546,0.098774314,1.5943046,6.1740443e-06,1.4203953e-05,7.5032212e-06,1.9521562e-05,4.8073557e-06,8.104848e-06,0.2286971,0.116462864,3.3435082,3.7639347e-10,5.187782e-10,4.2282497e-10,7.7481216e-10,3.788918e-10,6.826276e-10,3.0
104,104,3206.0295,32605.674,2993.8445,32742.832,-5.2461734,106.21968685852335,0.1191929,-1.0366694e-05,0.016581483,0.0001386275,3.0,41,0.020239448,6.181337e-07,0,-4.886308512118834e-07,0.17143649,0.12148429,1.5891749,1.2702794e-05,1.5788873e-05,4.562966e-06,2.5261785e-05,6.1439177e-06,8.627117e-06,0.24134979,0.17298852,3.4180293,6.532644e-10,5.2098637e-10,2.4604943e-10,7.132159e-10,3.932068e-10,8.5219193e-10,3.0
105,105,2182.901,32828.605,3474.1038,33011.918,-6.040871,106.96397726717987,0.119178325,-1.0597935e-05,0.020986661,0.00023242744,3.0,41,0.020241663,6.131623e-07,0,-4.912772594321934e-07,0.1495798,0.12286758,1.5784682,5.6991835e-06,1.1062147e-05,2.1376707e-06,2.2965003e-05,7.3791125e-06,1.0197071e-05,0.24585378,0.16088988,3.3886752,5.2251836e-10,1.0893112e-09,3.0101208e-10,6.167781e-10,3.3346745e-10,3.8582024e-10,3.0
106,106,1486.4281,33101.406,4346.941,33385.61,-7.481383,107.70658583569457,0.1191797,-1.0420775e-05,0.024631593,0.0004175816,3.0,41,0.02024218,6.0631453e-07,0,-4.939432548090505e-07,0.15232575,0.07460507,1.5929624,8.960331e-06,1.3611977e-05,1.02089e-05,1.8365157e-05,1.164968e-05,6.2489767e-06,0.24263006,0.13348629,3.4452736,4.5747275e-10,1.1326435e-09,3.9854664e-10,3.99123e-10,2.8969943e-10,3.8330064e-10,3.0
107,107,1012.2657,33476.418,5739.2285,33964.824,-9.728267,108.70131769633736,0.119176164,-1.0915358e-06,0.02739505,0.0007822046,3.0,42,0.020251613,5.9625256e-07,0,-4.940067052876948e-07,0.12875457,0.06708915,1.5747534,4.32071e-06,1.536124e-05,9.31167e-06,1.4743993e-05,2.12905e-06,9.374427e-06,0.11646349,0.058351945,0.40084365,3.542155e-11,5.085452e-10,1.0499585e-10,4.4451842e-10,7.891361e-11,7.037606e-11,3.0
