True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,THD_I,NSD_I,NSR_I,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
0,0,7000018.5,97.23864,209.44258,230.9146,-65.09581,7.031472253933316,-0.019965855,-0.0045903535,0.00010855653,8.930652e-05,1.0,39,0.016629301,7.201494e-05,0,-4.739560447170839e-06,3.9894705,0.10459568,3.4438896,8.715909,0.17521507,6.709261,6.722186e-05,1.158781e-05,0.00015760752,0.00064054737,6.309727e-06,6.803966e-06,1.8547524e-07,8.841306e-08,5.595174e-07,6.246503e-06,7.479679e-08,8.997082e-08,1.0
1,1,4765894.0,102.6452,268.052,287.03296,-69.046646,9.784485158015741,-0.019963695,-0.0036325625,0.0001245824,0.00010865038,1.0,39,0.018467769,6.434024e-05,0,-7.598998279308338e-06,2.1638536,0.09945439,1.8170298,3.3945436,0.15088011,4.849623,0.00039817535,1.52028415e-05,7.93103e-06,1.9565696e-05,1.817066e-05,6.7449128e-06,2.1624367e-06,1.2056343e-07,1.0161242e-07,1.3556628e-07,1.7398696e-07,9.266548e-08,1.0
2,2,3244822.5,132.18767,363.89444,387.15985,-70.036026,11.910479845682858,-0.019989321,-0.0035950711,0.00013478877,0.00011907592,1.0,39,0.019428162,5.0181243e-05,0,-9.686448983484297e-06,2.8288038,0.08713863,1.7108932,6.1481843,0.16256317,5.1179457,0.0005474282,4.5775207e-05,7.3210267e-06,7.64534e-06,6.553811e-06,5.6709723e-06,3.07527e-06,1.2585393e-07,9.378533e-08,1.0684057e-07,9.450105e-08,7.7765876e-08,1.0
3,3,2209211.8,249.0411,616.5674,664.96375,-68.005455,14.47548908754834,-0.019985333,-0.0003607461,0.00011684288,0.00010045404,1.0,40,0.018509913,2.7835973e-05,0,-1.0243009142358157e-05,1.0728856,0.04562388,1.9975759,2.0047586,0.13320655,4.63173,0.00017633803,8.9768284e-05,8.760029e-06,8.582179e-06,6.7792175e-06,6.49565e-06,4.1589692e-07,3.2801404e-07,8.834704e-08,6.885429e-08,7.357926e-08,6.916187e-08,1.0
4,4,1504119.6,406.10913,810.73236,906.75885,-63.39296,16.738487168360734,-0.019979183,-0.00035998155,0.00013051495,0.0001043354,1.0,40,0.020833796,2.2976115e-05,0,-1.0458682083743169e-05,0.41324353,0.085233755,1.7483035,0.98260856,0.089811794,3.5222886,7.747538e-05,2.453923e-05,1.3444034e-05,1.7763397e-05,8.99172e-06,7.639028e-06,1.3748244e-07,8.421285e-08,5.4834103e-08,9.2501715e-08,8.6139444e-08,5.7849125e-08,1.0
5,5,1024068.44,663.63104,1009.6011,1208.1807,-56.682278,19.00248932922841,-0.019996254,-0.00035142212,0.0001539364,0.000107492255,1.0,40,0.020785183,1.7203703e-05,0,-1.0685108503316466e-05,0.2592784,0.06170324,1.7077698,0.7909995,0.11492659,3.2239482,4.324959e-05,2.2683818e-05,1.051576e-05,8.3687655e-06,6.3075718e-06,1.3911405e-05,5.1970105e-08,4.3868415e-08,3.320317e-08,5.7150306e-08,4.717921e-08,7.9595765e-08,1.0
6,6,697233.1,1026.4686,1156.2273,1546.124,-48.402164,21.266487970104208,-0.019983618,-0.00035444307,0.00019742352,0.00011040702,1.0,40,0.021217687,1.3723146e-05,0,-1.0891789236295002e-05,0.15549293,0.059444673,1.6910869,0.6464949,0.08068816,2.956603,2.8592074e-05,8.126812e-06,5.3375406e-06,7.389823e-06,6.5626714e-06,5.9962913e-06,2.7280597e-08,3.3855166e-08,3.5674013e-08,2.8348103e-08,3.7957868e-08,4.1028283e-08,1.0
7,7,474706.8,1451.841,1193.0334,1879.141,-39.41126,23.530497410945827,-0.020002665,-0.0003511983,0.00028102312,0.00011327356,1.0,40,0.02158151,1.1484774e-05,0,-1.111962963346352e-05,0.13452436,0.041330136,1.6509343,0.5650347,0.063523225,2.755591,2.2781836e-05,7.558303e-06,6.900715e-06,8.046466e-06,6.6862754e-06,7.0316296e-06,1.6086316e-08,1.7642716e-08,2.0389683e-08,2.7535384e-08,2.6081397e-08,3.6702726e-08,1.0
8,8,323198.12,1856.4236,1100.8746,2158.2942,-30.668293,25.794491118489532,-0.020006802,-0.00035567384,0.00044731496,0.00011637719,1.0,40,0.021021178,9.739719e-06,0,-1.136450112407062e-05,0.10144848,0.05685857,1.6797273,0.41810197,0.07681546,2.7253041,1.45968e-05,6.1034625e-06,3.966197e-06,6.9450903e-06,5.8910227e-06,6.4651654e-06,8.3380804e-09,1.5253978e-08,1.3241407e-08,1.44490855e-08,2.1240494e-08,1.6594642e-08,1.0
9,9,220049.0,2180.5508,926.4627,2369.2056,-23.019451,28.058494292694377,-0.020007214,-0.000358471,0.0007806796,0.0001193777,1.0,40,0.02137556,9.0222475e-06,0,-1.1576550319244158e-05,0.10555349,0.069344535,1.6595919,0.3089313,0.0849253,2.6506429,1.19627775e-05,7.5245684e-06,7.961526e-06,1.1813587e-05,5.6947097e-06,5.8665523e-06,5.005429e-09,1.1232053e-08,7.510729e-09,1.3515224e-08,1.1431971e-08,1.3891728e-08,1.0
