True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,THD_I,NSD_I,NSR_I,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
84,84,7000018.5,141.16977,218.39674,260.05008,-57.121723,248.53249601795687,0.031967055,0.00156901,0.00010410578,7.342655e-05,3.0,39,0.018133149,6.9729445e-05,0,5.9024641007719795e-06,1.2935872,0.10539152,4.656933,1.7885127,0.23990475,11.580957,4.287716e-05,2.0316944e-05,0.00020389691,0.000104480656,7.773838e-06,8.787941e-06,1.574381e-07,1.2902127e-07,6.043368e-07,1.0539396e-06,1.0922836e-07,1.1953105e-07,3.0
85,85,4765894.0,130.48221,265.3024,295.65347,-63.810913,250.7425089229073,0.031999405,0.0015385926,0.00012587357,0.000101356345,3.0,39,0.021597505,7.305006e-05,0,6.972342651167897e-06,1.5900902,0.10778811,2.45623,2.171797,0.15784532,6.6183405,0.00034136456,6.213206e-06,7.082561e-06,2.0519421e-05,2.4602605e-05,1.0686912e-05,1.5287491e-06,1.2362571e-07,8.584548e-08,3.0147396e-07,1.9469961e-07,9.6834974e-08,3.0
86,86,3244822.5,148.53297,358.4981,388.05017,-67.49479,252.87049758402281,0.031970657,0.0015768481,0.0001368177,0.00011677242,3.0,39,0.019211058,4.9506634e-05,0,7.883662942201012e-06,3.249122,0.07456368,2.3762727,6.7636704,0.14386904,7.620635,0.00062364235,1.9413763e-05,6.3393477e-06,8.058721e-06,9.532642e-06,5.3719555e-06,3.3404988e-06,1.0828683e-07,9.921738e-08,1.0735681e-07,9.0823995e-08,6.157213e-08,3.0
87,87,2209211.8,264.82187,669.17065,719.66656,-68.409,255.43751503925887,0.03196687,0.00015805766,0.00010765789,9.308014e-05,3.0,40,0.019406158,2.6965487e-05,0,8.124821181994864e-06,0.91252935,0.06830459,4.2622194,1.7445519,0.093780406,10.71416,0.00016800711,5.2460073e-05,6.9032467e-06,9.085568e-06,7.690118e-06,7.948004e-06,3.9713862e-07,1.4802288e-07,8.615492e-08,8.927211e-08,8.063345e-08,1.1087812e-07,3.0
88,88,1504119.6,426.09714,870.4247,969.12225,-63.916965,257.7024940534902,0.031957727,0.00015828137,0.00012156444,9.8064505e-05,3.0,40,0.021086432,2.1758278e-05,0,8.209360120180943e-06,0.38657075,0.08578717,4.281568,1.4629942,0.18399893,9.714488,6.6168315e-05,3.230975e-05,1.9240466e-05,1.9950628e-05,1.4068072e-05,8.466728e-06,1.5787744e-07,9.407395e-08,9.48362e-08,1.5509677e-07,1.1257114e-07,1.185275e-07,3.0
89,89,1024068.44,681.18134,1084.3483,1280.5542,-57.863197,259.96751093442435,0.031965062,0.0001617114,0.00014332513,0.00010276944,3.0,40,0.020638919,1.6117177e-05,0,8.305784413957757e-06,0.19324684,0.07072673,4.427231,1.1836114,0.12213258,9.513059,2.9667019e-05,1.7689408e-05,5.6063e-06,1.4155828e-05,7.774255e-06,7.794402e-06,3.537623e-08,5.0890208e-08,4.7679308e-08,5.4660294e-08,1.2166566e-07,8.8529475e-08,3.0
90,90,697233.1,1041.9972,1265.2239,1639.0697,-50.52624,262.2324986686872,0.03197601,0.00015164504,0.00018041587,0.00010750153,3.0,40,0.021241007,1.2959185e-05,0,8.396004255389219e-06,0.18118839,0.081614435,5.899753,0.8623561,0.10078312,8.958975,2.8461947e-05,9.854084e-06,1.0994675e-05,1.1138488e-05,1.0693783e-05,9.958481e-06,6.411709e-08,1.7740787e-08,4.6310443e-08,3.573627e-08,4.4089813e-08,3.049049e-08,3.0
91,91,474706.8,1481.7268,1361.8079,2012.4698,-42.585125,264.4975077896088,0.031961776,0.00014843872,0.00024619477,0.00011273318,3.0,40,0.02150393,1.0685343e-05,0,8.473826675152952e-06,0.15225334,0.05036112,5.5172524,0.8839126,0.1092524,8.297257,1.4734316e-05,8.165958e-06,1.0776655e-05,1.3353772e-05,8.840422e-06,1.7184262e-05,1.5399099e-08,1.808269e-08,2.572793e-08,3.3727513e-08,3.5994816e-08,6.5517376e-08,3.0
92,92,323198.12,1941.2704,1341.0283,2359.4253,-34.636692,266.76250168387196,0.03196588,0.00014614579,0.00036720902,0.000118625154,3.0,40,0.020994006,8.897932e-06,0,8.564877342421065e-06,0.120401755,0.08312634,6.2217984,0.50969625,0.10534619,7.99832,1.0258805e-05,8.5801485e-06,8.696905e-06,1.2043166e-05,8.05126e-06,7.9905385e-06,8.868229e-09,1.5618975e-08,1.4395738e-08,1.8390146e-08,2.6199087e-08,1.9337888e-08,3.0
93,93,220049.0,2362.0293,1211.5646,2654.632,-27.15482,269.02751267139683,0.03196855,0.00015803904,0.0005969723,0.00012434795,3.0,40,0.02148994,8.095261e-06,0,8.667595155713824e-06,0.12844157,0.074532636,4.3244247,0.57230055,0.133228,7.547288,1.1399824e-05,6.8013796e-06,9.554467e-06,1.6447251e-05,1.0142494e-05,5.6676527e-06,6.328603e-09,7.785099e-09,9.966141e-09,3.046041e-08,1.7678921e-08,2.082122e-08,3.0
