True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,THD_I,NSD_I,NSR_I,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
42,42,7000018.5,210.86104,714.4466,744.91364,-73.55662,46.95049585666857,0.15945889,0.00013273224,3.182374e-05,2.9273786e-05,2.0,40,0.011925627,1.6009408e-05,0,2.4124389089430743e-07,6.828919,0.13779333,4.7021027,0.0002498264,6.752427e-05,0.00036841602,0.0006783099,7.256184e-06,1.3578217e-05,24.750065,0.6265056,21.660343,9.777633e-07,1.9009515e-07,9.079462e-07,3.723007e-06,3.8905792e-08,1.18619354e-07,2.0
43,43,4765894.0,401.17276,976.1194,1055.3429,-67.65795,48.391487791755935,0.15948756,2.949713e-05,3.4211556e-05,2.9267896e-05,2.0,40,0.019142974,1.8139104e-05,0,2.807449582276094e-07,3.0574088,0.11839391,1.7870553,0.00057928124,5.616858e-05,1.4076378e-05,1.5263844e-05,5.1985335e-05,2.526514e-05,11.387657,0.2951536,10.356037,2.0405164e-06,1.6030086e-07,1.015863e-07,8.879223e-08,2.1605211e-07,1.09492206e-07,2.0
44,44,3244822.5,600.68866,1306.6692,1438.1277,-65.311295,49.070490650687134,0.15945031,3.4471683e-05,3.7537342e-05,3.0988456e-05,2.0,40,0.020091027,1.3970267e-05,0,2.8694767957502087e-07,4.2007275,0.06428422,1.6775382,0.00081689295,0.00021107854,1.5824611e-05,7.788815e-06,5.1159627e-06,7.931212e-06,15.71179,0.3362269,9.286801,2.1667001e-06,3.095037e-07,8.304126e-08,7.270074e-08,6.365053e-08,7.035486e-08,2.0
45,45,2209211.8,915.57666,1677.8978,1911.445,-61.380077,49.88449660936021,0.15944493,3.2515407e-05,4.293557e-05,3.308451e-05,2.0,40,0.021008413,1.0990854e-05,0,2.9085471508287634e-07,2.444337,0.064883456,1.6130489,0.00041352716,0.00029045297,8.707526e-05,2.4342762e-05,7.671328e-06,5.713122e-06,6.022546,0.2888471,8.175946,3.9390838e-07,4.031089e-07,3.0432594e-07,1.4263945e-07,4.857619e-08,4.7197688e-08,2.0
46,46,1504119.6,1349.8555,2099.241,2495.781,-57.25814,50.69748947463813,0.15945032,2.6180773e-05,5.0405215e-05,3.5660472e-05,2.0,40,0.020910507,8.3783425e-06,0,3.006491857314278e-07,1.4381068,0.094531655,1.5585282,0.00021118458,0.00015464592,0.00013474103,4.808203e-05,3.6068726e-05,1.1056609e-05,4.176065,0.11807848,6.6914616,1.4813955e-07,2.5046614e-07,1.6398262e-07,7.819107e-08,9.751233e-08,1.18068705e-07,2.0
47,47,1024068.44,1948.711,2525.398,3189.8447,-52.3446,51.51148735333118,0.15944694,2.9366724e-05,6.154054e-05,3.8572864e-05,2.0,40,0.021297207,6.6765656e-06,0,3.0716364412490627e-07,0.89742285,0.06562189,1.5429802,0.00013793109,8.972103e-05,7.584677e-05,3.0334386e-05,5.1155723e-05,9.8780265e-06,3.0296202,0.19943543,6.0746036,7.997798e-08,9.434453e-08,1.193874e-07,3.966966e-08,9.2874735e-08,7.7532405e-08,2.0
48,48,697233.1,2713.4954,2923.684,3988.8577,-47.13535,52.325496351957554,0.15944399,2.9217685e-05,7.807494e-05,4.1944542e-05,2.0,40,0.0213961,5.363967e-06,0,3.1581230417914695e-07,0.60689056,0.052225202,1.5325333,9.2883216e-05,6.8400754e-05,4.2172178e-05,1.8675639e-05,3.6538742e-05,4.8256143e-06,1.8930101,0.23004349,6.1458516,5.5402158e-08,3.2490227e-08,2.1106038e-08,4.435697e-08,2.3434408e-08,5.3298397e-08,2.0
49,49,474706.8,3647.9893,3211.617,4860.279,-41.360046,53.13949436394614,0.15944049,2.7634018e-05,0.00010439289,4.558228e-05,2.0,40,0.021569086,4.437829e-06,0,3.1364190960710736e-07,0.39991117,0.058246095,1.5212147,6.30339e-05,3.5613477e-05,3.3595534e-05,1.9157442e-05,2.4327248e-05,9.037134e-06,1.5602753,0.19189508,5.7312913,2.9531199e-08,3.1220797e-08,1.7747045e-08,1.8101552e-08,3.1500843e-08,3.142543e-08,2.0
50,50,323198.12,4774.7505,3273.0593,5788.8823,-34.430374,54.254499296919676,0.15944313,-7.4969626e-06,0.00015045181,4.809675e-05,2.0,41,0.019681554,3.3998886e-06,0,3.183960603524601e-07,0.3152779,0.08446055,1.6053499,4.015504e-05,3.47173e-05,2.8111108e-05,1.1207951e-05,9.172097e-06,4.1849794e-06,0.8064989,0.07528347,2.553744,1.3339624e-08,7.6573805e-09,4.923468e-09,1.0835252e-08,1.0398793e-08,1.005839e-08,2.0
51,51,220049.0,5804.3726,3134.9927,6596.887,-28.37387,55.068492722261,0.15945542,2.6903613e-06,0.00023070883,5.2102572e-05,2.0,41,0.020571543,3.118371e-06,0,3.197569394867112e-07,0.2221731,0.061970517,1.5565296,2.8618777e-05,2.9372493e-05,1.7933033e-05,5.198246e-06,4.5463858e-06,5.159687e-06,0.55066085,0.08471834,2.0386703,5.7035145e-09,5.5673937e-09,4.7893143e-09,2.6721587e-09,9.672308e-09,6.2149716e-09,2.0
