True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,THD_I,NSD_I,NSR_I,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
42,42,7000018.5,-9.00579,440.64758,440.7396,-91.17083,123.29449513615691,-0.122081295,-5.57681e-05,5.1597606e-05,5.1576066e-05,2.0,40,0.011156588,2.5313333e-05,0,-7.811912424962171e-08,4.2496557,0.18456642,4.997894,6.77281e-05,1.6236936e-05,0.00019575302,0.00042575668,1.0018786e-05,8.411491e-06,13.18802,0.46553808,15.739323,2.3738795e-07,1.211652e-07,6.4146826e-07,3.2620028e-06,7.3333915e-08,8.364486e-08,2.0
43,43,4765894.0,94.104515,454.9867,464.61658,-78.31433,125.39249715578626,-0.12199708,-3.7315607e-05,7.339678e-05,7.0385795e-05,2.0,40,0.01711323,3.6833015e-05,0,-9.865002097506369e-08,8.010754,0.1293186,3.6564941,0.001358292,6.0023947e-05,1.06848465e-05,2.0068906e-05,6.245119e-05,0.00016177996,14.109002,0.1849977,6.2788057,5.0384433e-06,2.2570298e-07,1.1184576e-07,1.3097745e-07,4.4302612e-07,1.1536938e-06,2.0
44,44,3244822.5,141.47575,540.70605,558.90826,-75.337265,127.94349130362389,-0.12205692,-1.9702034e-05,9.071267e-05,8.490032e-05,2.0,40,0.019966364,3.5723868e-05,0,-1.0994473655524612e-07,7.4663196,0.06485566,1.8183354,0.0014721093,0.00023447112,5.6070917e-06,6.1633887e-06,7.4157056e-06,8.346056e-06,15.295823,0.1610206,4.2658396,5.4455636e-06,4.0849366e-07,7.098731e-08,6.5423755e-08,1.0652039e-07,7.312561e-08,2.0
45,45,2209211.8,202.36307,704.15656,732.65765,-73.96622,130.08950609891326,-0.1220935,-1.996292e-05,0.000102308935,9.450392e-05,2.0,40,0.020736113,2.8302595e-05,0,-1.2165164959250932e-07,3.23376,0.07943936,1.7842425,0.0004903772,0.0004464622,9.7178774e-05,1.6744338e-05,7.2914277e-06,5.8608075e-06,5.3257504,0.13752307,3.7144299,1.0383627e-06,1.0202472e-06,3.5632726e-07,5.428682e-08,7.967597e-08,1.02203984e-07,2.0
46,46,1504119.6,306.28873,939.339,988.0134,-71.94049,132.23448332076077,-0.12212368,-1.582513e-05,0.00011264591,0.00010182031,2.0,40,0.02093053,2.118446e-05,0,-1.1136807487793494e-07,1.390927,0.13381621,1.6563647,0.00019809842,0.0001462563,0.00013504608,6.330239e-05,4.2121206e-05,4.2877773e-06,2.830693,0.12275674,3.1542726,3.1326863e-07,3.7486652e-07,2.7754345e-07,2.7142073e-07,8.692847e-08,6.299241e-08,2.0
47,47,1024068.44,477.28958,1251.5016,1339.4258,-69.12447,134.3804985693714,-0.12213147,-9.860723e-06,0.0001241823,0.000108413966,2.0,40,0.02129635,1.5899612e-05,0,-1.2056906701787933e-07,0.76567197,0.08430875,1.6244773,0.0001204364,6.29299e-05,6.176795e-05,3.1726624e-05,5.5970784e-05,7.578596e-06,1.980652,0.13474295,2.9682763,1.5787208e-07,1.5035155e-07,1.3576656e-07,8.003488e-08,1.8087415e-07,5.047659e-08,2.0
48,48,697233.1,737.41394,1636.6287,1795.0857,-65.745155,136.5264842179895,-0.12211662,-1.7875382e-05,0.00013947359,0.00011593696,2.0,40,0.021304613,1.1868298e-05,0,-1.208277153461555e-07,0.46633816,0.07423585,1.6194183,7.9680925e-05,4.0726372e-05,2.8406284e-05,1.7989018e-05,2.4985515e-05,5.847875e-06,1.1307412,0.118922964,3.147888,7.880749e-08,5.0900514e-08,3.8180886e-08,4.1631434e-08,4.855292e-08,5.031917e-08,2.0
49,49,474706.8,1107.588,2099.9531,2374.1428,-62.191284,138.67248490653583,-0.122117154,-1.466953e-05,0.00015965595,0.0001249081,2.0,40,0.021520413,9.064498e-06,0,-1.290057292720282e-07,0.31138787,0.11059333,1.6165898,5.5585817e-05,2.6221025e-05,1.8622928e-05,9.226551e-06,1.3197117e-05,5.316071e-06,0.8537331,0.13605879,3.3205853,3.9515843e-08,2.575291e-08,2.222982e-08,1.5887295e-08,3.3590883e-08,3.5227394e-08,2.0
50,50,323198.12,1629.0598,2644.7393,3106.2004,-58.368496,140.81849887516,-0.12211879,-1.7334913e-05,0.00018619518,0.00013498179,2.0,40,0.021442078,6.9029925e-06,0,-1.559111575146501e-07,0.2308268,0.08787752,3.9936123,4.1689535e-05,1.7394637e-05,1.0469602e-05,9.72893e-06,1.0142516e-05,4.9162104e-06,0.7033501,0.10466866,3.473531,1.9491434e-08,1.5880023e-08,1.8246558e-08,1.2999617e-08,3.27126e-08,2.237448e-08,2.0
51,51,220049.0,2378.2234,3253.9558,4030.4062,-53.837997,142.96449297710205,-0.12212502,-2.2497805e-05,0.00022227422,0.0001448821,2.0,40,0.021582976,5.3550375e-06,0,-1.697120236518417e-07,0.16825312,0.07556862,4.901301,2.973728e-05,1.3249548e-05,7.674847e-06,6.3484363e-06,7.066254e-06,6.5911227e-06,0.456457,0.14261416,4.183659,1.4337797e-08,7.799434e-09,1.0254863e-08,1.1060618e-08,1.0337788e-08,1.0983466e-08,2.0
52,52,149820.0,3427.2654,3824.7163,5135.621,-48.137005,145.11049817237654,-0.122119315,-2.2945189e-05,0.0002777481,0.00015405068,2.0,40,0.021474922,4.181563e-06,0,-1.8946003882487775e-07,0.1626006,0.06346168,6.69765,1.8685714e-05,1.2846039e-05,1.05975205e-05,8.341956e-06,8.504972e-06,1.4537109e-05,0.48921588,0.16293378,6.602303,5.441896e-09,5.750577e-09,7.921661e-09,9.312931e-09,7.258585e-09,1.3776628e-08,2.0
53,53,101998.59,6058.569,4316.12,7438.76,-35.466045,147.55748487522942,-0.12213812,4.2388137e-06,0.00036152007,0.000121707795,2.0,41,0.019322613,2.5975585e-06,0,-1.8627588786519628e-07,0.13682246,0.052665,5.667399,1.8489576e-05,8.998805e-06,8.236335e-06,9.3089775e-06,4.3601603e-06,8.158968e-06,0.46678516,0.05996958,3.5009983,2.7404967e-09,4.1752517e-09,5.1999525e-09,3.7678185e-09,4.2263064e-09,6.195981e-09,2.0
54,54,69449.59,7384.5156,3795.2412,8302.706,-27.200708,149.70349700385123,-0.12212269,4.810784e-07,0.00060382497,0.00012616836,2.0,41,0.02038912,2.4557198e-06,0,-1.835440296220349e-07,0.12482382,0.057074543,4.89338,1.2577207e-05,9.378022e-06,1.1840432e-05,8.21068e-06,5.646279e-06,8.863044e-06,0.30701914,0.056484282,3.1764789,1.6515406e-09,2.5855613e-09,2.1703987e-09,3.97712e-09,2.6962235e-09,3.3258412e-09,2.0
55,55,47283.254,8315.474,3109.5347,8877.8545,-20.503063,151.8495021724084,-0.12211153,8.2235573e-07,0.0010824738,0.00013279819,2.0,41,0.020459436,2.3045473e-06,0,-1.831273673625936e-07,0.11700164,0.03232471,4.8201327,8.045619e-06,1.4099063e-05,6.479678e-06,9.203716e-06,6.874563e-06,6.783391e-06,0.23585021,0.059145417,3.2795382,1.3157767e-09,1.5881486e-09,1.3380026e-09,3.0634764e-09,2.9759748e-09,1.6107933e-09,2.0
56,56,32196.41,8900.34,2498.0835,9244.267,-15.677987,153.99549595438293,-0.12212094,8.2608324e-07,0.0019788174,0.00014450228,2.0,41,0.020342551,2.2005586e-06,0,-1.829286704544665e-07,0.11912086,0.06774531,4.6423073,6.9815856e-06,1.2899135e-05,7.88219e-06,9.139036e-06,1.0356848e-05,7.6560445e-06,0.19294882,0.07438936,3.3995643,1.090091e-09,2.0480693e-09,1.3836745e-09,1.5920821e-09,1.4977911e-09,2.066954e-09,2.0
57,57,21915.822,9270.411,2067.9333,9498.256,-12.574987,156.0064841832209,-0.12212336,1.6876585e-06,0.0035117683,0.0001664605,2.0,41,0.021377726,2.2507002e-06,0,-1.8206416958179735e-07,0.12054303,0.0377638,3.9332528,7.875069e-06,1.4813489e-05,1.3763179e-05,1.0288698e-05,4.1518033e-06,5.649517e-06,0.14825003,0.03478973,3.093189,1.076299e-09,1.4630355e-09,1.2885762e-09,1.6139518e-09,1.1021217e-09,1.0287013e-09,2.0
