True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,THD_I,NSD_I,NSR_I,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
84,84,7000018.5,26.8074,1085.3086,1085.6396,-88.58507,89.59149985536351,-0.19538446,0.00012611813,2.0949214e-05,2.0936439e-05,3.0,40,0.012100776,1.1146218e-05,0,3.249469803542399e-07,7.1623793,0.19627704,4.9064183,0.00029571523,6.158674e-05,0.00039010576,0.000712017,1.6665692e-05,1.2222421e-05,38.29279,0.5874003,29.895428,1.0381967e-06,1.5104833e-07,8.3109114e-07,4.049282e-06,1.1848798e-07,9.37984e-08,3.0
85,85,4765894.0,124.81976,1646.2827,1651.0078,-85.66418,90.89648255732027,-0.19532464,3.0000161e-05,2.0284828e-05,2.0168885e-05,3.0,40,0.021219421,1.2852405e-05,0,3.3892403726798767e-07,3.0959983,0.122568145,1.6465688,0.00064788543,7.200674e-05,6.0067905e-06,9.91718e-06,7.293026e-05,3.3704815e-05,16.10381,0.4011286,14.481283,2.0099735e-06,3.0779918e-07,3.421039e-08,6.791262e-08,3.2064955e-07,1.9345579e-07,3.0
86,86,3244822.5,124.24444,2407.626,2410.8296,-87.0459,91.70949536925764,-0.19538385,3.32979e-05,2.0372303e-05,2.0318197e-05,3.0,40,0.020917386,8.676427e-06,0,3.418670251049459e-07,4.1803813,0.07760549,1.6261489,0.00084902317,0.00020830457,1.5450827e-05,5.199804e-06,5.314051e-06,3.7183772e-06,23.541311,0.41093656,15.167627,2.0194846e-06,2.7308081e-07,6.60319e-08,8.220683e-08,4.0873918e-08,4.915075e-08,3.0
87,87,2209211.8,177.72174,3504.2356,3508.7395,-87.09666,92.52448612797889,-0.19537657,3.0428682e-05,2.0558407e-05,2.0505664e-05,3.0,40,0.02138648,6.095203e-06,0,3.499190747534612e-07,2.4675956,0.054650158,1.572574,0.00042748483,0.00029286006,9.379913e-05,3.2207365e-05,7.867256e-06,2.9263515e-06,7.737996,0.21024323,14.554793,2.2485948e-07,2.4806195e-07,2.8256105e-07,9.478275e-08,1.1612736e-07,7.299389e-08,3.0
88,88,1504119.6,195.59467,5101.934,5105.682,-87.804504,93.33950019333861,-0.19537778,3.56827e-05,2.073972e-05,2.0709283e-05,3.0,40,0.020804845,4.0748414e-06,0,3.6406958295836963e-07,1.341928,0.1279229,1.6193795,0.0002044899,0.00013805614,0.00012014252,3.5410474e-05,3.482841e-05,8.322451e-06,3.6801133,0.20656909,8.553425,7.8779934e-08,1.8775818e-07,6.988319e-08,9.364832e-08,7.5449194e-08,8.4021394e-08,3.0
89,89,1024068.44,274.29916,7781.732,7786.565,-87.98121,94.31850439988193,-0.19537939,-5.325561e-06,1.9971692e-05,1.9946909e-05,3.0,41,0.020118669,2.583767e-06,0,3.723828130954369e-07,0.94015706,0.061689515,1.6277909,0.00012752299,8.887369e-05,8.503747e-05,2.8189912e-05,5.8132628e-05,1.3100882e-05,5.1275015,0.13601544,8.528688,5.652064e-08,5.2053014e-08,8.680665e-08,4.5794305e-08,4.349942e-08,5.3607042e-08,3.0
90,90,697233.1,418.3116,11325.683,11333.405,-87.88476,95.13249913186883,-0.19538188,4.419643e-06,2.0154765e-05,2.0127307e-05,3.0,41,0.021189079,1.8696127e-06,0,3.7228271078946306e-07,0.56813383,0.06969443,1.5610334,8.4080326e-05,5.994763e-05,4.9712846e-05,1.8340403e-05,3.1074083e-05,4.551503e-06,2.8675218,0.26061183,9.037734,2.9457881e-08,2.2202794e-08,9.816194e-09,2.51543e-08,2.1211672e-08,8.597816e-09,3.0
91,91,474706.8,597.7693,16463.75,16474.598,-87.92061,95.94649029054563,-0.19539316,4.673349e-06,2.0364132e-05,2.0337324e-05,3.0,41,0.02135952,1.2965124e-06,0,3.7303263342582387e-07,0.3772102,0.07012433,1.5436679,5.8002915e-05,3.511152e-05,3.1453103e-05,1.1701399e-05,2.5052232e-05,6.572375e-06,2.7800663,0.4282306,8.799222,1.27009665e-08,1.1448877e-08,6.8987203e-09,1.6975976e-08,2.3348285e-08,4.1431205e-09,3.0
92,92,323198.12,855.09174,23924.598,23939.873,-87.95306,96.76049112915643,-0.19539194,4.2965216e-06,2.0582904e-05,2.0556645e-05,3.0,41,0.02151954,8.988995e-07,0,3.744597154188243e-07,0.25289455,0.06462476,1.5351794,3.6510715e-05,2.7360033e-05,2.3226308e-05,1.1820454e-05,1.148215e-05,5.865247e-06,1.6946813,0.27590096,6.8128157,7.070581e-09,4.0591965e-09,7.001481e-09,8.849593e-09,7.70177e-09,1.0570822e-08,3.0
93,93,220049.0,1223.5676,34809.49,34830.984,-87.98686,97.57449642117717,-0.19539063,4.639768e-06,2.0777969e-05,2.075233e-05,3.0,41,0.021226015,6.094004e-07,0,3.7558292692461217e-07,0.17659104,0.062555015,1.5233111,2.9415054e-05,1.3429915e-05,1.28646625e-05,7.1977684e-06,6.2252225e-06,4.8787315e-06,1.8768901,0.20237306,6.0956883,4.5787805e-09,3.4370888e-09,3.0906155e-09,5.859273e-09,5.5247984e-09,1.3611457e-08,3.0
94,94,149820.0,1688.2393,50593.043,50621.203,-88.088806,98.387498113123,-0.19538404,4.503586e-06,2.099711e-05,2.0973757e-05,3.0,41,0.021302143,4.2081464e-07,0,3.764225004266769e-07,0.16642779,0.05487656,1.5215966,2.5337775e-05,1.3626665e-05,1.2036066e-05,1.173164e-05,7.163683e-06,4.2753754e-06,1.4496126,0.15743275,5.417595,2.6094795e-09,3.1454876e-09,4.6840456e-09,3.672694e-09,4.5057877e-09,6.8642545e-09,3.0
95,95,101998.59,3086.6384,74368.26,74432.29,-87.623314,99.36748149301275,-0.1953924,3.4788184e-07,2.0981588e-05,2.0945503e-05,3.0,42,0.01904662,2.558919e-07,0,3.7697797786655467e-07,0.16081381,0.04678474,1.7257937,1.4418642e-05,1.7202441e-05,1.739158e-05,5.9685613e-06,6.9464486e-06,4.78257e-06,3.2589417,0.34472144,9.85791,7.4807455e-10,1.3480356e-09,1.164548e-09,6.4251173e-09,2.8151868e-09,4.3065786e-09,3.0
96,96,69449.59,4854.137,108290.9,108399.64,-87.43343,100.04648851192906,-0.19539058,4.221148e-07,2.1162086e-05,2.111965e-05,3.0,42,0.021874337,2.0179344e-07,0,3.770107713570137e-07,0.14197806,0.0422608,1.5001076,1.4703057e-05,1.7257898e-05,1.3101725e-05,8.327223e-06,1.2936309e-05,4.7054864e-06,2.3350766,0.32028717,8.393204,7.4347545e-10,1.9212365e-09,7.640424e-10,2.3236177e-09,2.8454779e-09,1.7825224e-09,3.0
97,97,47283.254,7390.119,157826.33,157999.25,-87.31912,100.86048375061364,-0.19540237,3.7082313e-07,2.1327176e-05,2.1280517e-05,3.0,42,0.020341903,1.2874683e-07,0,3.7713649715016433e-07,0.14443631,0.0424721,1.6123921,1.4409685e-05,1.935518e-05,1.1672659e-05,5.1864045e-06,8.3518717e-07,8.2537845e-06,2.7753036,0.37391254,9.718895,8.5782037e-10,7.7974355e-10,7.0047146e-10,9.251511e-10,2.7627214e-09,9.635066e-10,3.0
98,98,32196.41,12138.106,228248.64,228571.16,-86.95592,101.54050132955308,-0.19539031,4.4617508e-07,2.1657308e-05,2.1596234e-05,3.0,42,0.021107577,9.234576e-08,0,3.7724200869310307e-07,0.13445908,0.0873346,1.5552932,1.28879465e-05,1.7135879e-05,5.7886114e-06,6.783944e-06,1.1503621e-05,1.1183078e-05,2.2136075,0.16711652,7.527687,2.5362826e-10,1.9207371e-09,2.312006e-10,6.027293e-10,1.1920367e-09,3.3827785e-10,3.0
99,99,21915.822,19470.775,334080.62,334647.53,-86.66448,102.21849701509927,-0.19540338,4.3778192e-07,2.1737575e-05,2.1663987e-05,3.0,42,0.02123768,6.3462835e-08,0,3.7735309590946995e-07,0.16894141,0.057601728,1.5252205,1.679682e-05,1.9019883e-05,1.5411986e-05,1.6659202e-05,6.4056467e-06,7.860227e-06,1.4046365,0.23053786,6.683877,4.1689807e-10,2.3320784e-10,3.793397e-10,6.736971e-10,7.054749e-10,3.7504608e-10,3.0
100,100,14919.832,29659.637,469144.53,470081.16,-86.38254,103.06448966861353,-0.19540519,2.8085735e-08,2.2737857e-05,2.2647338e-05,3.0,43,0.020539258,4.3693003e-08,0,3.773454266758844e-07,0.16154599,0.064824276,1.590497,1.1673029e-05,1.6473214e-05,1.905782e-05,1.4615417e-05,6.4201313e-06,3.4289085e-06,1.9820839,0.2950016,16.867527,1.6582484e-10,2.1783655e-10,2.217154e-10,5.6204286e-10,4.1761872e-10,3.215218e-10,3.0
101,101,10159.962,59897.254,703058.94,705605.8,-85.13043,103.7434883408423,-0.19539456,2.437495e-08,2.2281085e-05,2.2120528e-05,3.0,43,0.019441083,2.7552328e-08,0,3.773509521269476e-07,0.18858366,0.05101757,1.6576977,1.5636902e-05,2.7742231e-05,5.132368e-06,1.3292334e-05,3.4382367e-06,9.595505e-06,2.5057914,0.22251922,18.09068,1.6135458e-10,2.2894547e-10,1.892881e-10,3.3487996e-10,2.4527846e-10,3.9305112e-10,3.0
102,102,6916.754,113506.64,1019051.0,1025352.94,-83.644325,104.63622390324599,-0.19539797,4.2462656e-08,2.2579894e-05,2.230319e-05,3.0,43,0.020191759,1.9692497e-08,0,3.773657568150415e-07,0.1432039,0.07000474,1.6001561,5.569147e-06,1.7864662e-05,1.1367691e-05,1.4867372e-05,7.2897096e-06,7.982216e-06,2.866193,0.20703824,17.332823,4.5959365e-11,8.172736e-11,3.026086e-10,2.4845162e-10,7.902407e-11,3.3742853e-10,3.0
103,103,4708.491,216487.34,1472729.8,1488556.2,-81.637566,105.40081204628223,-0.19540468,3.5936164e-08,2.2951725e-05,2.2466267e-05,3.0,43,0.020208212,1.3575713e-08,0,3.773696177873976e-07,0.1316938,0.044437643,1.6123419,1.4615695e-05,1.7668372e-05,5.4688617e-06,7.903582e-06,5.474886e-06,6.5163144e-06,1.9870299,0.20266528,17.304825,7.70004e-11,3.4061788e-11,5.6950594e-11,8.584811e-11,1.1673137e-10,1.8266791e-10,3.0
104,104,3206.0295,423793.75,2096746.1,2139146.0,-78.57333,106.14268944152718,-0.19540831,3.3213684e-08,2.3675913e-05,2.2746657e-05,3.0,43,0.020215292,9.450169e-09,0,3.7737522496570125e-07,0.15678915,0.12580629,1.6261466,1.423086e-05,2.1419095e-05,7.950164e-06,1.1873323e-05,9.438358e-06,5.3467097e-06,1.6783309,0.22255538,17.237745,3.6688038e-11,6.18981e-11,3.5908904e-11,8.33802e-11,5.487786e-11,8.5880865e-11,3.0
105,105,2182.901,794422.44,2924567.5,3030544.8,-74.80301,106.88695331686176,-0.19541799,2.983855e-08,2.4930128e-05,2.3217015e-05,3.0,43,0.020214917,6.6703905e-09,0,3.7738395667533414e-07,0.13580933,0.12592769,1.6063235,7.939037e-06,2.0533631e-05,5.8628943e-06,1.032544e-05,9.318545e-06,4.5672837e-06,1.9464232,0.20622025,17.490686,3.3470927e-11,4.4782494e-11,6.315714e-11,2.4755807e-11,5.8155286e-11,6.593769e-11,3.0
106,106,1486.4281,1440302.4,3961872.0,4215554.5,-70.02173,107.62958999202237,-0.19541478,3.3101784e-08,2.702563e-05,2.3870816e-05,3.0,43,0.020211114,4.794414e-09,0,3.773926572050246e-07,0.153488,0.058145277,1.6245648,1.4299851e-05,1.9470617e-05,7.7221775e-06,1.401381e-05,3.5410578e-06,7.0079705e-06,1.7976116,0.29468822,17.62922,2.3514931e-11,1.3083238e-11,2.4655403e-11,4.6616093e-11,4.9364658e-11,3.223779e-11,3.0
107,107,1012.2657,2483112.0,5141348.0,5709580.0,-64.220894,108.37231032070122,-0.19540672,3.367983e-08,3.0580784e-05,2.4796724e-05,3.0,43,0.020216718,3.5408416e-09,0,3.7740108091219956e-07,0.12792732,0.08230654,1.6336929,1.417467e-05,1.5379497e-05,5.3582726e-06,9.338041e-06,5.1378256e-06,3.3066265e-06,1.3773475,0.44226417,18.443335,9.819246e-12,2.0910294e-11,1.7884432e-11,2.095774e-11,1.7859873e-11,2.1857067e-11,3.0
108,108,688.8978,4048557.0,6369312.0,7547115.5,-57.558537,109.11707827611826,-0.19538087,3.88637e-08,3.6272108e-05,2.583425e-05,3.0,43,0.020214884,2.6784914e-09,0,3.77411435964639e-07,0.14741655,0.045136973,1.6253963,9.55758e-06,1.6822594e-05,5.240288e-06,1.7975151e-05,9.743393e-06,5.5952373e-06,1.5705947,0.27065557,20.344126,1.7737062e-11,1.0342641e-11,1.3583298e-11,2.1579991e-11,1.8072406e-11,1.8409704e-11,3.0
109,109,468.94922,6111648.0,7372982.0,9576696.0,-50.343822,109.86220300479908,-0.19537336,3.811781e-08,4.6031077e-05,2.7283877e-05,3.0,43,0.020203585,2.1096613e-09,0,3.774194405737907e-07,0.16614187,0.04998603,1.6387777,1.4156767e-05,1.7703134e-05,1.17933105e-05,1.7372848e-05,6.3769885e-06,5.193397e-06,1.4938749,0.3790985,23.042845,7.254142e-12,1.2252105e-11,4.690361e-12,2.0476863e-11,1.2350453e-11,1.1378223e-11,3.0
110,110,319.28494,8556625.0,7969434.5,11693063.0,-42.96507,110.60722605351475,-0.19538943,4.2593108e-08,6.254811e-05,2.9054447e-05,3.0,43,0.020205446,1.7279856e-09,0,3.7742899903382465e-07,0.18836409,0.02934314,1.6361592,1.4146126e-05,1.7933235e-05,2.1961452e-05,1.7708971e-05,7.063792e-06,6.9085877e-06,1.5190058,0.4013735,26.209276,3.1936322e-12,1.0031786e-11,1.1838548e-11,1.3062105e-11,1.4134557e-11,5.9933334e-12,3.0
111,111,217.43552,11211856.0,7990727.0,13767986.0,-35.477596,111.34753360869945,-0.19538088,5.4993418e-08,9.1601665e-05,3.085568e-05,3.0,43,0.020204116,1.4674707e-09,0,3.77440747166855e-07,0.1430697,0.038645156,1.6318358,1.0145724e-05,1.7217459e-05,9.366348e-06,1.3944076e-05,9.924188e-06,5.534101e-06,1.1201175,1.0438278,30.03025,4.8575085e-12,6.471897e-12,4.148916e-12,7.242481e-12,1.0069147e-11,4.867772e-12,3.0
112,112,148.05719,13688885.0,7418518.5,15569842.0,-28.45492,112.09737292429782,-0.19536994,5.2364175e-08,0.00014490169,3.289572e-05,3.0,43,0.02020449,1.2976683e-09,0,3.7745377158421827e-07,0.1390857,0.044024378,1.6313623,1.5178443e-05,1.6722253e-05,5.052453e-06,1.1501992e-05,3.0670017e-06,9.38844e-06,2.2785203,1.0126678,33.37033,2.3379819e-11,4.892169e-12,7.024019e-12,3.2948516e-12,1.128391e-11,9.000123e-12,3.0
113,113,100.80636,15945040.0,6401583.0,17182100.0,-21.874376,112.83715434613987,-0.19537148,4.9063633e-08,0.00024662938,3.4234745e-05,3.0,43,0.020203099,1.1758224e-09,0,3.7746310265910743e-07,0.16099416,0.05630345,1.6379279,1.4155847e-05,1.5904134e-05,6.1744327e-06,1.6097141e-05,1.5044145e-05,4.218635e-06,4.220126,0.9897219,36.350983,8.954358e-12,4.697427e-11,7.33505e-12,4.381605e-12,5.144894e-12,5.1541328e-12,3.0
114,114,68.616714,16879784.0,5206745.0,17664578.0,-17.142923,113.58881867519813,-0.1953646,6.47272e-08,0.00044547557,3.8703478e-05,3.0,43,0.02020406,1.1437613e-09,0,3.77474539830736e-07,0.15963781,0.060291912,1.627439,1.7203227e-05,1.8283625e-05,6.580193e-06,1.6175565e-05,5.1009642e-06,5.434982e-06,1.657894,8.314217,35.990658,8.647636e-12,8.637902e-12,2.8217834e-12,3.0651187e-12,1.1410781e-11,5.5759117e-12,3.0
