True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,THD_I,NSD_I,NSR_I,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
0,0,7000018.5,98.758865,29.497116,103.06985,-16.629736,5.949491215898888,0.0058135353,0.001273941,0.0007707994,6.313021e-05,1.0,39,0.010884724,0.000105605315,0,1.3087653560493587e-06,4.882252,0.17398243,12.935826,9.742778,0.2997862,9.9699955,4.92606e-05,1.3134777e-05,0.00019057597,0.0004898466,1.9194662e-05,5.430279e-05,2.430607e-07,2.2836478e-07,3.1518746e-06,9.694533e-06,1.4943255e-07,1.3331623e-06,1.0
1,1,4765894.0,101.43222,20.373531,103.45809,-11.357224,8.976497439638479,0.0059074983,0.0025679283,0.0016391149,6.356428e-05,1.0,39,0.021932254,0.00021199168,0,4.0611418146751626e-06,3.04255,0.09700348,6.295355,2.9157321,0.12948404,2.8345268,0.0006542534,3.4542038e-05,1.3506246e-05,1.6003443e-05,0.00010211684,7.062713e-05,5.6750255e-06,1.5559145e-07,1.069343e-07,1.6587485e-07,1.8767363e-06,1.5376905e-06,1.0
2,2,3244822.5,100.57585,17.113823,102.02149,-9.656864,11.240494000521721,0.005804175,0.0024282092,0.0028660393,8.0647864e-05,1.0,39,0.02119939,0.00020779338,0,5.816378355351642e-06,4.4652886,0.068677716,6.430564,4.6713667,0.071029566,2.1969643,0.0009448265,5.644235e-05,5.9112085e-06,5.7975453e-06,5.5574733e-06,7.736349e-06,9.693059e-06,4.648449e-07,8.839015e-08,8.925085e-08,1.1999732e-07,9.8762e-08,1.0
3,3,2209211.8,103.59745,14.96398,104.6726,-8.219157,13.505502321437234,0.005778796,0.0023494086,0.0048143277,9.839293e-05,1.0,39,0.020256832,0.00019352564,0,6.909848316363019e-06,0.9924799,0.07799184,6.7167325,1.0251225,0.037507378,2.0792668,0.00019352265,5.0530118e-05,6.225746e-06,6.667482e-06,8.527104e-06,9.959452e-06,1.8962543e-06,5.0017906e-07,9.008924e-08,1.5926405e-07,1.1899851e-07,8.143055e-08,1.0
4,4,1504119.6,106.24011,11.867785,106.90092,-6.373926,15.769495068961987,0.005764606,0.002379775,0.008915959,0.00010988656,1.0,39,0.020960063,0.00019607,0,8.034535594540001e-06,0.29772592,0.08874528,6.509888,0.3318265,0.08501386,1.9289736,5.3499523e-05,2.2893082e-05,6.9730995e-06,9.726635e-06,6.8125996e-06,1.5419275e-05,5.3045e-07,2.6995798e-07,1.3133365e-07,1.3474565e-07,9.914337e-08,1.1012593e-07,1.0
5,5,1024068.44,107.767914,9.109387,108.15223,-4.8316026,18.03349744316074,0.005774936,0.0022631555,0.0170609,0.00012103455,1.0,39,0.021012949,0.00019429048,0,9.632315561767125e-06,0.1753642,0.05224053,6.475523,0.20627289,0.037693672,1.8954856,2.7277676e-05,1.5955928e-05,5.9116187e-06,1.0574352e-05,9.165243e-06,6.5056593e-06,2.6325355e-07,1.5822975e-07,7.142582e-08,5.811192e-08,1.6222378e-07,1.3373325e-07,1.0
6,6,697233.1,108.704994,7.156294,108.9403,-3.766475,20.29848008407862,0.0057639903,0.002391512,0.031897303,0.00013764268,1.0,39,0.021074757,0.00019345235,0,1.0710667240595083e-05,0.11838681,0.05976695,6.4688363,0.13869497,0.07641102,1.891983,1.5272575e-05,1.3033715e-05,5.2827104e-06,7.768719e-06,4.1382514e-06,8.032075e-06,1.9980719e-07,1.0126839e-07,6.396112e-08,3.6668563e-08,5.977783e-08,7.3031714e-08,1.0
7,7,474706.8,109.397804,5.8732595,109.55535,-3.0730984,22.562492191646015,0.005743777,0.002364127,0.057084143,0.00016406151,1.0,39,0.021370342,0.00019506433,0,1.186416142581705e-05,0.108643055,0.07771723,6.382,0.107041925,0.0363423,1.8760607,9.562153e-06,1.4990248e-05,7.1854206e-06,5.8836704e-06,6.8837912e-06,7.1642844e-06,1.1248531e-07,1.2070879e-07,4.6449937e-08,4.9562757e-08,3.9733173e-08,6.5190584e-08,1.0
8,8,323198.12,110.017685,5.162775,110.138756,-2.6867352,24.826492965832585,0.0057503595,0.0023620776,0.09538236,0.00020958208,1.0,39,0.02116529,0.00019216933,0,1.3502980727555243e-05,0.119224034,0.056461424,6.4271765,0.085607044,0.04360702,1.8988652,1.2830202e-05,1.3226047e-05,1.0195862e-05,6.948643e-06,7.261095e-06,6.027903e-06,6.679759e-08,7.3228385e-08,5.4312142e-08,6.2946064e-08,7.024102e-08,4.2912276e-08,1.0
9,9,220049.0,110.6089,4.8302345,110.71432,-2.500489,27.09148280674708,0.0057720644,0.0024108866,0.14973818,0.00028501084,1.0,39,0.021230869,0.00019176264,0,1.5302124454222698e-05,0.106198646,0.08967606,6.4200487,0.09230441,0.06761722,1.8989556,8.8295765e-06,9.871552e-06,6.098337e-06,7.871492e-06,1.1261371e-05,7.13312e-06,1.0192239e-07,6.1607615e-08,6.1570525e-08,7.42753e-08,5.2260162e-08,4.203078e-08,1.0
