True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,THD_I,NSD_I,NSR_I,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
0,0,7000018.5,195.63022,164.83347,255.81488,-40.11671,3.413475095439935,-0.0170057,0.00012032697,0.00013793535,5.726836e-05,1.0,39,0.010637879,4.1584288e-05,0,6.230941077380218e-08,6.8104777,0.19181791,5.3673034,0.00014739505,3.9926766e-05,0.00034104395,0.0006203978,1.32326595e-05,6.8211953e-06,14.1217,0.22166605,12.53504,7.4629526e-07,1.7847876e-07,1.7318721e-06,5.552346e-06,1.6637954e-07,7.057797e-08,1.0
1,1,4765894.0,259.73853,174.22926,312.76178,-33.8532,4.98949007698684,-0.016946279,0.0002740465,0.00019167023,5.94798e-05,1.0,39,0.02197086,7.024791e-05,0,1.4683480754320045e-07,3.1472197,0.0961002,1.5691583,0.00067957205,6.368749e-05,8.758055e-06,1.3465251e-05,0.000100282145,4.340138e-05,5.4946194,0.1403182,4.5468097,3.7342354e-06,3.774982e-07,1.1195852e-07,1.4856893e-07,7.790936e-07,3.9493156e-07,1.0
2,2,3244822.5,321.80988,164.39563,361.36896,-27.060083,5.803492088947678,-0.017006502,0.00017703949,0.00029835882,6.174727e-05,1.0,39,0.020211197,5.5929533e-05,0,1.6882604560436853e-07,3.766886,0.04353663,1.6338961,0.00074239104,0.00016733665,1.30293265e-05,8.881929e-06,7.971763e-06,8.899182e-06,6.92557,0.110844694,4.5452747,3.8283747e-06,5.616324e-07,6.962695e-08,3.771905e-08,9.03395e-08,1.0987753e-07,1.0
3,3,2209211.8,370.036,141.75253,396.25803,-20.96072,6.617479407606879,-0.017034002,0.00013375972,0.0005082202,6.503655e-05,1.0,39,0.021247413,5.3620144e-05,0,2.599997450836074e-07,2.2974768,0.059521906,1.4989116,0.0004048662,0.00025736922,8.650188e-05,1.8300776e-05,1.2970165e-05,9.564407e-06,3.080921,0.13623033,4.060556,1.216756e-06,9.834866e-07,4.5913833e-07,1.5014251e-07,1.7468639e-07,9.8446506e-08,1.0
4,4,1504119.6,404.4575,114.40566,420.3267,-15.794192,7.431476939615095,-0.017025854,0.000110627276,0.0009248904,6.851905e-05,1.0,39,0.021091357,5.0178485e-05,0,3.076123551161598e-07,1.3574713,0.09450276,1.4872668,0.00021603034,0.00013845103,0.000116118084,3.762631e-05,3.4307057e-05,4.367364e-06,1.7303275,0.11098324,3.7872262,5.630837e-07,4.601475e-07,3.9421107e-07,2.9180455e-07,1.385259e-07,1.1812221e-07,1.0
5,5,1024068.44,432.63217,89.92742,441.87955,-11.742358,8.245481404970633,-0.01702483,4.8132377e-05,0.0017282199,7.157733e-05,1.0,39,0.021307511,4.822018e-05,0,4.1965301800438384e-07,0.81293684,0.031228587,1.480319,0.00013370019,7.201212e-05,6.499696e-05,2.4599965e-05,4.4625045e-05,5.6404424e-06,1.1669929,0.09127653,3.8670866,3.1296898e-07,2.1365099e-07,2.8998645e-07,1.6277347e-07,2.6136445e-07,5.8017903e-08,1.0
6,6,697233.1,456.1893,69.09891,461.39282,-8.613109,9.059476536960574,-0.017026301,8.600232e-05,0.0033034743,7.409205e-05,1.0,39,0.021315375,4.6197893e-05,0,3.8683584963615024e-07,0.56095964,0.04507499,1.4851633,9.132993e-05,5.3142594e-05,4.2820106e-05,2.134824e-05,2.833136e-05,4.993133e-06,0.5912228,0.14109206,4.0550075,2.0784228e-07,6.346546e-08,1.22536e-07,4.327463e-08,7.690403e-08,5.7124822e-08,1.0
7,7,474706.8,467.96765,50.97557,470.73584,-6.2167,9.873483242263319,-0.01705233,2.126882e-05,0.0065770717,7.712626e-05,1.0,39,0.021402042,4.546508e-05,0,3.0810134509532204e-07,0.40845987,0.06983496,1.4788346,6.769646e-05,3.9436563e-05,2.5926749e-05,1.725903e-05,2.102559e-05,4.1856656e-06,0.4443735,0.14354448,4.053052,9.8791055e-08,1.0493442e-07,7.7964046e-08,4.886733e-08,7.050982e-08,4.516691e-08,1.0
8,8,323198.12,474.904,37.178932,476.3571,-4.4763994,10.68849544096156,-0.01704972,1.9776377e-05,0.013245073,8.068317e-05,1.0,39,0.021489957,4.5113127e-05,0,2.883961859875449e-07,0.2874573,0.04620138,1.4606658,4.5997927e-05,2.7378892e-05,2.3830922e-05,8.924627e-06,1.3496816e-05,5.8149926e-06,0.36405048,0.11467789,4.087671,1.042192e-07,6.2666054e-08,5.0960917e-08,5.3783168e-08,6.029979e-08,4.5865114e-08,1.0
9,9,220049.0,478.04877,26.825186,478.8008,-3.2117221,11.502494439628208,-0.017050466,-3.02196e-05,0.026962366,8.463183e-05,1.0,39,0.0210758,4.401789e-05,0,1.7587480097427034e-07,0.19305694,0.043714896,1.5109652,3.0227488e-05,1.3163553e-05,1.8035338e-05,8.721722e-06,9.2978225e-06,7.4221803e-06,0.31337115,0.15645984,4.251028,9.913151e-08,6.0037515e-08,2.682711e-08,5.5833034e-08,7.140023e-09,1.32773685e-08,1.0
10,10,149820.0,479.88364,19.003973,480.25977,-2.2677975,12.316490478318883,-0.017053952,-3.5256482e-05,0.055899244,8.7527056e-05,1.0,39,0.021103725,4.3942313e-05,0,1.6982135573440852e-07,0.15687223,0.07712135,1.4697742,2.2592913e-05,1.2872313e-05,1.2662314e-05,9.137415e-06,1.0124594e-05,6.1956057e-06,0.26451412,0.1512264,4.213108,4.749439e-08,2.5022208e-08,5.3144472e-08,4.8928428e-08,5.0079354e-08,4.525834e-08,1.0
11,11,101998.59,480.7407,13.982301,480.944,-1.665973,13.130485050292918,-0.017056506,-6.454522e-05,0.11159565,9.432256e-05,1.0,39,0.020656187,4.2949257e-05,0,1.8131555109327261e-07,0.15328814,0.032153144,1.525737,1.9827152e-05,1.6307093e-05,7.2666626e-06,1.14725135e-05,5.7496163e-06,9.397519e-06,0.24223295,0.105591536,4.1961546,4.0333983e-08,4.991754e-08,2.4205141e-08,2.0799229e-08,4.5996714e-08,4.830955e-08,1.0
12,12,69449.59,482.0053,10.733239,482.1248,-1.2756451,13.94549026232562,-0.017048024,-7.611153e-05,0.21351069,0.000105818675,1.0,39,0.020396033,4.230447e-05,0,9.321012067104877e-08,0.119631305,0.057531625,1.54473,1.0921368e-05,1.3050885e-05,1.3726374e-05,4.825861e-06,8.923981e-06,2.2834042e-06,0.29675516,0.1408815,4.2848096,4.7127884e-08,3.0603044e-08,3.884675e-08,8.959306e-08,3.2839694e-08,3.226114e-08,1.0
13,13,47283.254,481.5383,8.778799,481.61832,-1.0444287,14.759481981018325,-0.01705399,-8.954329e-05,0.38342258,0.00012739193,1.0,39,0.020233914,4.2012343e-05,0,4.572712374465482e-08,0.15083887,0.03945031,1.5647422,6.3871616e-06,1.3787094e-05,1.3710181e-05,2.104893e-05,3.2090995e-06,4.322732e-06,0.35086107,0.10980676,4.3596716,4.503563e-08,6.4253875e-08,8.207492e-08,4.5113698e-08,4.8463935e-08,5.309088e-08,1.0
14,14,32196.41,482.12558,8.415637,482.19904,-1.0000123,15.740498987579485,-0.017050577,-2.9904717e-05,0.5873888,0.0001789151,1.0,40,0.019533651,4.050952e-05,0,3.00843413133407e-08,0.14916916,0.070783995,1.6641386,2.0066993e-05,1.4859876e-05,7.253787e-06,9.396833e-06,7.814762e-06,4.2848615e-06,0.06301925,0.040790267,0.55271876,3.833093e-09,1.9915044e-08,5.7830065e-09,1.2347533e-08,1.6382691e-09,5.424876e-09,1.0
15,15,21915.822,481.95245,9.246789,482.04114,-1.0991479,16.554493692907272,-0.017055538,-2.6080143e-05,0.78536475,0.00028899152,1.0,40,0.02021553,4.1937354e-05,0,3.1131839342480006e-08,0.1142476,0.07150925,1.5931866,6.8373474e-06,1.2587449e-05,1.1861314e-05,7.751611e-06,7.860527e-06,5.821075e-06,0.071267046,0.044953965,0.5396308,8.151463e-09,2.3295597e-08,6.0089578e-09,1.2631592e-08,2.5976314e-09,8.298274e-09,1.0
16,16,14919.832,483.05576,11.146729,483.18436,-1.3218913,17.23448273856775,-0.017052814,-2.7423324e-05,0.956993,0.000509305,1.0,40,0.02165405,4.4815297e-05,0,-9.86660416300664e-09,0.116658196,0.04698908,1.5084969,6.0189077e-06,1.7042963e-05,6.5445665e-06,9.239469e-06,8.829731e-06,8.486888e-06,0.072995454,0.03098559,0.49718744,1.4025929e-08,2.0906027e-08,1.18725785e-08,1.4855476e-08,3.0643765e-09,5.560821e-09,1.0
17,17,10159.962,484.1124,14.188155,484.32025,-1.6787193,17.913483330834424,-0.017046923,-2.5147338e-05,1.104084,0.0009475208,1.0,40,0.021502279,4.439682e-05,0,6.925165289531934e-09,0.12741293,0.04785951,1.4964031,3.9697934e-06,1.6155764e-05,1.2992774e-05,1.11589425e-05,8.300049e-06,9.707675e-06,0.09405856,0.016975403,0.4964178,9.1651255e-09,3.393766e-08,9.324528e-09,1.9500666e-08,4.5891864e-09,2.555472e-09,1.0
18,18,6916.754,484.976,19.055168,485.35022,-2.2500482,18.806217693228973,-0.017127318,-1.2908796e-05,1.2075497,0.0018613162,1.0,40,0.020484013,4.2204603e-05,0,4.6729642007449e-08,0.12448503,0.060390558,1.581186,7.603454e-06,1.706682e-05,1.06876605e-05,1.212892e-05,3.6573454e-06,3.0453766e-06,0.09041868,0.054275826,0.5328514,1.050587e-08,2.7043479e-08,5.547287e-09,2.3187471e-08,3.0958665e-09,5.116563e-09,1.0
19,19,4708.491,485.5348,26.43992,486.25415,-3.1169777,19.57080644958478,-0.017120402,-1.8449708e-05,1.2784338,0.0037798267,1.0,40,0.020731736,4.26356e-05,0,6.422017918762574e-08,0.16236712,0.084024996,1.5792155,9.204228e-06,2.0143914e-05,5.5703545e-06,2.1880085e-05,3.3080914e-06,9.638304e-06,0.10504419,0.07568789,0.53550863,9.074641e-09,2.9245784e-08,6.4930497e-09,3.0795718e-08,5.1939772e-09,3.6727033e-09,1.0
20,20,3206.0295,485.8917,37.26498,487.3186,-4.385658,20.314678004921007,-0.017113708,-1.1267079e-05,1.3321456,0.007789822,1.0,40,0.02084294,4.2770662e-05,0,7.844112727929718e-08,0.14117704,0.13088468,1.5744395,5.509711e-06,1.9875113e-05,5.305714e-06,1.3829456e-05,9.215521e-06,8.960647e-06,0.1169248,0.10023565,0.5355595,1.0173601e-08,3.2770796e-08,6.216444e-09,3.500518e-08,2.0841187e-09,4.6600372e-09,1.0
21,21,2182.901,490.32877,52.89195,493.17325,-6.156711,21.058971826918423,-0.017109867,-1.3934919e-05,1.3784676,0.015855381,1.0,40,0.020896224,4.237096e-05,0,7.79111157930351e-08,0.14680941,0.09512802,1.5849015,7.96686e-06,1.7831817e-05,6.6447224e-06,1.9030429e-05,7.202987e-06,8.17192e-06,0.10220265,0.08807603,0.54147726,5.069879e-09,2.9069689e-08,7.1941693e-09,3.0462356e-08,2.7054219e-09,1.3549836e-09,1.0
22,22,1486.4281,493.9277,74.70207,499.54477,-8.600287,21.80155735547305,-0.017105225,-1.3375281e-05,1.4333214,0.032052364,1.0,40,0.020912075,4.1862266e-05,0,6.56437698780034e-08,0.15492867,0.060583975,1.5689244,9.999158e-06,2.0731648e-05,6.0590373e-06,1.7639184e-05,1.0830359e-05,5.065462e-06,0.119168654,0.033888943,0.5432492,8.014932e-09,3.170197e-08,1.1233749e-08,3.478827e-08,4.2970574e-09,6.62075e-09,1.0
23,23,1012.2657,500.1648,105.63612,511.1984,-11.925758,22.54433059078292,-0.01710558,-6.435143e-06,1.4883778,0.06355637,1.0,40,0.020916868,4.091732e-05,0,4.019981067388774e-08,0.13603067,0.055750165,1.5947665,8.73569e-06,1.36954295e-05,1.3543936e-05,1.721338e-05,3.263226e-06,4.6225155e-06,0.123765506,0.0553359,0.5627501,4.589328e-09,3.7318745e-08,1.4477661e-08,2.931503e-08,4.7092175e-09,4.5559796e-09,1.0
24,24,688.8978,524.6474,148.22742,545.18463,-15.776455,23.289090546168154,-0.017084548,-4.8389e-07,1.5586075,0.11521437,1.0,40,0.020907732,3.834982e-05,0,3.978793499855884e-08,0.13504724,0.061196566,1.6011851,9.557459e-06,1.2357129e-05,9.63886e-06,1.7654504e-05,8.30873e-06,5.61493e-06,0.13151439,0.28813368,0.65194625,7.2928623e-09,3.7452626e-08,5.9979954e-09,3.1441452e-08,1.3928625e-09,6.7160215e-09,1.0
25,25,468.94922,552.465,206.64534,589.84735,-20.507929,24.034226928226417,-0.017077798,2.0532739e-06,1.6423613,0.20157686,1.0,40,0.02089471,3.5423927e-05,0,3.600327586405506e-08,0.14700045,0.05551357,1.6315575,7.564997e-06,1.4966886e-05,2.153497e-05,1.1271327e-05,5.7788e-06,3.8138828e-06,0.13512059,0.1190495,0.66048056,4.916125e-09,3.2519335e-08,1.32079725e-08,3.1163353e-08,7.077635e-09,2.3809776e-09,1.0
26,26,319.28494,571.8282,285.90607,639.31976,-26.564407,24.779210536944447,-0.017077835,1.157654e-06,1.7434853,0.34868142,1.0,40,0.020885838,3.2668846e-05,0,2.2239969569859063e-08,0.14821224,0.027025927,1.6222928,8.911182e-06,1.9634685e-05,6.240202e-06,1.0870439e-05,1.3708225e-05,1.10718e-05,0.14649466,0.16376063,0.7195043,5.3465032e-09,3.131754e-08,7.587921e-09,3.244229e-08,3.8521764e-09,8.453532e-09,1.0
27,27,217.43552,583.08234,393.82913,703.6238,-34.036125,25.51952273209463,-0.017083,-1.6969487e-06,1.8585823,0.58225936,1.0,40,0.020872077,2.9663688e-05,0,4.712391484847305e-10,0.16751352,0.060667224,1.616772,7.2115763e-06,1.555259e-05,1.5851474e-05,1.8748402e-05,1.6040229e-05,6.7263136e-06,0.16114858,0.19803457,0.79188746,6.543351e-09,3.439773e-08,7.50347e-09,3.0456263e-08,5.0687583e-09,4.7105257e-09,1.0
