True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,THD_I,NSD_I,NSR_I,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
0,0,7000018.5,48.90866,359.2429,362.55692,-82.24721,4.131488596234703,-0.12205611,-2.4939683e-05,6.328966e-05,6.213792e-05,1.0,40,0.012681235,3.4977224e-05,0,-1.3404817027448087e-08,4.832458,0.110962674,4.542853,6.369987e-05,1.9803341e-05,0.00024958153,0.00055541296,6.848373e-06,8.497232e-06,12.93818,0.32273176,11.961045,2.0222228e-07,1.3025549e-07,8.702502e-07,4.430301e-06,5.558894e-08,8.387091e-08,1.0
1,1,4765894.0,102.39793,396.72574,409.72754,-75.52739,6.093495036038803,-0.12197114,2.925362e-06,8.417544e-05,7.8917954e-05,1.0,40,0.020169344,4.9226233e-05,0,-1.5405742930321746e-08,7.4194465,0.1296078,3.1607268,0.001480116,5.631293e-05,9.362009e-06,2.113006e-05,7.441518e-05,0.000196591,12.192514,0.17287673,4.902135,5.766797e-06,1.7840962e-07,1.12244685e-07,1.4493068e-07,5.6858005e-07,1.5346218e-06,1.0
2,2,3244822.5,141.17505,504.36945,523.75464,-74.362854,8.509476857463596,-0.12205961,-1.1799211e-05,9.724794e-05,9.018248e-05,1.0,40,0.018864214,3.6017274e-05,0,-3.682673495018207e-08,6.4989576,0.1654551,1.8857783,0.0012094444,0.00019547988,7.144968e-06,3.4209445e-06,6.6108228e-06,6.3439434e-06,12.929156,0.23731437,4.206778,4.6347204e-06,3.7797034e-07,5.6927984e-08,7.8239275e-08,7.7267636e-08,8.169684e-08,1.0
3,3,2209211.8,195.81735,677.10187,704.84845,-73.87017,10.656478079472436,-0.122084536,-3.7845318e-06,0.00010639685,9.818503e-05,1.0,40,0.020174082,2.8621873e-05,0,-3.2848231273368986e-08,2.7896912,0.084460296,1.79998,0.00040995772,0.0003720466,9.9780365e-05,9.305653e-06,7.147301e-06,7.72841e-06,4.7208843,0.12879981,3.6966558,9.31055e-07,9.007445e-07,3.5257483e-07,6.2935754e-08,8.079564e-08,6.761501e-08,1.0
4,4,1504119.6,292.9116,916.25354,961.9344,-72.27175,12.802480074722553,-0.12210431,-1.1333189e-05,0.00011548408,0.000104776176,1.0,40,0.021286642,2.2128996e-05,0,-3.97024001546116e-08,1.3509274,0.1202311,1.6233964,0.0001926091,0.00014308491,0.00013680209,6.445576e-05,4.5874724e-05,7.790837e-06,2.9708574,0.13725863,3.0425906,3.5667753e-07,4.1479993e-07,3.2278248e-07,2.5998213e-07,8.467557e-08,3.5328426e-08,1.0
5,5,1024068.44,463.96,1234.0706,1318.4039,-69.3958,14.948499856662238,-0.12210088,-1.5377807e-05,0.00012593636,0.0001103403,1.0,40,0.020688193,1.5691847e-05,0,-3.837440581104248e-08,0.73586935,0.14412573,1.6931267,0.00011588571,6.441645e-05,5.222617e-05,2.9821684e-05,4.2803145e-05,8.38654e-06,2.0459604,0.17034295,3.054671,1.6166952e-07,1.3417716e-07,1.2486221e-07,1.00177296e-07,1.9023413e-07,5.7627762e-08,1.0
6,6,697233.1,740.06934,1625.174,1785.7472,-65.5165,17.09448265194078,-0.12209896,-1.5191411e-05,0.00014045663,0.000116332754,1.0,40,0.020583145,1.1526349e-05,0,-3.313853868793457e-08,0.4831607,0.28942785,1.6998472,7.9485595e-05,3.950367e-05,3.098574e-05,1.7474284e-05,2.310348e-05,7.694859e-06,1.1344721,0.33120903,3.2263885,7.2044166e-08,4.9140553e-08,5.2109936e-08,3.8129123e-08,5.6114455e-08,2.8417626e-08,1.0
7,7,474706.8,1165.1517,2095.6157,2397.7456,-60.926163,19.241485687234672,-0.12209345,-1.6365699e-05,0.00015998639,0.00012220813,1.0,40,0.020197563,8.4235635e-06,0,-3.57451378744271e-08,0.31126678,0.37002102,4.1156325,5.3059994e-05,2.3349283e-05,1.6926486e-05,1.0249904e-05,7.699748e-06,6.198275e-06,0.8061112,0.45528594,3.87367,3.8236205e-08,2.680426e-08,2.3091625e-08,1.6473301e-08,2.993231e-08,1.7189056e-08,1.0
8,8,323198.12,1771.2703,2644.5808,3182.9556,-56.18687,21.387490589142544,-0.12210263,-1.7111232e-05,0.00018620634,0.00012854257,1.0,40,0.019658448,6.1761616e-06,0,-5.344559035489106e-08,0.22793855,0.220358,4.872025,3.592884e-05,1.8200528e-05,9.704945e-06,7.49197e-06,1.025731e-05,6.1796522e-06,0.63789076,0.26696947,3.9356186,2.0169393e-08,1.6429105e-08,1.2380268e-08,1.711411e-08,1.7389537e-08,1.732177e-08,1.0
9,9,220049.0,2527.6953,3192.6672,4072.1453,-51.63067,23.668502617481863,-0.12210696,-1.6235272e-05,0.00022654113,0.00013925406,1.0,40,0.019296251,4.738596e-06,0,-6.379787660198923e-08,0.1584201,0.8490627,6.91968,2.396028e-05,9.934942e-06,7.2750713e-06,7.892123e-06,8.0569125e-06,4.0055165e-06,0.537123,0.93395865,6.2715783,1.1612889e-08,9.540642e-09,8.526247e-09,1.0257833e-08,1.3867189e-08,1.1591816e-08,1.0
