True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,THD_I,NSD_I,NSR_I,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
0,0,7000018.5,93.80555,407.27975,417.9429,-77.02971,5.301485025120201,-0.0677351,0.00023549833,5.5824923e-05,5.3012693e-05,1.0,40,0.018623328,4.4559503e-05,0,2.3650204508708662e-07,0.88582665,0.08359141,2.134925,2.2397919,0.33233294,11.636607,4.5790555e-05,6.956157e-06,0.000140797,7.00843e-05,7.161391e-06,8.10084e-06,4.502658e-07,7.441144e-08,5.938444e-07,6.3859267e-07,7.4407495e-08,8.1635015e-08,1.0
1,1,4765894.0,133.51974,408.9798,430.2232,-71.91968,7.648497616610257,-0.06772288,0.00013082668,8.165333e-05,7.378871e-05,1.0,40,0.020464834,4.7567944e-05,0,3.408530057243095e-07,1.8870246,0.10118741,1.8965645,3.3228135,0.16771182,5.492487,0.00037855122,2.6473965e-05,6.1237097e-06,6.124927e-05,2.2269736e-05,1.2822043e-05,1.1830928e-06,1.737842e-07,8.162854e-08,9.99321e-07,1.4910898e-07,1.2187039e-07,1.0
2,2,3244822.5,190.96208,485.8733,522.05304,-68.543755,9.912491377472179,-0.067756735,0.0001334556,0.000100949954,8.7442575e-05,1.0,40,0.019571418,3.7489328e-05,0,4.3041318638544607e-07,5.1580367,0.068071604,1.9686855,10.402795,0.11760699,4.6790276,0.0010079866,5.266127e-05,5.776037e-06,7.267967e-06,6.466585e-06,1.0629716e-05,3.8943863e-06,1.0038949e-07,7.405232e-08,1.0609805e-07,6.539863e-08,6.0390846e-08,1.0
3,3,2209211.8,278.90964,626.50806,685.7864,-66.002266,12.177497005061014,-0.0677529,0.00013871347,0.00011498896,9.596917e-05,1.0,40,0.02060886,3.0051428e-05,0,5.18781179815379e-07,1.1980927,0.053806398,1.8833421,1.9144237,0.122282736,3.944442,0.00020862602,0.00013038871,1.36374465e-05,6.985952e-06,6.194395e-06,8.709702e-06,4.2044132e-07,3.2221462e-07,1.1991226e-07,9.734787e-08,1.05040726e-07,7.8239545e-08,1.0
4,4,1504119.6,446.95352,803.71515,919.63336,-60.921154,14.441502419213066,-0.06775463,0.00013522693,0.00013165448,0.00010055658,1.0,40,0.021275014,2.3134235e-05,0,5.876860528769107e-07,0.42755625,0.08753298,1.7950535,1.2969382,0.113417976,3.3833082,7.9521706e-05,3.438859e-05,1.366502e-05,1.7272918e-05,1.2227906e-05,6.5456206e-06,1.3586029e-07,1.1467736e-07,5.824542e-08,1.5578874e-07,1.0268183e-07,1.3067188e-07,1.0
5,5,1024068.44,706.7611,973.55457,1203.046,-54.021873,16.70649722017697,-0.06776851,0.00013306415,0.00015963601,0.000104541075,1.0,40,0.02088135,1.7357066e-05,0,6.757489843979177e-07,0.2617631,0.049986776,1.8286697,1.2456256,0.08622065,3.206503,3.8738377e-05,2.0215108e-05,1.0168127e-05,1.6938033e-05,1.4024908e-05,1.9718242e-05,3.9174797e-08,7.815448e-08,3.414112e-08,9.332658e-08,7.563427e-08,1.4207775e-07,1.0
6,6,697233.1,1052.3312,1083.8564,1510.6772,-45.845493,18.971489087707596,-0.067784965,0.00013220652,0.00021060581,0.00010841029,1.0,40,0.021234946,1.4056574e-05,0,7.810230676491806e-07,0.17651805,0.06634387,1.7928045,0.77206486,0.08082978,2.9429178,2.4452214e-05,1.9635232e-05,1.0734461e-05,1.0824301e-05,4.931681e-06,9.144949e-06,2.4996817e-08,4.9689714e-08,2.7181686e-08,2.9747303e-08,3.3916074e-08,6.820861e-08,1.0
7,7,474706.8,1436.2593,1089.4178,1802.6847,-37.180702,21.236491355317412,-0.06776802,0.00012981996,0.0003077515,0.00011239568,1.0,40,0.021104315,1.1707159e-05,0,8.514227549095115e-07,0.1343883,0.055324774,1.8112497,0.7479819,0.047291823,2.8105874,1.1123037e-05,1.8090754e-05,6.9134044e-06,9.836552e-06,6.2142276e-06,8.137865e-06,2.3055698e-08,3.5937003e-08,1.9631813e-08,2.4511372e-08,3.120322e-08,5.7389826e-08,1.0
8,8,323198.12,1786.0452,994.5202,2044.2671,-29.11029,23.50149562288425,-0.06775614,0.00012422651,0.00049515103,0.00011718975,1.0,40,0.021138156,1.0340213e-05,0,9.378616362043127e-07,0.13263878,0.06607267,1.8042939,0.49084428,0.07337136,2.6959796,9.001833e-06,2.0630789e-05,7.348061e-06,7.1910345e-06,6.4981136e-06,6.9407065e-06,1.1833716e-08,2.0650683e-08,1.0653268e-08,7.101265e-09,1.5838861e-08,3.474053e-08,1.0
9,9,220049.0,2063.977,837.7472,2227.5146,-22.091732,25.765496317093493,-0.0677807,0.00012307052,0.00086335174,0.000122116,1.0,40,0.021480361,9.643196e-06,0,1.005791970648488e-06,0.11213873,0.07675666,1.7800835,0.32818398,0.102469824,2.6100953,9.070055e-06,1.5865284e-05,6.197655e-06,6.488723e-06,8.211117e-06,4.084927e-06,1.400178e-08,1.2757817e-08,1.0050036e-08,8.5393825e-09,5.77826e-09,1.8965371e-08,1.0
