True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,THD_I,NSD_I,NSR_I,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
42,42,7000018.5,19.012814,1090.213,1090.3788,-89.00089,46.18147894015419,-0.19538267,0.00012665844,2.085497e-05,2.084863e-05,2.0,40,0.0120997075,1.1096793e-05,0,2.3390791668051177e-07,7.2001,0.11297604,4.803226,0.00027983368,6.506124e-05,0.0003934665,0.0007220308,3.6269246e-06,1.3308382e-05,39.071346,0.7697701,30.047758,1.0118218e-06,1.9062578e-07,8.377335e-07,4.1266217e-06,5.944632e-08,4.3306457e-08,2.0
43,43,4765894.0,122.08053,1644.7734,1649.2979,-85.755104,47.48748369552777,-0.19534764,3.083857e-05,2.0303441e-05,2.01922e-05,2.0,40,0.021394754,1.2972037e-05,0,2.4823667623041876e-07,3.1188385,0.09453605,1.6519316,0.0006567365,7.973678e-05,6.432348e-06,1.0107988e-05,7.988419e-05,3.1934975e-05,16.32671,0.25213137,14.180487,2.0601574e-06,2.7009582e-07,7.730483e-08,1.03231734e-07,3.5159601e-07,1.6203488e-07,2.0
44,44,3244822.5,121.07891,2407.0898,2410.133,-87.12039,48.30249314752291,-0.19539428,3.571996e-05,2.0376841e-05,2.0325415e-05,2.0,40,0.020846773,8.649636e-06,0,2.537683614344996e-07,4.1816316,0.073770694,1.617019,0.00084896846,0.00019653901,1.6121518e-05,8.2811475e-06,1.3174387e-05,4.0162818e-06,23.160238,0.42188856,14.927234,1.981305e-06,2.490319e-07,7.173324e-08,8.447507e-08,7.694332e-08,6.3812934e-08,2.0
45,45,2209211.8,165.83914,3505.8298,3509.75,-87.29171,49.116495479567675,-0.19539917,3.093173e-05,2.054906e-05,2.0503181e-05,2.0,40,0.021381473,6.0920215e-06,0,2.6234282426267675e-07,2.4666448,0.04815568,1.5660267,0.00042797384,0.00029243995,9.4648894e-05,1.9457319e-05,1.00657235e-05,2.6714013e-06,8.435475,0.37844488,14.671033,2.5060237e-07,2.7611094e-07,3.1388404e-07,1.149489e-07,9.002079e-08,6.2377254e-08,2.0
46,46,1504119.6,209.64006,5110.787,5115.085,-87.65109,49.93048194490257,-0.19540627,3.394999e-05,2.0703796e-05,2.0669018e-05,2.0,40,0.020803554,4.0670984e-06,0,2.6166433704503254e-07,1.3406755,0.090542674,1.6014054,0.00019558116,0.00014720859,0.00012420616,3.1710755e-05,3.699879e-05,5.5106498e-06,3.862594,0.32166383,8.742218,1.00621634e-07,1.9958864e-07,9.4086744e-08,1.0457523e-07,5.4527888e-08,4.0316372e-08,2.0
47,47,1024068.44,272.27664,7754.682,7759.4604,-87.9891,50.91048497808515,-0.1954059,-5.6613476e-06,2.0041358e-05,2.0016681e-05,2.0,41,0.020113954,2.5921847e-06,0,2.646961344765657e-07,0.8829818,0.046727315,1.6604781,0.00012547933,7.3520416e-05,7.568005e-05,3.828242e-05,5.559438e-05,1.025662e-05,4.337461,0.35761067,8.556723,5.1606197e-08,5.2306344e-08,5.3811036e-08,3.877989e-08,6.210206e-08,3.6820033e-08,2.0
48,48,697233.1,399.20956,11296.842,11303.894,-87.97611,51.725487816816894,-0.19540207,4.020431e-06,2.0206218e-05,2.0181016e-05,2.0,41,0.021190714,1.8746385e-06,0,2.6518940492310446e-07,0.56891143,0.06937311,1.5630138,8.738471e-05,4.9765225e-05,4.594025e-05,1.825707e-05,4.2831827e-05,1.0800469e-05,3.351145,0.31461993,8.950406,3.0721893e-08,2.2722901e-08,1.5889471e-08,2.180849e-08,2.669093e-08,2.7724901e-08,2.0
49,49,474706.8,605.605,16454.943,16466.084,-87.89225,52.53948468211456,-0.19540122,3.652931e-06,2.0375031e-05,2.034747e-05,2.0,41,0.02136273,1.2973776e-06,0,2.672428683540507e-07,0.40609574,0.09074663,1.5258529,6.4345295e-05,4.1203515e-05,3.3928387e-05,9.540116e-06,1.7993649e-05,9.69883e-06,2.6357994,0.1830358,8.741351,1.2731669e-08,1.13260805e-08,9.7158415e-09,7.820857e-09,2.045357e-08,1.5836404e-08,2.0
50,50,323198.12,853.1293,23895.783,23911.008,-87.95529,53.35350109412684,-0.19540215,3.8935773e-06,2.0607724e-05,2.0581489e-05,2.0,41,0.021519493,8.999827e-07,0,2.6792765124279563e-07,0.28245622,0.034510497,1.508441,4.6135156e-05,2.3337037e-05,2.4403576e-05,9.093575e-06,1.2598219e-05,8.041457e-06,1.8498437,0.23634107,6.7885613,6.5978067e-09,7.57719e-09,7.532507e-09,6.3375025e-09,5.351974e-09,1.3438567e-08,2.0
51,51,220049.0,1269.8394,34893.473,34916.57,-87.91582,54.16750193279586,-0.19540273,3.712624e-06,2.0727959e-05,2.0700545e-05,2.0,41,0.021228584,6.079802e-07,0,2.683222318838906e-07,0.17446508,0.049524207,1.5449136,2.1808451e-05,1.2017342e-05,1.5707128e-05,1.7388109e-05,7.43959e-06,6.5802737e-06,1.3921984,0.14181855,6.1310744,4.5498996e-09,8.165905e-09,2.8746239e-09,4.9584323e-09,3.3674552e-09,5.3546056e-09,2.0
52,52,149820.0,1791.3531,50690.043,50721.688,-87.97604,54.98149703812669,-0.19540372,3.768586e-06,2.0956932e-05,2.093079e-05,2.0,41,0.021313645,4.2020773e-07,0,2.6991081524807076e-07,0.17871472,0.049276423,1.5325189,2.441002e-05,1.4545926e-05,1.4332339e-05,1.38042315e-05,8.470721e-06,1.0451066e-05,1.0710465,0.14626145,5.4167056,1.5270656e-09,2.4605011e-09,3.1011103e-09,5.0067026e-09,3.3465373e-09,1.6051522e-09,2.0
53,53,101998.59,3089.8523,74437.984,74502.086,-87.62307,55.961493724695174,-0.19539973,4.0943172e-07,2.0961934e-05,2.0925878e-05,2.0,42,0.019044666,2.5562593e-07,0,2.7031594151464747e-07,0.13853636,0.04100217,1.7341005,1.3249834e-05,8.586418e-06,1.3555488e-05,5.056052e-06,1.0452615e-05,6.831179e-06,4.7236743,0.26838216,10.149009,1.2798129e-09,1.4112191e-09,2.058804e-09,1.1131639e-08,2.7940146e-09,3.3495373e-09,2.0
54,54,69449.59,4767.904,108297.13,108402.04,-87.47912,56.640478476911085,-0.19539367,4.2808327e-07,2.1160868e-05,2.1119931e-05,2.0,42,0.02187356,2.0178182e-07,0,2.703778734432514e-07,0.13777521,0.0577857,1.5171655,1.7264805e-05,1.6991917e-05,7.3005676e-06,6.6525604e-06,1.305185e-05,2.0380392e-06,2.5787315,0.23415549,8.423184,9.944758e-10,1.1125517e-09,1.3179334e-09,1.6201892e-09,1.5590856e-09,4.614041e-09,2.0
55,55,47283.254,7598.03,157718.2,157901.11,-87.24193,57.45448558227508,-0.19540477,3.6727937e-07,2.1341795e-05,2.1292382e-05,2.0,42,0.020337671,1.2880005e-07,0,2.704448135161949e-07,0.14600876,0.061663717,1.6012374,1.8048364e-05,1.0954065e-05,1.3056649e-05,4.929292e-06,1.0243134e-05,7.6952165e-06,2.5148118,0.28803527,9.749426,4.878105e-10,4.1925494e-10,1.3227113e-09,1.5771345e-09,1.6029621e-09,1.2692749e-09,2.0
56,56,32196.41,12321.509,228507.8,228839.75,-86.913506,58.133483427838655,-0.19540018,4.1241591e-07,2.1632744e-05,2.1570031e-05,2.0,42,0.021106854,9.223421e-08,0,2.705246130139385e-07,0.16947576,0.06684513,1.553436,1.8129163e-05,2.816918e-05,7.5868415e-06,4.949439e-06,6.652167e-06,3.642258e-06,3.44503,0.18752378,7.5457935,1.7455429e-10,2.696157e-09,5.612317e-10,1.6408339e-09,9.845386e-10,1.461719e-09,2.0
57,57,21915.822,19537.283,333520.06,334091.8,-86.6475,58.812499406776624,-0.1953901,4.6874337e-07,2.177411e-05,2.1699647e-05,2.0,42,0.021238295,6.357023e-08,0,2.7064477890013685e-07,0.16312079,0.056726582,1.5234755,1.7929975e-05,2.048378e-05,8.090816e-06,7.474403e-06,7.764512e-06,1.4499731e-05,1.9903187,0.1586993,6.755033,2.9621827e-10,2.4373087e-10,6.420065e-10,4.4909668e-10,9.66795e-10,1.232622e-09,2.0
58,58,14919.832,29964.713,469280.88,470236.56,-86.34649,59.6585012069263,-0.19539806,4.8653497e-08,2.273125e-05,2.263895e-05,2.0,43,0.020540403,4.3681e-08,0,2.7063352251129264e-07,0.17768236,0.068171114,1.5964211,1.683097e-05,2.0665486e-05,1.408732e-05,1.6167221e-05,5.7289108e-06,8.3382065e-06,2.3606367,0.23686112,16.9739,1.3283859e-10,2.9408265e-10,1.5052329e-10,4.1729806e-10,4.885858e-10,7.134961e-10,2.0
59,59,10159.962,59351.855,703448.1,705947.5,-85.17722,60.33749875918147,-0.19540645,2.3106944e-08,2.2268756e-05,2.2111353e-05,2.0,43,0.019440169,2.7537698e-08,0,2.706380157738582e-07,0.16944359,0.029372543,1.6980784,1.6591397e-05,1.9387773e-05,5.9351114e-06,1.7864859e-05,2.5637826e-06,4.755852e-06,2.364205,0.27959493,18.311018,1.644336e-10,4.8202706e-11,2.220413e-10,2.054714e-10,4.1094697e-10,3.2329833e-10,2.0
60,60,6916.754,114406.08,1017799.6,1024209.4,-83.58657,61.23021970826085,-0.19541478,4.2071065e-08,2.2607655e-05,2.2325572e-05,2.0,43,0.020184418,1.9707317e-08,0,2.706463544010348e-07,0.14581455,0.0670353,1.6310471,1.3009792e-05,1.9731002e-05,8.163849e-06,7.901511e-06,4.194011e-06,1.0983078e-05,2.9106221,0.111554265,17.221113,7.170596e-11,6.750455e-11,2.8980227e-10,2.9077116e-10,2.541201e-10,2.353222e-10,2.0
61,61,4708.491,219577.39,1471938.6,1488226.2,-81.515434,61.99480347793724,-0.1953957,3.0714975e-08,2.2964061e-05,2.2464159e-05,2.0,43,0.020206561,1.3577614e-08,0,2.706546894615608e-07,0.15078056,0.07960466,1.6219027,1.34551e-05,1.5925665e-05,9.340052e-06,1.6431188e-05,7.836517e-06,4.669164e-06,3.4482827,0.2535325,17.298683,8.9503883e-11,1.0025816e-10,1.5022902e-10,9.2504025e-11,9.617201e-11,3.780038e-10,2.0
62,62,3206.0295,423062.8,2098105.0,2140333.2,-78.599724,62.73672017985518,-0.19539006,3.2188094e-08,2.366058e-05,2.2736156e-05,2.0,43,0.020215148,9.44486e-09,0,2.7066451735445517e-07,0.1465134,0.13092767,1.605975,1.2966249e-05,1.8806775e-05,6.335304e-06,1.3402705e-05,7.3579718e-06,4.2578554e-06,2.5167499,0.24919423,17.248428,4.794751e-11,5.6953463e-11,4.185667e-11,1.2050869e-10,1.2001987e-10,4.95195e-11,2.0
63,63,2182.901,797329.25,2914313.2,3021416.2,-74.698845,63.48095850853133,-0.19539903,3.4947863e-08,2.5017845e-05,2.327562e-05,2.0,43,0.020213308,6.690011e-09,0,2.7067507477342744e-07,0.16586548,0.121575534,1.6315631,2.2149505e-05,1.2005397e-05,4.5860966e-06,1.876186e-05,6.350564e-06,5.954192e-06,2.7983847,0.29722458,17.225313,3.0132372e-11,2.3825563e-11,5.3680622e-11,8.255492e-11,7.055823e-11,1.15357446e-10,2.0
64,64,1486.4281,1453228.2,3955210.5,4213735.0,-69.8256,64.2235512904299,-0.19539177,3.431385e-08,2.7071146e-05,2.3851264e-05,2.0,43,0.02021386,4.797136e-09,0,2.706859517385914e-07,0.14352538,0.056834854,1.6400354,9.386748e-06,2.1054728e-05,8.139645e-06,1.19450315e-05,6.0245143e-06,5.398604e-06,1.8123289,0.25217173,17.68233,8.965849e-12,1.1154574e-11,3.7410873e-11,5.927842e-11,3.7072866e-11,2.7206635e-11,2.0
65,65,1012.2657,2507030.0,5129687.0,5709543.5,-63.95387,64.96633231235319,-0.19541188,3.5600483e-08,3.06503e-05,2.4740799e-05,2.0,43,0.020201864,3.5382626e-09,0,2.706903459943154e-07,0.14064875,0.066567555,1.6377331,1.6259402e-05,9.7831235e-06,8.02323e-06,1.6279128e-05,9.327292e-06,3.700855e-06,1.9631279,0.45964152,18.53504,1.4609126e-11,3.0091096e-11,2.1918517e-11,1.5530834e-11,1.4962245e-11,4.78372e-11,2.0
66,66,688.8978,4063811.8,6324740.0,7517772.5,-57.278187,65.71109472107491,-0.19537605,4.697519e-08,3.6527726e-05,2.5854113e-05,2.0,43,0.020210838,2.6884077e-09,0,2.7070235064163244e-07,0.15221216,0.05431011,1.6353791,1.154201e-05,1.9327861e-05,1.2442616e-05,1.2480757e-05,8.589755e-06,5.096373e-06,1.9415436,0.23264539,20.414652,1.9951719e-11,2.1040917e-11,9.058483e-12,1.5803005e-11,3.194206e-11,1.7690797e-11,2.0
67,67,468.94922,6104293.5,7333862.0,9541904.0,-50.22791,66.4562275831413,-0.1953739,6.060623e-08,4.627661e-05,2.7337384e-05,2.0,43,0.020203961,2.117393e-09,0,2.707116088308076e-07,0.12676443,0.032110978,1.610061,1.0533577e-05,1.3704799e-05,8.813226e-06,1.3385758e-05,5.8301193e-06,6.769914e-06,1.5992151,0.4362653,22.888865,7.2215263e-12,1.2385482e-11,7.381424e-12,9.332003e-12,2.2906866e-11,1.4796634e-11,2.0
68,68,319.28494,8526452.0,7879832.5,11610002.0,-42.742977,67.2012215652212,-0.19536798,5.1096194e-08,6.325935e-05,2.9140305e-05,2.0,43,0.02020591,1.7403881e-09,0,2.7072451395470845e-07,0.12575816,0.04025314,1.6336926,8.514032e-06,1.3349989e-05,1.0453592e-05,1.426504e-05,4.8548113e-06,3.9455654e-06,1.5066398,0.43906116,26.348799,8.152749e-12,4.3365363e-12,3.175206e-12,1.0600468e-11,1.5202454e-11,1.2657356e-11,2.0
69,69,217.43552,11204726.0,7942881.0,13734455.0,-35.33232,67.94250821371679,-0.19537728,4.4961272e-08,9.215345e-05,3.0820866e-05,2.0,43,0.020204263,1.471064e-09,0,2.7073480723326034e-07,0.13762899,0.05042508,1.615385,1.12936505e-05,1.4968717e-05,8.468637e-06,1.3718168e-05,5.529289e-06,6.7003657e-06,1.1641235,1.0634196,29.759775,1.7513032e-12,7.116833e-12,3.4279589e-12,7.6899815e-12,6.737317e-12,1.0529726e-11,2.0
70,70,148.05719,13571677.0,7352104.0,15435150.0,-28.44547,68.69239958268008,-0.19538666,4.5446093e-08,0.00014621064,3.317268e-05,2.0,43,0.020206703,1.3091355e-09,0,2.7074479225270664e-07,0.14047122,0.04029164,1.6323574,1.6487626e-05,1.5237598e-05,1.2427377e-05,1.0298465e-05,4.3138652e-06,4.602769e-06,1.7648916,1.5013106,32.92862,1.8933863e-11,1.5782435e-12,3.042273e-12,6.1311503e-12,8.0401215e-12,5.8974457e-12,2.0
