True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,THD_I,NSD_I,NSR_I,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
0,0,7000018.5,114.134346,189.27693,221.0258,-58.909943,6.083486502262531,-0.13478225,0.0010255794,0.00012012219,8.8091234e-05,1.0,39,0.017400505,7.872612e-05,0,9.992839843261107e-07,2.632082,0.094411865,2.9722178,4.9384437,0.2731904,6.9604583,6.906809e-05,1.0440071e-05,0.00029209172,0.00034532105,1.3133756e-05,7.6764445e-06,2.80356e-07,1.1706879e-07,1.2461301e-06,3.6646377e-06,1.38084e-07,1.0030556e-07,1.0
1,1,4765894.0,107.25586,219.40529,244.21814,-63.94839,7.643487483001081,-0.13474615,0.0015790368,0.00015220491,0.00012284769,1.0,39,0.021695593,8.883695e-05,0,1.4317145727095016e-06,1.4455575,0.11666422,1.7610222,1.394185,0.110274926,4.3033857,0.00030960882,1.3948521e-05,8.234871e-06,2.7355774e-05,3.1839358e-05,1.4701349e-05,1.1115619e-06,9.464099e-08,9.396783e-08,2.9355382e-07,3.89012e-07,1.4567651e-07,1.0
2,2,3244822.5,132.28333,288.3413,317.23743,-65.3556,8.712501080444781,-0.13479449,0.0015202776,0.00017010704,0.0001405294,1.0,39,0.021645106,6.822999e-05,0,1.8739053562053918e-06,2.9742665,0.053546175,1.7288877,5.8404183,0.12400972,4.516077,0.0006429112,2.9633115e-05,6.3701355e-06,7.627932e-06,6.447377e-06,6.937836e-06,3.9761426e-06,1.3060381e-07,7.004323e-08,1.3588055e-07,1.2023173e-07,8.534757e-08,1.0
3,3,2209211.8,186.15576,378.7341,422.01123,-63.824913,9.9174881776853,-0.1348169,0.0014958412,0.00019021658,0.00015320367,1.0,39,0.021723524,5.1476174e-05,0,2.2321999900600027e-06,0.74891454,0.037887286,1.7298468,1.2476009,0.14401281,5.192755,0.00015818074,3.438106e-05,5.612297e-06,1.0036712e-05,7.2291623e-06,3.2353207e-06,5.926827e-07,1.5797241e-07,4.057468e-08,1.00336145e-07,1.03439135e-07,8.657265e-08,1.0
4,4,1504119.6,362.38358,622.4243,720.2318,-59.791477,11.426491636055289,-0.13481893,0.00014720767,0.0001700009,0.00012696374,1.0,40,0.019622702,2.7244982e-05,0,2.3760278673507917e-06,0.33835182,0.08840029,3.0215616,0.84678185,0.08792644,5.598928,5.7048135e-05,2.6008265e-05,1.0905705e-05,1.48291865e-05,4.130565e-06,5.685763e-06,1.2845422e-07,9.506869e-08,4.8978436e-08,6.446518e-08,1.00835365e-07,8.957414e-08,1.0
5,5,1024068.44,549.4893,742.40906,923.6394,-53.493244,12.632494519959437,-0.13482724,0.00014457868,0.0002093379,0.00013524758,1.0,40,0.020634728,2.2340675e-05,0,2.415561452562088e-06,0.18943305,0.24903083,2.8824391,0.72490346,0.46304592,4.8222065,2.5792715e-05,2.323416e-05,5.497841e-06,1.016884e-05,6.4817373e-06,6.849797e-06,6.387944e-08,3.161796e-08,4.2650797e-08,7.220687e-08,5.039875e-08,9.541166e-08,1.0
6,6,697233.1,784.14026,834.5868,1145.1686,-46.785007,13.838497377262684,-0.13483073,0.00014263952,0.00027350837,0.00014526962,1.0,40,0.021136157,1.8456809e-05,0,2.472453536581346e-06,0.1434548,0.06666999,2.817659,0.5364977,0.052683316,4.301142,1.9106998e-05,1.5002056e-05,8.133735e-06,1.0288128e-05,8.990061e-06,5.4476372e-06,3.844515e-08,4.3574232e-08,1.3514299e-08,3.9757115e-08,3.9956806e-08,3.16934e-08,1.0
7,7,474706.8,1053.4962,882.472,1374.2675,-39.951572,15.044486634520581,-0.1348203,0.00014178181,0.0003799214,0.00015665818,1.0,40,0.0211995,1.5426036e-05,0,2.5205490490556282e-06,0.12515624,0.06360265,2.8239007,0.5489775,0.10531053,4.0602307,1.3917841e-05,1.4094941e-05,8.126421e-06,7.5876555e-06,9.627494e-06,7.55315e-06,1.6554708e-08,1.47608e-08,4.0316973e-08,1.2894936e-08,2.9102909e-08,5.929431e-08,1.0
8,8,323198.12,1329.3367,882.51263,1595.6079,-33.579166,16.250477678520838,-0.13482076,0.00015356588,0.00055799505,0.00017069464,1.0,40,0.021212742,1.3294458e-05,0,2.5600203952210197e-06,0.1505828,0.0845646,2.8003507,0.70591086,0.08608646,3.877733,8.451563e-06,1.1291972e-05,1.0567835e-05,9.828267e-06,2.0400157e-05,1.0603755e-05,1.3292044e-08,1.5222856e-08,2.7139343e-08,2.5446809e-08,7.106039e-08,4.3132513e-08,1.0
9,9,220049.0,1599.173,831.99854,1802.658,-27.486519,17.45649226909154,-0.13481869,0.00013408117,0.000869317,0.0001851811,1.0,40,0.021328881,1.1831907e-05,0,2.6231441971702782e-06,0.10271912,0.0727305,2.781536,0.30464008,0.10069643,3.8940814,1.1944642e-05,5.9122867e-06,7.909608e-06,8.829766e-06,5.050574e-06,9.466819e-06,8.981964e-09,9.983648e-09,1.2255732e-08,1.9743535e-08,1.8278115e-08,1.2844606e-08,1.0
