True,index,freq,Re(Z),Im(Z),Z,Phase(Z),time,Ewe_meas,I_meas,Cs,Cp,cycle_number,I_Range,Ewe,I,Ns,(QQo),THD_Ewe,NSD_Ewe,NSR_Ewe,Ewe_h2,Ewe_h3,Ewe_h4,Ewe_h5,Ewe_h6,Ewe_h7,THD_I,NSD_I,NSR_I,I_h2,I_h3,I_h4,I_h5,I_h6,I_h7,cycle
0,0,7000018.5,7.524679,0.23767112,7.528432,-1.8091171,2.519478359638015,1.1607938,-0.022021573,0.09566312,9.534289e-05,1.0,38,0.0011327344,0.00015046087,0,-3.6774074593138517e-06,10.946879,1.2082423,36.629704,1.4477867e-05,1.0004308e-05,3.529109e-05,0.000116542855,7.11023e-06,9.934716e-06,17.043835,0.83136916,44.95344,2.0864752e-06,8.07914e-07,7.067617e-06,2.4413568e-05,1.1976252e-06,1.4270069e-06,1.0
1,1,4765894.0,7.4351425,-0.0088639,7.435148,0.06830586,3.285486449341988,1.1608412,-0.021417875,-3.7674797,-5.35453e-06,1.0,38,0.0033355395,0.0004486178,0,-8.204141237395055e-06,4.3378687,0.3328216,14.362368,0.000116936615,2.2095344e-05,1.2436393e-05,7.3093734e-06,2.1192642e-05,7.7677396e-05,4.461313,0.21941374,13.363434,1.1294669e-05,1.660355e-06,1.2472156e-06,1.0202178e-06,3.6003432e-06,1.5928299e-05,1.0
2,2,3244822.5,7.7415524,0.15566254,7.7431173,-1.1519142,4.098495821323013,1.160886,-0.021082472,0.3150976,0.00012734492,1.0,38,0.00989741,0.0012782203,0,-1.344708267458029e-05,5.033354,0.15238108,4.612294,0.00049110217,7.959827e-05,1.7931783e-05,9.836524e-06,1.2735689e-05,5.3985464e-06,4.8204923,0.17866042,3.9813347,6.094955e-05,8.281981e-06,2.531362e-06,8.634178e-07,1.5629186e-06,1.257214e-06,1.0
3,3,2209211.8,7.9442296,0.3269951,7.9509563,-2.3570404,5.183479872852331,1.16085,-0.023120817,0.22031373,0.00037263642,1.0,38,0.020034593,0.0025197715,0,-1.970266905648168e-05,3.6621532,0.03413132,1.595284,0.0007048276,0.00020103624,2.9338209e-05,1.1503047e-05,3.166757e-06,7.5942285e-06,3.8165884,0.03783485,1.203209,9.2303024e-05,2.668961e-05,3.5487762e-06,1.0348583e-06,7.507508e-07,4.6549516e-07,1.0
4,4,1504119.6,8.103717,0.44114804,8.115716,-3.115977,5.9975001248240005,1.1607913,-0.02482195,0.23985757,0.0007087098,1.0,38,0.021596164,0.00266103,0,-1.9674318007853193e-05,0.6599456,0.103819765,1.2689676,0.0001321076,3.7604437e-05,3.611886e-05,7.748508e-06,4.9182945e-06,4.4184567e-06,0.6691265,0.08746091,0.79066956,1.6452808e-05,5.5582127e-06,3.767845e-06,9.614085e-07,4.82777e-07,8.48948e-07,1.0
5,5,1024068.44,8.242926,0.50451016,8.25835,-3.5024323,6.811490110150771,1.1607797,-0.024425082,0.30805,0.0011496732,1.0,38,0.021589749,0.002614293,0,-3.13220882262944e-05,0.41233194,0.054842953,1.2318518,8.340272e-05,1.931091e-05,1.9160236e-05,7.5638077e-06,1.1202435e-05,5.9182407e-06,0.4522805,0.026537245,0.76769453,1.0882749e-05,3.248352e-06,2.7784727e-06,6.3830106e-07,1.4907179e-06,8.6724395e-07,1.0
6,6,697233.1,8.38108,0.54436797,8.39874,-3.716256,7.625486388831632,1.1607782,-0.024467936,0.41932386,0.0017615964,1.0,38,0.021650823,0.0025778657,0,-3.187745545585899e-05,0.3263004,0.07027831,1.1911819,6.294227e-05,1.7697163e-05,2.3043263e-05,7.450299e-06,3.0703395e-06,6.9740586e-06,0.323176,0.02786595,0.7389888,7.69862e-06,2.1615226e-06,2.1999822e-06,3.586231e-07,3.8300587e-07,5.497561e-07,1.0
7,7,474706.8,8.520993,0.57984316,8.540699,-3.8929064,8.440491760877194,1.1607727,-0.024244342,0.5782081,0.00266513,1.0,38,0.021386262,0.0025040412,0,-3.1221333900169054e-05,0.27355564,0.035877552,1.2072291,5.2778625e-05,1.634677e-05,1.4476645e-05,4.6829728e-06,4.434571e-06,1.0194981e-05,0.23608515,0.03691756,0.7616914,5.3519416e-06,1.5537022e-06,1.7158693e-06,5.1282535e-07,4.594731e-07,5.488778e-07,1.0
8,8,323198.12,8.652874,0.6142908,8.674652,-4.060768,9.254486866208026,1.1607845,-0.024851756,0.80163616,0.0040199547,1.0,38,0.021353291,0.002461573,0,-3.918156455411776e-05,0.17716289,0.06279541,1.1990994,3.3325807e-05,1.0639275e-05,4.553808e-06,1.2485926e-05,1.9005533e-06,3.6133645e-06,0.1905997,0.035520982,0.7745084,3.960147e-06,1.8910929e-06,1.0576907e-06,1.0014297e-06,3.3943255e-07,6.3891304e-07,1.0
9,9,220049.0,8.782239,0.6655575,8.807423,-4.333847,10.068485971511109,1.1607664,-0.025194593,1.0867138,0.0062056696,1.0,38,0.021261085,0.0024139963,0,-4.019055529101752e-05,0.1578337,0.057554763,1.22,2.6327587e-05,1.1358497e-05,7.679794e-06,1.29226e-05,6.298552e-06,3.8789535e-06,0.13544507,0.059326813,0.7823034,2.5668105e-06,1.2213734e-06,8.112442e-07,7.6064504e-07,6.014397e-07,6.48444e-07,1.0
10,10,149820.0,8.9251,0.7402339,8.955745,-4.741171,10.882482543500373,1.1607753,-0.02443999,1.4350975,0.009804284,1.0,38,0.021222023,0.0023696548,0,-4.034075173733031e-05,0.11630614,0.06165932,1.2375275,1.6663189e-05,1.0808287e-05,1.074807e-05,3.697821e-06,8.6939135e-06,1.7567405e-06,0.11060247,0.04518789,0.8030524,1.8872522e-06,1.2909825e-06,8.60113e-07,5.0952474e-07,5.362286e-07,4.345241e-07,1.0
11,11,101998.59,9.081922,0.84683347,9.121317,-5.327077,11.696479915553937,1.1607852,-0.02492257,1.8425866,0.015882134,1.0,38,0.021058755,0.0023087407,0,-4.90322969593043e-05,0.08612234,0.04470069,1.2308651,1.2561178e-05,8.9264795e-06,5.0402105e-06,2.7571807e-06,6.516303e-06,2.4171475e-06,0.08648505,0.027777286,0.82755834,1.4318281e-06,1.087308e-06,5.4195937e-07,2.7525593e-07,4.893112e-07,3.0687136e-07,1.0
12,12,69449.59,9.277447,0.98239464,9.329315,-6.044561,12.510494887508685,1.1607722,-0.0254275,2.3327298,0.025866453,1.0,38,0.020955132,0.0022461598,0,-5.0742649273714054e-05,0.09216783,0.06314478,1.2474239,9.905427e-06,7.5167995e-06,9.3110275e-06,4.0923533e-06,9.9786375e-06,3.0850897e-06,0.083081596,0.048674755,0.84721,9.747711e-07,9.556251e-07,6.9354013e-07,5.3991835e-07,8.5095485e-07,2.3270108e-07,1.0
13,13,47283.254,9.509855,1.1380914,9.577714,-6.824413,13.324493539490504,1.1607692,-0.025395831,2.9575741,0.041760553,1.0,38,0.020643575,0.0021553761,0,-5.6508086862996507e-05,0.075698666,0.027914718,1.2449073,7.890852e-06,8.201003e-06,4.2686556e-06,3.9824836e-06,4.3178698e-06,6.5905106e-06,0.07085199,0.024069771,0.8765125,7.0595195e-07,9.3249446e-07,3.3255702e-07,7.4250113e-07,3.755613e-07,3.0116394e-07,1.0
14,14,32196.41,9.787944,1.3057857,9.8746605,-7.598822,14.138486644864315,1.1607655,-0.025816927,3.7856526,0.06619729,1.0,38,0.02034584,0.0020604092,0,-6.212230876300277e-05,0.091138676,0.060938407,1.2819629,9.201918e-06,9.933592e-06,5.113454e-06,6.855068e-06,7.3775036e-06,4.5418715e-06,0.09539244,0.059655994,0.9222851,8.8241444e-07,1.396247e-06,3.6886226e-07,6.204851e-07,5.574066e-07,1.966303e-07,1.0
15,15,21915.822,10.117574,1.4859599,10.226112,-8.355251,14.81748062375118,1.1607635,-0.026349813,4.8871455,0.103192545,1.0,38,0.021448163,0.0020973918,0,-6.547060982792432e-05,0.09899295,0.045640346,1.2160934,6.047188e-06,1.2389267e-05,7.1446993e-06,1.0129157e-05,6.3963485e-06,2.8146808e-06,0.09344397,0.0270596,0.9137275,4.245001e-07,1.5781148e-06,4.5413734e-07,8.9164075e-07,2.651986e-07,1.6786048e-07,1.0
16,16,14919.832,10.494318,1.6655916,10.625672,-9.0184,15.496479909372283,1.1607829,-0.026115041,6.4045362,0.15736635,1.0,38,0.021398634,0.0020138617,0,-6.945863452827325e-05,0.09310333,0.032245465,1.2107419,5.6619474e-06,9.3036e-06,9.052635e-06,8.9734485e-06,6.11755e-06,7.943929e-06,0.11889344,0.02959362,0.9594813,4.2453792e-07,1.7278232e-06,8.598188e-07,1.0000886e-06,5.497706e-07,3.8975867e-07,1.0
17,17,10159.962,10.907079,1.851458,11.063104,-9.6340275,16.17550244825543,1.1607748,-0.026195167,8.460855,0.23696704,1.0,38,0.02034013,0.0018385554,0,-7.555523671089517e-05,0.12550819,0.033556778,1.2750719,6.960477e-06,1.32596715e-05,8.114127e-06,1.425884e-05,9.547829e-06,6.7221185e-06,0.11150775,0.021242995,1.0372962,2.842415e-07,1.4719122e-06,7.1542917e-07,9.918942e-07,1.2823295e-07,4.8080557e-07,1.0
18,18,6916.754,11.350011,2.0559568,11.534718,-10.267306,17.06921875741682,1.1608187,-0.02466731,11.1919,0.3555641,1.0,38,0.020310873,0.001760847,0,-8.103715269675013e-05,0.16527955,0.07636282,1.2646589,3.2349249e-06,1.7238088e-05,9.553045e-06,2.3440476e-05,9.4406e-06,5.4834013e-06,0.13469873,0.110744424,1.097839,8.3400766e-07,1.4801077e-06,4.6084298e-07,1.3942263e-06,4.2200034e-07,4.535743e-07,1.0
19,19,4708.491,11.826886,2.286924,12.045964,-10.944019,17.83380239373946,1.1608213,-0.025053004,14.7804165,0.53272974,1.0,38,0.020293374,0.0016846616,0,-8.574206032684177e-05,0.13992514,0.038563434,1.2740846,6.3787033e-06,1.31369725e-05,7.356169e-06,1.8070166e-05,5.5866008e-06,7.1796953e-06,0.13767295,0.085857466,1.1383404,3.8380864e-07,1.5630615e-06,2.3713008e-07,1.4429123e-06,5.020362e-07,5.035671e-07,1.0
20,20,3206.0295,12.359042,2.5720623,12.623843,-11.756123,18.57567696231854,1.1608195,-0.025345547,19.300615,0.8012184,1.0,38,0.020280132,0.0016064943,0,-8.958245844717345e-05,0.1272413,0.10944204,1.2823504,6.7444093e-06,1.7979259e-05,7.4649706e-06,1.029284e-05,8.092601e-06,5.3845934e-06,0.16005333,0.09650418,1.195426,6.030372e-07,1.8983573e-06,3.5982586e-07,1.4435988e-06,4.010518e-07,3.5683985e-07,1.0
21,21,2182.901,12.94559,2.913118,13.269309,-12.681901,19.319968970987247,1.1608183,-0.025269154,25.028112,1.2062784,1.0,38,0.020247439,0.001525885,0,-9.366601141837115e-05,0.13808799,0.10908447,1.2854095,4.7425838e-06,1.8007282e-05,6.63329e-06,1.8044524e-05,5.841992e-06,2.5876695e-06,0.16786961,0.10552461,1.293358,5.5710706e-07,1.7566103e-06,3.3991674e-07,1.6191406e-06,4.6981518e-07,3.17556e-07,1.0
22,22,1486.4281,13.64267,3.3381362,14.045127,-13.749192,20.064560126309516,1.1608127,-0.025708878,32.075405,1.811878,1.0,38,0.0202281,0.0014402219,0,-9.763102678932612e-05,0.11761073,0.056693822,1.2800616,5.7128414e-06,1.704583e-05,4.524789e-06,1.3211219e-05,3.1787235e-06,5.5022333e-06,0.1379622,0.04262185,1.3280741,3.8626183e-07,1.3501538e-06,2.5152312e-07,1.2852219e-06,2.5122233e-07,3.214762e-07,1.0
23,23,1012.2657,14.4992695,3.8181398,14.993566,-14.752959,20.807334161625477,1.1608082,-0.02580018,41.17881,2.6703463,1.0,38,0.020210607,0.001347952,0,-0.0001035999166332638,0.14268628,0.0796503,1.2877353,5.516095e-06,1.3928463e-05,5.093624e-06,1.8112798e-05,1.406005e-05,3.2125893e-06,0.173862,0.06913158,1.438632,2.1833287e-07,1.6309104e-06,5.578224e-07,1.4682884e-06,2.997226e-07,3.6753752e-07,1.0
24,24,688.8978,15.567563,4.3124166,16.153822,-15.48342,21.552061450347537,1.1608343,-0.02367423,53.57283,3.8179958,1.0,38,0.020203182,0.0012506751,0,-0.00010736756304342352,0.11336078,0.032984506,1.3261108,1.2833021e-06,1.4493512e-05,6.966851e-06,1.401243e-05,4.6050013e-06,5.260446e-06,0.1658534,0.03911734,1.5257567,6.6627496e-07,1.3408289e-06,4.9743466e-07,1.2159846e-06,2.4728834e-07,4.6535385e-07,1.0
