Filename	10172024_PEGDA_PEGMEA_0_Aerosil380_20_LITFSI-b
Instrument name	DMA0850-00515
Operator	
rundate	10/7/2024
Sample name	mechanical test - PEGDA:PEGMEA no aer380 20percent LITFSI
Geometry name	Compression Clamp
Procedure name	DMA Conditioning Preload
	DMA Conditioning Temperature
	Strain Ramp Test
proceduresegments	Strain Ramp Test
[step]
Strain Ramp - 1
Step time	Stress	Strain	Temperature	Force	Displacement
min	MPa	%	°C	N	µm
6.83	0.0283828	28.8873	30.03	3.77358	435.978
6.84	0.0287578	28.9545	30.03	3.82344	436.992
6.86	0.0291405	29.0219	30.03	3.87432	438.008
6.88	0.0295231	29.0894	30.03	3.92520	439.027
6.89	0.0299067	29.1567	30.03	3.97620	440.043
6.91	0.0302561	29.2243	30.03	4.02265	441.063
6.93	0.0306127	29.2915	30.03	4.07006	442.078
6.94	0.0310049	29.3589	30.03	4.12220	443.095
6.96	0.0314065	29.4262	30.03	4.17560	444.110
6.98	0.0318159	29.4938	30.03	4.23003	445.131
6.99	0.0322267	29.5611	30.03	4.28465	446.146
7.01	0.0326371	29.6285	30.04	4.33921	447.164
7.03	0.0330558	29.6957	30.04	4.39488	448.179
7.04	0.0334778	29.7631	30.04	4.45098	449.195
7.06	0.0339013	29.8306	30.04	4.50728	450.214
7.08	0.0343242	29.8980	30.04	4.56351	451.232
7.09	0.0347537	29.9654	30.04	4.62062	452.249
7.11	0.0351880	30.0329	30.04	4.67836	453.267
7.13	0.0356229	30.1002	30.04	4.73618	454.284
7.14	0.0360518	30.1675	30.04	4.79320	455.299
7.16	0.0364887	30.2350	30.04	4.85130	456.318
7.18	0.0369343	30.3023	30.04	4.91053	457.334
7.19	0.0373807	30.3698	30.04	4.96989	458.352
7.21	0.0378339	30.4371	30.04	5.03014	459.368
7.23	0.0382903	30.5046	30.04	5.09082	460.386
7.24	0.0387449	30.5719	30.04	5.15126	461.402
7.26	0.0391928	30.6394	30.04	5.21081	462.421
7.28	0.0396083	30.7067	30.05	5.26606	463.437
7.29	0.0400436	30.7742	30.05	5.32392	464.455
7.31	0.0404934	30.8414	30.05	5.38372	465.470
7.33	0.0409460	30.9089	30.05	5.44390	466.489
7.34	0.0414047	30.9763	30.05	5.50489	467.505
7.36	0.0418680	31.0436	30.05	5.56649	468.521
7.38	0.0423275	31.1111	30.05	5.62758	469.539
7.39	0.0426288	31.1796	30.05	5.66764	470.574
7.41	0.0426195	31.2462	30.05	5.66640	471.580
7.43	0.0429777	31.3134	30.05	5.71402	472.593
7.44	0.0434132	31.3807	30.05	5.77193	473.610
7.46	0.0438903	31.4480	30.05	5.83535	474.624
7.48	0.0443767	31.5154	30.05	5.90002	475.642
7.49	0.0448677	31.5828	30.05	5.96530	476.659
7.51	0.0453627	31.6502	30.05	6.03111	477.676
7.53	0.0458649	31.7176	30.06	6.09789	478.694
7.54	0.0463697	31.7849	30.06	6.16501	479.710
7.56	0.0468665	31.8524	30.06	6.23106	480.728
7.58	0.0473653	31.9198	30.06	6.29737	481.745
7.59	0.0478715	31.9869	30.06	6.36467	482.759
7.61	0.0483915	32.0545	30.06	6.43381	483.778
7.63	0.0489094	32.1220	30.06	6.50266	484.797
7.64	0.0494408	32.1893	30.06	6.57331	485.813
7.66	0.0499754	32.2567	30.06	6.64440	486.830
7.68	0.0505102	32.3240	30.06	6.71550	487.846
7.69	0.0510461	32.3915	30.06	6.78674	488.864
7.71	0.0515975	32.4589	30.06	6.86005	489.882
7.73	0.0521502	32.5263	30.07	6.93354	490.898
7.74	0.0526951	32.5937	30.07	7.00599	491.916
7.76	0.0532417	32.6603	30.07	7.07865	492.922
7.78	0.0537597	32.7276	30.07	7.14752	493.937
7.79	0.0542655	32.7951	30.07	7.21477	494.955
7.81	0.0547749	32.8623	30.07	7.28250	495.970
7.83	0.0552910	32.9295	30.07	7.35112	496.984
7.84	0.0558039	32.9972	30.07	7.41930	498.006
7.86	0.0562949	33.0644	30.07	7.48459	499.020
7.88	0.0567369	33.1322	30.07	7.54335	500.043
7.89	0.0569975	33.2000	30.07	7.57800	501.066
7.91	0.0572271	33.2676	30.07	7.60852	502.087
7.93	0.0573639	33.3348	30.07	7.62672	503.101
7.94	0.0574360	33.4035	30.07	7.63631	504.138
7.96	0.0574078	33.4713	30.07	7.63256	505.162
7.98	0.0573801	33.5389	30.08	7.62886	506.181
7.99	0.0571451	33.6061	30.08	7.59762	507.195
8.01	0.0572086	33.6728	30.08	7.60607	508.203
8.03	0.0574641	33.7401	30.08	7.64004	509.217
8.04	0.0577499	33.8073	30.08	7.67804	510.231
8.06	0.0580388	33.8748	30.08	7.71645	511.251
8.08	0.0583754	33.9420	30.08	7.76120	512.266
8.09	0.0587278	34.0099	30.08	7.80806	513.290
8.11	0.0589902	34.0769	30.08	7.84294	514.302
8.13	0.0594191	34.1442	30.08	7.89996	515.317
8.14	0.0599116	34.2114	30.08	7.96544	516.331
8.16	0.0603891	34.2786	30.09	8.02893	517.346
8.18	0.0608995	34.3461	30.09	8.09679	518.363
8.19	0.0614028	34.4133	30.09	8.16371	519.379
8.21	0.0618985	34.4811	30.09	8.22961	520.401
8.23	0.0624778	34.5478	30.09	8.30663	521.408
8.24	0.0630999	34.6155	30.09	8.38933	522.429
8.26	0.0637053	34.6831	30.09	8.46982	523.450
8.28	0.0642683	34.7508	30.09	8.54468	524.472
8.29	0.0646242	34.8178	30.09	8.59200	525.484
8.31	0.0652587	34.8851	30.09	8.67635	526.498
8.33	0.0659368	34.9522	30.09	8.76651	527.511
8.34	0.0666324	35.0198	30.09	8.85899	528.532
8.36	0.0673290	35.0872	30.10	8.95161	529.549
8.38	0.0680356	35.1547	30.10	9.04555	530.567
8.39	0.0687558	35.2220	30.10	9.14131	531.583
8.41	0.0694687	35.2893	30.10	9.23608	532.599
8.43	0.0701838	35.3568	30.10	9.33116	533.618
8.44	0.0709076	35.4241	30.10	9.42740	534.633
8.46	0.0716318	35.4916	30.10	9.52368	535.652
8.48	0.0723693	35.5587	30.10	9.62173	536.665
8.49	0.0731122	35.6262	30.10	9.72050	537.684
8.51	0.0738758	35.6937	30.10	9.82202	538.702
8.53	0.0746452	35.7610	30.10	9.92432	539.719
8.54	0.0754098	35.8285	30.10	10.0260	540.736
8.56	0.0761599	35.8958	30.11	10.1257	541.753
8.58	0.0768941	35.9632	30.11	10.2233	542.769
8.59	0.0776438	36.0301	30.11	10.3230	543.780
8.61	0.0784131	36.0978	30.11	10.4253	544.801
8.63	0.0791972	36.1653	30.11	10.5295	545.820
8.64	0.0799899	36.2326	30.11	10.6349	546.836
8.66	0.0807701	36.3000	30.11	10.7386	547.853
8.68	0.0815377	36.3677	30.11	10.8407	548.874
8.69	0.0822641	36.4353	30.11	10.9373	549.894
8.71	0.0820943	36.5072	30.11	10.9147	550.981
8.73	0.0813212	36.5699	30.11	10.8119	551.926
8.74	0.0820137	36.6374	30.11	10.9040	552.945
8.76	0.0826755	36.7048	30.12	10.9920	553.962
8.78	0.0834034	36.7720	30.12	11.0888	554.976
8.79	0.0837867	36.8409	30.12	11.1397	556.016
8.81	0.0840149	36.9076	30.12	11.1701	557.023
8.83	0.0840700	36.9766	30.12	11.1774	558.064
8.84	0.0839672	37.0435	30.12	11.1637	559.074
8.86	0.0839916	37.1097	30.12	11.1670	560.074
8.88	0.0809530	37.1900	30.12	10.7630	561.285
8.89	0.0789666	37.2446	30.12	10.4989	562.109
8.91	0.0794617	37.3117	30.12	10.5647	563.122
8.93	0.0800172	37.3791	30.12	10.6385	564.139
8.94	0.0805866	37.4463	30.13	10.7142	565.153
8.96	0.0812545	37.5136	30.13	10.8030	566.169
8.98	0.0819659	37.5807	30.13	10.8976	567.182
8.99	0.0827086	37.6484	30.13	10.9964	568.203
9.01	0.0834377	37.7158	30.13	11.0933	569.220
9.03	0.0841594	37.7831	30.13	11.1893	570.236
9.04	0.0845622	37.8514	30.13	11.2428	571.268
9.06	0.0851816	37.9177	30.13	11.3252	572.268
9.08	0.0859532	37.9849	30.13	11.4278	573.282
9.09	0.0867359	38.0526	30.13	11.5318	574.303
9.11	0.0875157	38.1201	30.13	11.6355	575.322
9.13	0.0882741	38.1874	30.13	11.7363	576.338
9.14	0.0890542	38.2548	30.14	11.8400	577.356
9.16	0.0898434	38.3221	30.14	11.9450	578.371
9.18	0.0906153	38.3894	30.14	12.0476	579.387
9.19	0.0914109	38.4570	30.14	12.1534	580.406
9.21	0.0922274	38.5242	30.14	12.2619	581.421
9.23	0.0930391	38.5916	30.14	12.3698	582.439
9.24	0.0938611	38.6591	30.14	12.4791	583.457
9.26	0.0946403	38.7266	30.14	12.5827	584.476
9.28	0.0954085	38.7939	30.15	12.6849	585.492
9.29	0.0961693	38.8613	30.15	12.7860	586.509
9.31	0.0969485	38.9287	30.15	12.8896	587.527
9.33	0.0976888	38.9963	30.15	12.9880	588.546
9.34	0.0983422	39.0639	30.15	13.0749	589.566
9.36	0.0990137	39.1309	30.15	13.1642	590.578
9.38	0.0998045	39.1982	30.15	13.2693	591.594
9.39	0.100608	39.2657	30.15	13.3762	592.612
9.41	0.101408	39.3331	30.15	13.4825	593.629
9.43	0.102247	39.4000	30.15	13.5941	594.638
9.44	0.103096	39.4678	30.15	13.7069	595.662
9.46	0.103918	39.5352	30.16	13.8162	596.680
9.48	0.104753	39.6026	30.16	13.9273	597.696
9.49	0.105599	39.6699	30.16	14.0398	598.713
9.51	0.106466	39.7373	30.16	14.1550	599.730
9.53	0.107401	39.8045	30.16	14.2793	600.745
9.54	0.108339	39.8719	30.16	14.4040	601.762
9.56	0.109248	39.9393	30.16	14.5248	602.779
9.58	0.110161	40.0068	30.16	14.6462	603.798
9.59	0.111064	40.0741	30.16	14.7664	604.813
9.61	0.112011	40.1416	30.16	14.8922	605.831
9.63	0.112957	40.2088	30.16	15.0179	606.846
9.64	0.113879	40.2763	30.17	15.1405	607.865
9.66	0.114751	40.3441	30.17	15.2565	608.887
9.68	0.115379	40.4117	30.17	15.3400	609.908
9.69	0.115943	40.4794	30.17	15.4149	610.930
9.71	0.116476	40.5468	30.17	15.4858	611.946
9.73	0.117215	40.6137	30.17	15.5841	612.957
9.74	0.118119	40.6805	30.17	15.7042	613.965
9.76	0.119084	40.7482	30.17	15.8326	614.987
9.78	0.120070	40.8153	30.17	15.9637	615.999
9.79	0.121080	40.8827	30.17	16.0979	617.017
9.81	0.122039	40.9506	30.17	16.2255	618.041
9.83	0.122693	41.0186	30.18	16.3124	619.067
9.84	0.123401	41.0852	30.18	16.4065	620.073
9.86	0.123018	41.1585	30.18	16.3557	621.179
9.88	0.121576	41.2233	30.18	16.1640	622.158
9.89	0.121714	41.2878	30.18	16.1822	623.130
9.91	0.122572	41.3546	30.18	16.2963	624.139
9.93	0.123524	41.4220	30.18	16.4229	625.156
9.94	0.124572	41.4891	30.18	16.5623	626.168
9.96	0.125736	41.5562	30.18	16.7169	627.182
9.98	0.126946	41.6236	30.18	16.8779	628.199
9.99	0.128156	41.6911	30.19	17.0387	629.217

